Person.id|Comment.id|creationDate
6597069766819|206158432794|2010-09-02T12:00:15.886+0000
6597069766899|206158432794|2010-09-01T21:53:58.687+0000
8796093022235|206158432794|2010-10-01T08:59:01.321+0000
8796093022239|206158432794|2010-09-17T08:34:02.953+0000
8796093022248|206158432794|2010-09-21T02:29:43.439+0000
8796093022264|206158432794|2010-11-09T05:27:03.867+0000
8796093022348|206158432794|2010-10-16T17:40:47.556+0000
8796093022390|206158432794|2010-09-12T17:50:29.048+0000
8796093022404|206158432794|2010-09-29T13:25:08.252+0000
8796093022414|206158432794|2010-10-04T07:04:07.125+0000
10995116277891|206158432794|2010-11-01T07:21:57.960+0000
4398046511327|343597386571|2010-11-18T18:55:25.575+0000
94|274877909853|2010-10-21T17:55:55.381+0000
2199023255699|274877909853|2010-10-23T10:58:56.488+0000
2199023255713|274877909853|2010-10-20T08:32:54.221+0000
2199023255742|274877909853|2010-10-21T08:56:03.107+0000
4398046511133|274877909853|2010-10-21T18:41:35.291+0000
4398046511147|274877909853|2010-10-20T13:55:01.650+0000
4398046511220|274877909853|2010-10-21T12:11:16.110+0000
4398046511249|274877909853|2010-10-20T11:41:11.331+0000
4398046511325|274877909853|2010-10-20T14:32:01.502+0000
4398046511327|274877909853|2010-10-23T22:34:24.903+0000
6597069766722|274877909853|2010-10-21T04:33:38.779+0000
6597069766747|274877909853|2010-10-21T06:48:38.851+0000
6597069766831|274877909853|2010-10-21T00:51:27.785+0000
8796093022320|274877909853|2010-10-22T15:48:24.472+0000
94|274877909858|2010-10-20T02:22:46.143+0000
2199023255699|274877909858|2010-10-21T05:47:16.726+0000
8796093022320|274877910121|2010-10-21T12:02:39.859+0000
8796093022375|274877910121|2010-09-24T04:04:16.826+0000
8796093022390|274877910121|2010-09-21T11:33:00.338+0000
10995116277891|274877910121|2010-11-18T16:25:09.048+0000
10995116277918|274877910121|2010-11-16T07:56:05.152+0000
41|274877910139|2010-09-22T08:20:39.192+0000
102|274877910139|2010-09-22T19:30:07.504+0000
143|274877910139|2010-09-22T15:08:02.163+0000
2199023255634|274877910139|2010-09-20T06:54:25.311+0000
2199023255699|274877910139|2010-09-24T21:31:39.270+0000
2199023255717|274877910139|2010-09-20T22:42:17.044+0000
2199023255742|274877910139|2010-09-22T22:55:58.182+0000
4398046511147|274877910139|2010-09-23T09:34:53.446+0000
4398046511151|274877910139|2010-09-20T16:22:41.866+0000
4398046511162|274877910139|2010-09-21T12:09:27.398+0000
4398046511327|274877910139|2010-09-22T15:15:32.303+0000
4398046511333|274877910139|2010-09-23T04:13:17.461+0000
6597069766692|274877910139|2010-09-20T06:53:20.761+0000
6597069766707|274877910139|2010-09-21T16:10:14.750+0000
6597069766746|274877910139|2010-09-22T23:07:59.182+0000
6597069766753|274877910139|2010-09-21T12:05:12.492+0000
6597069766756|274877910139|2010-09-25T07:22:00.370+0000
6597069766759|274877910139|2010-09-20T08:49:10.670+0000
6597069766786|274877910139|2010-09-21T13:09:20.256+0000
6597069766861|274877910139|2010-09-24T14:37:07.042+0000
6597069766896|274877910139|2010-09-20T13:51:59.850+0000
8796093022238|274877910139|2010-09-27T17:24:49.023+0000
8796093022248|274877910139|2010-09-27T22:04:27.824+0000
8796093022252|274877910139|2010-09-23T09:41:35.043+0000
8796093022313|274877910139|2010-11-05T23:01:17.511+0000
8796093022318|274877910139|2010-10-07T06:50:13.702+0000
8796093022320|274877910139|2010-10-17T18:51:51.117+0000
8796093022375|274877910139|2010-09-21T01:35:02.302+0000
8796093022390|274877910139|2010-09-20T15:03:41.117+0000
10995116277891|274877910139|2010-11-21T19:12:25.276+0000
10995116277918|274877910139|2010-11-13T07:21:28.441+0000
6597069766734|206158433720|2010-07-16T12:35:59.350+0000
6597069766763|206158433720|2010-08-17T12:31:05.969+0000
6597069766786|206158433720|2010-08-27T01:19:51.769+0000
6597069766794|206158433720|2010-08-14T20:19:53.888+0000
6597069766828|206158433720|2010-08-03T11:20:46.789+0000
6597069766832|206158433720|2010-07-18T22:10:20.270+0000
6597069766861|206158433720|2010-09-07T01:02:31.142+0000
8796093022235|206158433720|2010-09-19T05:03:02.085+0000
8796093022248|206158433720|2010-10-03T15:58:25.463+0000
8796093022252|206158433720|2010-08-31T14:29:31.881+0000
8796093022252|274877910477|2010-10-16T08:30:44.254+0000
2199023255674|343597387803|2010-11-03T14:44:26.751+0000
4398046511333|274877911206|2010-08-24T23:00:26.527+0000
4398046511232|274877911673|2010-09-20T00:06:23.762+0000
4398046511268|274877911673|2010-09-19T03:14:01.248+0000
6597069766775|274877911990|2010-10-02T09:39:02.362+0000
8796093022390|274877912004|2010-09-30T09:15:57.229+0000
41|5111|2010-03-05T20:20:00.847+0000
102|5111|2010-03-01T16:50:55.973+0000
133|5111|2010-02-28T05:13:14.454+0000
153|5111|2010-03-04T08:28:29.394+0000
238|5111|2010-03-01T03:12:38.616+0000
2199023255555|5111|2010-03-30T07:44:16.896+0000
2199023255629|5111|2010-03-22T01:01:25.892+0000
2199023255742|5111|2010-03-24T11:09:18.535+0000
2199023255753|5111|2010-03-29T02:16:52.069+0000
2199023255793|5111|2010-05-02T11:35:39.458+0000
4398046511105|5111|2010-06-11T12:51:49.150+0000
4398046511113|5111|2010-07-22T10:45:12.139+0000
4398046511146|5111|2010-07-01T12:43:58.759+0000
4398046511205|5111|2010-06-02T09:30:14.854+0000
4398046511285|5111|2010-06-07T13:14:53.664+0000
4398046511333|5111|2010-07-03T12:43:21.716+0000
6597069766660|5111|2010-08-14T23:38:29.894+0000
6597069766775|5111|2010-08-23T13:11:01.633+0000
6597069766794|5111|2010-08-23T20:32:50.745+0000
6597069766841|5111|2010-08-01T13:09:21.207+0000
6597069766861|5111|2010-09-24T16:59:12.662+0000
8796093022238|5111|2010-09-27T22:18:16.751+0000
8796093022252|5111|2010-09-07T10:04:22.142+0000
8796093022348|5111|2010-09-27T16:59:49.776+0000
8796093022357|5111|2010-11-11T03:40:45.979+0000
8796093022390|5111|2010-09-05T01:43:02.530+0000
8796093022404|5111|2010-09-29T08:46:40.587+0000
8796093022357|274877912123|2010-11-10T16:48:17.691+0000
2199023255629|274877912226|2010-09-18T12:25:30.289+0000
2199023255699|274877912226|2010-09-19T19:01:55.213+0000
2199023255712|274877912226|2010-09-16T18:54:16.024+0000
4398046511124|274877912226|2010-09-16T09:10:42.060+0000
4398046511133|274877912226|2010-09-16T19:25:33.288+0000
4398046511146|274877912226|2010-09-19T09:07:48.172+0000
4398046511321|274877912226|2010-09-17T09:50:56.472+0000
4398046511325|274877912226|2010-09-15T19:46:38.162+0000
6597069766775|274877912226|2010-09-16T16:48:47.088+0000
6597069766794|274877912226|2010-09-19T03:26:45.292+0000
6597069766861|274877912226|2010-09-15T19:24:21.265+0000
8796093022232|274877912226|2010-11-15T03:48:30.622+0000
8796093022326|274877912226|2010-10-19T17:32:25.224+0000
8796093022348|274877912226|2010-09-26T20:14:06.078+0000
8796093022453|274877912226|2010-09-16T12:58:20.376+0000
10995116277794|274877912226|2010-11-16T04:24:43.771+0000
59|274877912265|2010-09-18T04:36:29.159+0000
2199023255629|274877912265|2010-09-21T06:03:29.876+0000
2199023255699|274877912265|2010-09-16T15:06:52.997+0000
2199023255712|274877912265|2010-09-16T12:33:31.318+0000
4398046511124|274877912265|2010-09-17T15:40:15.619+0000
4398046511133|274877912265|2010-09-21T19:47:33.283+0000
4398046511146|274877912265|2010-09-20T03:34:14.402+0000
4398046511321|274877912265|2010-09-18T02:59:49.062+0000
4398046511325|274877912265|2010-09-16T11:48:05.977+0000
6597069766775|274877912265|2010-09-19T15:39:40.042+0000
6597069766794|274877912265|2010-09-17T18:52:13.244+0000
6597069766861|274877912265|2010-09-17T14:35:54.635+0000
8796093022232|274877912265|2010-11-17T22:09:39.829+0000
8796093022326|274877912265|2010-10-19T18:05:39.975+0000
8796093022348|274877912265|2010-09-25T20:54:02.449+0000
8796093022453|274877912265|2010-09-20T04:25:24.066+0000
10995116277794|274877912265|2010-11-13T00:19:33.413+0000
4398046511225|274877912768|2010-09-06T04:28:09.204+0000
8796093022246|274877912768|2010-11-15T09:50:53.504+0000
4398046511106|274877912768|2010-09-03T10:19:21.898+0000
2199023255742|274877912768|2010-11-15T01:09:23.787+0000
6597069766759|274877912768|2010-09-01T02:19:13.587+0000
4398046511109|274877912768|2010-09-01T00:58:37.759+0000
143|274877912768|2010-10-16T12:29:17.146+0000
6597069766841|274877912768|2010-09-18T21:19:11.763+0000
73|274877912768|2010-09-01T22:47:36.890+0000
8796093022232|68719483334|2010-10-26T08:22:13.908+0000
8796093022322|343597390438|2010-10-29T19:58:57.830+0000
8796093022238|343597390445|2010-11-01T00:23:35.756+0000
4398046511113|343597390448|2010-10-30T17:50:37.499+0000
6597069766660|343597390448|2010-10-30T01:11:24.930+0000
2199023255712|343597390448|2010-10-31T00:14:58.078+0000
8796093022248|343597390448|2010-10-29T23:59:13.084+0000
8796093022453|343597390448|2010-10-30T19:38:21.277+0000
4398046511352|343597390448|2010-11-03T09:05:30.838+0000
142|343597390448|2010-10-30T07:26:36.383+0000
111|343597390448|2010-11-01T11:50:07.349+0000
173|343597390448|2010-10-31T15:41:44.196+0000
8796093022282|343597390448|2010-10-29T21:23:11.595+0000
2199023255730|343597390448|2010-11-01T04:43:24.481+0000
8796093022307|343597390448|2010-10-30T11:36:28.886+0000
2199023255589|343597390448|2010-11-02T10:33:18.213+0000
2199023255555|343597390448|2010-11-01T15:21:51.311+0000
2199023255674|343597390448|2010-10-31T10:07:10.692+0000
208|343597390448|2010-10-31T00:46:00.556+0000
8796093022363|343597390448|2010-11-05T10:07:42.094+0000
2199023255738|343597390448|2010-10-31T12:20:22.194+0000
6597069766701|343597390448|2010-10-30T00:57:19.451+0000
6597069766795|343597390448|2010-11-01T01:12:10.276+0000
6597069766831|343597390448|2010-11-23T11:39:45.978+0000
8796093022252|343597390448|2010-10-30T09:05:56.003+0000
2199023255736|343597390448|2010-10-30T13:22:33.127+0000
4398046511249|343597390448|2010-10-31T00:07:19.476+0000
2199023255565|343597390448|2010-10-30T16:21:38.857+0000
4398046511252|343597390448|2010-10-30T18:51:51.198+0000
4398046511183|343597390448|2010-10-31T09:20:14.639+0000
218|343597390448|2010-10-31T12:20:48.675+0000
4398046511316|343597390448|2010-10-30T11:35:51.815+0000
4398046511158|343597390448|2010-10-29T21:10:00.888+0000
4398046511325|343597390448|2010-10-30T00:30:32.639+0000
8796093022375|343597390448|2010-11-03T04:23:04.624+0000
8796093022318|343597390448|2010-10-31T00:23:11.911+0000
4398046511219|343597390448|2010-11-08T17:52:54.875+0000
4398046511321|343597390448|2010-11-09T03:29:34.618+0000
8796093022390|343597390448|2010-11-17T10:15:01.563+0000
2199023255746|343597390448|2010-11-21T14:39:13.170+0000
6597069766769|343597390448|2010-11-05T07:58:50.151+0000
4398046511205|343597390448|2010-10-30T00:22:20.900+0000
8796093022432|343597390448|2010-11-02T08:57:47.927+0000
4398046511123|343597390448|2010-11-02T06:35:28.553+0000
4398046511112|343597390448|2010-11-03T11:54:38.969+0000
6597069766709|343597390448|2010-10-30T15:24:52.023+0000
10995116277844|343597390448|2010-11-09T21:25:39.066+0000
8796093022348|343597390448|2010-10-30T22:23:52.577+0000
4398046511261|343597390448|2010-10-30T04:48:15.981+0000
2199023255756|343597390448|2010-10-29T21:13:21.083+0000
4398046511190|343597390448|2010-11-22T07:57:58.373+0000
4398046511231|343597390448|2010-10-30T11:53:15.708+0000
8796093022322|343597390448|2010-10-30T09:27:07.604+0000
8796093022411|343597390448|2010-11-02T17:56:55.674+0000
2199023255616|343597390448|2010-11-03T02:58:10.789+0000
8796093022238|343597390448|2010-10-31T19:46:52.396+0000
2199023255767|343597390448|2010-11-10T18:58:56.677+0000
238|343597390448|2010-10-31T14:29:58.522+0000
4398046511333|343597390448|2010-11-04T05:02:16.205+0000
59|343597390448|2010-10-30T13:26:22.458+0000
234|343597390448|2010-10-30T02:46:43.344+0000
6597069766722|343597390448|2010-11-04T23:01:00.104+0000
8796093022359|343597390448|2010-11-23T10:20:03.321+0000
4398046511232|343597390448|2010-10-30T11:05:06.416+0000
4398046511113|274877914007|2010-10-14T20:55:59.121+0000
6597069766660|274877914007|2010-10-14T05:37:03.314+0000
2199023255712|274877914007|2010-10-16T05:52:26.055+0000
8796093022248|274877914007|2010-10-14T09:09:25.274+0000
8796093022453|274877914007|2010-10-15T22:50:13.395+0000
4398046511352|274877914007|2010-10-14T21:47:25.580+0000
142|274877914007|2010-10-16T03:30:15.625+0000
111|274877914007|2010-10-16T20:29:01.434+0000
173|274877914007|2010-10-14T03:52:20.884+0000
8796093022282|274877914007|2010-10-27T06:42:37.850+0000
2199023255730|274877914007|2010-10-17T10:56:11.996+0000
8796093022307|274877914007|2010-10-15T12:30:24.796+0000
2199023255589|274877914007|2010-10-14T08:52:41.635+0000
2199023255555|274877914007|2010-10-14T01:46:07.513+0000
2199023255674|274877914007|2010-10-15T09:49:03.658+0000
208|274877914007|2010-10-20T04:54:57.020+0000
8796093022363|274877914007|2010-10-14T02:04:00.320+0000
2199023255738|274877914007|2010-10-16T23:13:26.412+0000
6597069766701|274877914007|2010-10-17T08:57:15.117+0000
6597069766795|274877914007|2010-10-16T19:19:26.522+0000
6597069766831|274877914007|2010-11-19T07:50:55.930+0000
8796093022252|274877914007|2010-10-14T06:41:14.018+0000
2199023255736|274877914007|2010-10-15T20:07:34.340+0000
4398046511249|274877914007|2010-10-14T07:58:57.872+0000
2199023255565|274877914007|2010-10-14T02:52:10.932+0000
4398046511252|274877914007|2010-10-15T19:15:49.342+0000
4398046511183|274877914007|2010-10-14T04:19:38.441+0000
218|274877914007|2010-10-17T13:40:57.934+0000
4398046511316|274877914007|2010-10-14T14:01:14.603+0000
4398046511158|274877914007|2010-10-17T23:31:30.561+0000
4398046511325|274877914007|2010-10-15T22:23:08.564+0000
8796093022375|274877914007|2010-10-18T01:16:21.135+0000
8796093022318|274877914007|2010-10-15T17:32:27.553+0000
4398046511219|274877914007|2010-11-10T03:10:55.773+0000
4398046511321|274877914007|2010-11-08T14:17:25.011+0000
8796093022390|274877914007|2010-11-17T09:32:42.376+0000
2199023255746|274877914007|2010-11-22T06:30:05.963+0000
6597069766769|274877914007|2010-10-15T18:15:06.756+0000
4398046511205|274877914007|2010-10-16T19:32:03.030+0000
8796093022432|274877914007|2010-10-23T08:08:07.345+0000
4398046511123|274877914007|2010-10-15T05:50:21.874+0000
4398046511112|274877914007|2010-10-15T13:01:32.472+0000
6597069766709|274877914007|2010-10-16T20:21:25.396+0000
10995116277844|274877914007|2010-11-09T12:59:04.980+0000
8796093022348|274877914007|2010-10-14T06:26:35.317+0000
4398046511261|274877914007|2010-10-14T03:20:59.331+0000
2199023255756|274877914007|2010-10-14T11:31:38.892+0000
4398046511231|274877914007|2010-10-19T06:28:20.507+0000
8796093022322|274877914007|2010-10-16T16:46:12.062+0000
8796093022411|274877914007|2010-11-01T02:52:14.882+0000
2199023255616|274877914007|2010-10-15T14:07:33.210+0000
8796093022238|274877914007|2010-10-14T07:25:57.091+0000
2199023255767|274877914007|2010-11-09T16:17:28.977+0000
238|274877914007|2010-10-18T09:14:45.908+0000
4398046511333|274877914007|2010-10-16T19:35:11.444+0000
59|274877914007|2010-10-17T21:07:25.686+0000
234|274877914007|2010-10-14T06:11:47.516+0000
6597069766722|274877914007|2010-10-18T20:45:12.274+0000
8796093022359|274877914007|2010-11-21T18:12:38.130+0000
4398046511232|274877914007|2010-10-14T22:38:59.918+0000
4398046511113|343597390841|2010-11-03T07:36:33.758+0000
6597069766660|343597390841|2010-11-01T08:33:23.037+0000
2199023255712|343597390841|2010-10-31T13:17:34.394+0000
8796093022248|343597390841|2010-11-01T00:29:17.572+0000
8796093022453|343597390841|2010-11-04T11:52:35.440+0000
4398046511352|343597390841|2010-11-01T21:58:42.011+0000
142|343597390841|2010-11-01T07:50:32.895+0000
111|343597390841|2010-11-02T09:54:04.904+0000
173|343597390841|2010-11-02T09:22:52.964+0000
8796093022282|343597390841|2010-11-03T16:01:50.326+0000
2199023255730|343597390841|2010-10-31T17:34:57.023+0000
8796093022307|343597390841|2010-11-01T03:28:45.922+0000
2199023255589|343597390841|2010-10-31T16:11:05.080+0000
2199023255555|343597390841|2010-11-04T07:13:42.587+0000
2199023255674|343597390841|2010-11-06T14:45:50.957+0000
208|343597390841|2010-10-31T18:08:21.750+0000
8796093022363|343597390841|2010-11-03T09:17:20.867+0000
2199023255738|343597390841|2010-11-06T11:40:05.556+0000
6597069766701|343597390841|2010-11-01T09:10:45.309+0000
6597069766795|343597390841|2010-11-05T14:25:53.477+0000
6597069766831|343597390841|2010-11-23T03:13:34.696+0000
8796093022252|343597390841|2010-11-02T22:22:42.362+0000
2199023255736|343597390841|2010-11-05T03:44:19.049+0000
4398046511249|343597390841|2010-11-01T11:49:33.519+0000
2199023255565|343597390841|2010-11-01T22:45:57.353+0000
4398046511252|343597390841|2010-11-02T12:42:39.261+0000
4398046511183|343597390841|2010-11-03T17:41:27.686+0000
218|343597390841|2010-10-31T15:24:39.457+0000
4398046511316|343597390841|2010-11-02T12:21:55.670+0000
4398046511158|343597390841|2010-10-31T18:17:32.616+0000
4398046511325|343597390841|2010-11-01T16:30:47.785+0000
8796093022375|343597390841|2010-11-04T16:09:51.345+0000
8796093022318|343597390841|2010-10-31T21:07:20.825+0000
4398046511219|343597390841|2010-11-10T13:17:35.939+0000
4398046511321|343597390841|2010-11-09T01:11:28.405+0000
8796093022390|343597390841|2010-11-18T21:03:39.494+0000
2199023255746|343597390841|2010-11-21T16:53:55.897+0000
6597069766769|343597390841|2010-11-01T13:42:04.534+0000
4398046511205|343597390841|2010-10-31T17:26:43.227+0000
8796093022432|343597390841|2010-11-02T06:46:13.149+0000
4398046511123|343597390841|2010-10-31T17:58:07.667+0000
4398046511112|343597390841|2010-11-05T14:16:44.578+0000
6597069766709|343597390841|2010-11-01T03:46:16.720+0000
10995116277844|343597390841|2010-11-12T00:56:41.398+0000
8796093022348|343597390841|2010-11-02T22:44:41.227+0000
4398046511261|343597390841|2010-11-01T00:25:11.096+0000
2199023255756|343597390841|2010-11-04T17:24:52.358+0000
4398046511190|343597390841|2010-11-23T08:17:57.999+0000
4398046511231|343597390841|2010-11-02T03:43:47.573+0000
8796093022322|343597390841|2010-11-02T11:51:20.853+0000
8796093022411|343597390841|2010-11-01T19:50:45.822+0000
2199023255616|343597390841|2010-11-01T08:25:33.023+0000
8796093022238|343597390841|2010-11-03T02:23:54.329+0000
2199023255767|343597390841|2010-11-09T10:58:30.029+0000
238|343597390841|2010-11-01T09:40:34.250+0000
4398046511333|343597390841|2010-11-02T11:37:45.236+0000
59|343597390841|2010-11-02T01:51:57.975+0000
234|343597390841|2010-11-01T07:57:12.315+0000
6597069766722|343597390841|2010-11-01T03:53:42.234+0000
8796093022359|343597390841|2010-11-23T00:40:16.172+0000
4398046511232|343597390841|2010-11-04T18:41:34.061+0000
6597069766701|274877914169|2010-10-06T12:34:37.549+0000
6597069766795|274877914169|2010-10-05T02:25:21.168+0000
6597069766831|274877914169|2010-11-22T14:40:56.000+0000
8796093022252|274877914169|2010-10-09T03:35:00.624+0000
2199023255736|274877914169|2010-10-06T21:43:49.564+0000
4398046511249|274877914169|2010-10-05T09:46:09.756+0000
2199023255565|274877914169|2010-10-05T19:51:22.024+0000
4398046511252|274877914169|2010-10-07T22:08:35.244+0000
4398046511183|274877914169|2010-10-04T15:37:29.196+0000
218|274877914169|2010-10-03T16:01:35.625+0000
4398046511316|274877914169|2010-10-05T04:54:28.880+0000
4398046511158|274877914169|2010-10-13T10:10:15.621+0000
4398046511325|274877914169|2010-10-04T08:55:52.974+0000
8796093022375|274877914169|2010-10-06T11:26:24.319+0000
8796093022318|274877914169|2010-10-07T04:23:56.470+0000
4398046511219|274877914169|2010-11-09T01:19:56.722+0000
4398046511321|274877914169|2010-11-06T19:31:48.684+0000
8796093022390|274877914169|2010-11-21T09:25:50.750+0000
2199023255746|274877914169|2010-11-21T16:46:50.676+0000
6597069766769|274877914169|2010-10-05T07:34:44.170+0000
4398046511205|274877914169|2010-10-04T10:49:48.550+0000
8796093022432|274877914169|2010-10-21T08:31:15.979+0000
4398046511123|274877914169|2010-10-04T00:55:53.436+0000
4398046511112|274877914169|2010-10-03T16:39:40.681+0000
6597069766709|274877914169|2010-10-03T23:43:08.828+0000
10995116277844|274877914169|2010-11-12T13:56:02.085+0000
8796093022348|274877914169|2010-10-08T00:29:47.603+0000
4398046511261|274877914169|2010-10-02T23:52:10.872+0000
2199023255756|274877914169|2010-10-05T13:00:49.702+0000
4398046511190|274877914169|2010-11-24T15:38:05.797+0000
4398046511231|274877914169|2010-10-02T21:05:05.709+0000
8796093022322|274877914169|2010-10-06T21:55:53.027+0000
8796093022411|274877914169|2010-10-30T08:25:24.189+0000
2199023255616|274877914169|2010-10-03T04:55:02.041+0000
8796093022238|274877914169|2010-10-13T17:16:29.952+0000
2199023255767|274877914169|2010-11-09T11:04:30.727+0000
238|274877914169|2010-10-06T18:49:42.961+0000
4398046511333|274877914169|2010-10-03T11:48:45.834+0000
59|274877914169|2010-10-02T22:10:46.167+0000
234|274877914169|2010-10-02T20:48:30.568+0000
6597069766722|274877914169|2010-10-04T22:47:22.339+0000
8796093022359|274877914169|2010-11-21T10:36:20.727+0000
2199023255616|274877914235|2010-10-06T03:27:11.574+0000
4398046511325|274877914731|2010-09-25T15:27:16.969+0000
8796093022444|274877914731|2010-10-31T00:11:33.775+0000
4398046511343|274877914731|2010-10-23T03:07:57.602+0000
6597069766734|274877914742|2010-09-24T06:09:32.676+0000
2199023255629|206158438481|2010-08-15T09:21:32.994+0000
2199023255689|206158438676|2010-08-03T09:37:27.704+0000
2199023255742|206158438676|2010-08-01T04:52:18.140+0000
4398046511225|206158438676|2010-08-02T15:07:06.173+0000
4398046511285|206158438676|2010-07-31T19:41:19.395+0000
4398046511343|206158438676|2010-08-01T09:14:06.071+0000
6597069766660|206158438676|2010-08-23T04:47:49.566+0000
6597069766786|206158438676|2010-08-24T07:47:24.027+0000
8796093022301|206158438676|2010-09-22T13:06:33.322+0000
8796093022452|206158438676|2010-10-04T20:27:43.928+0000
10995116277806|206158438676|2010-10-31T06:51:57.457+0000
6597069766660|137438961956|2010-08-21T15:37:44.476+0000
6597069766786|137438961956|2010-08-21T12:59:32.143+0000
8796093022301|137438961956|2010-09-19T20:00:20.069+0000
73|274877915476|2010-09-05T17:38:07.730+0000
