id,tuple_nodes,tuple_feature
294,4352;10643;7943;16996;311;4662;12646;7714;3285;791;2103;10053;4242;13876;8853;4132;14328;1117;2859;217;364;6985;17732;2298;8596;4338;6423;6896;11276;13097;3943;4085;40;11936;3396;9317;2771;14978;1342;10368;122;14890;7597;2092;18655;3479;12251;2301;185;16588;3316;10300;15771,17.781308258095606
303,3365;60;7870;18995;4214;993;17275;14687;2575;599;14867;2465;15385;11676;16594;8079;2124;17611;12006;1551;15954;2318;277;17288;6299;423,17.68505939776622
304,4580;9025;9198;205;84;1647;4746;1551;4378;2825;223;471;6477;7481;12818;4456;10518;4296;557;1395;1953;2833;12565;754;18213;5126;790;1783;1199;1835;278;17522;11584;2175;3717;758;53;11108;389;3746;132;12688;3377;18185;7308;6073;6638;1082,14.293688814388359
306,416;505;8204;16871;2656;6447;481;14222;13215;11965;90;5674;15604;5897;17836;1985;3782;107;3255;14368;12055;142;2128;11;8892;18666;5000;7820;10797;8324;17286;101;14451;3990;15515;4781;75;6073;9005;4633;15112;1877;284;17755;12234;2683;5175;182;4024;1120;9240;2438;13505;565;765;709,17.311938693056046
311,3409;5910;9158;906;18703;406;11435;756;15153;1170;13251;7916;111;332;5877;915;318;146;101;7965;13221;174;1457;4213;91;12749;15759;277;9633;399;520;317;2391;8118;15981;1378;5155;7016;4473;561;312;460;3034,16.39910669835535
312,10105;908;4884;4783;17433;6828;13188;14267;9817;11842;16775;9974;5768;5334;1874;18591;3535;6121;15933;6747;1215;112;5033;1087;9301;9673;3278;2904;99;123;13696;1418;18988;10376;15619;9745;9252;112;5261;8558;5093;15155;18220;3631;212;18683;3902;7443;573;16467;10553;4209;15489;54;7591;254,19.512890943895528
313,14210;7517;2306;6442;16707;1090;3902;6551;3909;10023;18932;16958;898;2778;1709;5455;13618;12471;10246;3318;9567;29;4113;14770;99;435;11253;2919;2214;17682;2947;729,19.006494227483294
317,15696;17950;15668;4097;3835;12781;10044;2558;16458;5658;659;1178;13844;3816;15435;65;2290;18940;3981;10958;17686;3375;10531;7544;2807;324;399;1194;11727;6323;1823;5437;706;752;3301;5197;10315;15945;6398;4121;6681;260;841;2902;17618;12171;2367,13.406847255635697
319,1115;6733;9377;9138;5265;13505;2377;3521;1491;6224;4826;8788;2508;3564;8673;780;374;3025,19.136318001233263
324,5486;908;3655;13352;1679;481;15115;10874;6674;3395;15423;111;10048;17048;14527;438;8951;3421;11514;8978;14277;11213;58;16537;85;2402;8269;2099;1520;5414;14708;16188;2295;5,12.035909982095975
332,3221;4661;953;452;17354;4254;9496;8680;259;12950;9634;13972;2697;10735;2482;2167;246;9056;7349;8294;73;314;11401;316;569;11833;4845;76;563,19.850948174592606
333,428;18025;1239;328;11015;8657;4646;380;11087;1074;853;9316;16398;17027;6636;5225;14317;2752;205;4793;13879;5903;576;3508;5628;4324;3131;16134;4592;11538;15151;13141;147;6262;12153;4230;153;859;5701;92;17085;15452;7362;4657;13280;12275;3899;9265;14970;2349;11232,12.099296840339168
343,9126;18306;17791;117;12101;2992;120;17219;5228;13745;13246;8721;9424;4325;11813;7885;11277;7547;920;11329;8262;12319;14981;3734;3941;1437;3082;13095;4201;2169;9560;373;687;7877;221;8092;18486;63;3897;5741;2102;13608,18.530623103945864
355,13538;3318;9317;735;8118;338;1970;130;16263;6497;5193;16179;13053;3696;99;6870;8295;10126;386;5878;11004;1908;10929;3925;493;468,14.089685403005129
357,16645;15216;355;10506;512;5840;18704;15408;9504;2663;97;3403;18508;18535;18451;4936;15422;107;13891;7996;7440;14560;10538;4580;17351;56;270;261;2999;6704;1806;1;2621;5387;2498;197;2130;6184,15.762909940642341
358,8496;1230;1725;9897;12180;15351;5687;2170;12778;113;172;15411;461;11421;14236;11964;3257;193;5587;91;17086;60;4547;904;54;1486;13000;12720;7117;1722;14741;5412;15958;1140;740;14369;776;409;2982;8834;15962;18628;6472;838;1047;620;12429,18.096906463435992
363,17190;2116;3291;10977;16948;7059;16579;10771;4407;7530;6097;6080;12930;2526;5645;172;5944;3318;16321;224;14806;5015;16425;22;17131;15849;55;7;18770;2265;155;4611;8766;12875;2212;1383;2920;1015;3831;2345;10114;2752;10851;1957;14799;8896;2638;471;13803;1467;7268;2;16921;5643;1992;27;14741;4161;4466;71;943;247;8261;5133;703,14.981785579626763
366,458;77;4179;4295;17682;57;2554;6645;4842;257;5878;12620;134;702;1429;9529;3794;3574;61;37;3804;5909;18292;545;3242;13267;14119;10825;14;3154;16775;3193;23;1407;509,10.760782563979152
367,12982;2968;8616;7245;5511;11460;18491;6846;2045;17473;1014;101;526;1884;9826;82;521;5091;9870;10798;263;7030;15132;9849;17440;5;1735;1243;8914;11508;217;59;2993;1799;7598;1403;8753;1935;1795;113;5757;2200;5381;8588;12830;18840;2014;196;13709;9692;4228;5701;1184;11432;1704;815;17285;13410;2116;13220;3387;2295,15.08052327706418
373,3396;15085;12809;15699;6578;4571;284;1957;7494;4118;3093;3668;3000;2929;14378;11508;11267;18110;16159;129;4702;1150,16.90750029164401
374,11244;17555;2480;15670;13505;10448;5017;816;6052;1044;9514;1010;810;4191;11107;7992;4448;17099;10635;2921;167;102;251;14301;186;505;14800;1134;471;341;912;5280;3462;1387;884;1064;17552;1472;5726;7907;96;4013;18967;2002;9260;1345;6798;9896;11891;17448;10622;103;0;8589,11.332503930127075
382,5644;14561;17784;6541;11531;133;15405;15415;4048;15067;1178;7016;4068;5203;527;1098;8859;10117;4134;2475;6206;5273;309;6018;516;7578;66;3372;4847;3186;9392;15844;18340;193;5808;1484;574;203;552;2118;423;6437;7925;10631;12261;8336;10136;1137;14029;10283,18.40483128715901
383,12566;9872;542;9831;5755;6617;3019;1207;7698;18261;17046;4356;11268;7656;2750;10277;15699;63;7886;3317;209,12.10675182631114
384,75;1188;13398;124;4833;391;1062;3206;810;2930;5;527;888;9240;1564;5180;129;26;237;462;1919;2317;16353;16606;3189;18616;1278,19.690441900418957
388,2054;2182;17857;11739;5396;15458;2666;1162;15668;15761;363;12443;12198;12980;2581;12302;13216;7806;1146;2602;5780;461;6028;15137;6822;8182;109;10725;3003;3196;1503;1559;12110;11867;7839,11.10258214507221
389,6732;66;16461;414;3126;141;54;668;630;1185;13660;5305;2159;15748;7316;5306;3270;455;433;10674;6367;2407;8732;12486;12517;6394;14512;1380;11119;1497;1433;4572;16981;2030;6034;53;12559;5674;11195;2327;6230;9648,14.63003600951635
