id,source,target,edge_feature
6634,7,19903,1.0222737094647283
7128,8,19004,0.4034692577030191
7129,8,19054,2.4277939677300915
7130,8,19093,0.20561627605478472
7131,8,19163,3.1742345835685963
7132,8,19168,2.865147740214659
7133,8,19206,3.541247848744842
7134,8,19313,2.850212631102236
7135,8,19333,4.982263388329845
7136,8,19394,3.443311655497015
7137,8,19484,1.1243385445077663
7138,8,19681,4.3533174627555224
7139,8,19781,2.0768418636917563
7140,8,19813,2.815292422324945
7141,8,19846,2.7304296326505377
7142,8,19854,1.7466642173442448
7143,8,19886,3.2129751538872853
7840,9,19047,1.4014372670118236
7841,9,19048,4.144474912819077
7842,9,19132,4.5976180674975184
7843,9,19178,0.44193539613565147
7844,9,19293,1.3990776471008115
7845,9,19333,0.18889183010917798
7846,9,19344,0.3648967254668922
7847,9,19345,3.9771983833416398
7848,9,19479,1.4621383553889684
7849,9,19504,4.495032308116766
7850,9,19542,0.6019774796613936
7851,9,19581,2.4229490214906813
7852,9,19622,4.0771915118869435
7853,9,19728,2.781173730869795
7854,9,19768,4.58155799014827
7855,9,19859,1.5302005766131976
7856,9,19981,1.5314488522869447
7857,9,19987,1.7804128940555397
8460,10,19254,2.5258549562357113
8461,10,19283,0.14577593981153658
8462,10,19336,2.443584998021467
8463,10,19551,3.6394232596368377
8464,10,19666,4.538906937800213
8465,10,19799,0.5249813524415697
8466,10,19802,0.42959794343406743
8467,10,19894,3.511507641117521
8468,10,19956,3.2721091908416615
8469,10,19962,1.5277318571591043
8470,10,19964,4.188909686178316
8825,11,19263,2.3691993474056106
8826,11,19288,0.5439514148917135
8827,11,19474,1.4523567302053881
8828,11,19617,2.258749777084242
8829,11,19729,1.578363696871821
8830,11,19745,1.233662061041962
8831,11,19936,4.243157942936028
8832,11,19941,4.198522600930589
8833,11,19943,1.4074141575050791
8834,11,19988,0.7726159792546583
9484,12,19083,2.562410020378631
9485,12,19205,1.1520517877125842
9486,12,19370,4.133978217786437
9487,12,19396,1.9045800425914294
9488,12,19402,0.25124922345574563
9489,12,19419,0.7298013383044583
9490,12,19461,2.5641017878725925
9491,12,19483,4.470468005193769
9492,12,19497,1.7618310108034358
9493,12,19558,4.666057978552828
9494,12,19560,3.69368173966121
9495,12,19597,0.6088936938504574
9496,12,19680,0.3195990444496044
9497,12,19685,0.12134479230352269
9498,12,19709,1.0177655513066042
9499,12,19805,2.1998646449334798
9500,12,19853,4.633621296140495
9501,12,19858,4.553866462892466
9502,12,19865,3.0834152033710582
9503,12,19869,3.8077523410141483
9504,12,19885,3.6163269681193033
9505,12,19908,1.664089313258843
9506,12,19943,0.7829306812839992
10284,13,19000,1.0221010608555732
10285,13,19116,1.5384654035312644
10286,13,19154,4.129882752851891
10287,13,19218,3.1474433806552735
10288,13,19265,4.1787073304109175
10289,13,19297,4.174276404835085
10290,13,19336,1.0227807040595986
10291,13,19430,1.5002924477838735
10292,13,19431,2.3913981481275055
10293,13,19514,3.5666572464160113
10294,13,19535,2.76545663552141
10295,13,19571,2.8914309546485795
10296,13,19705,2.694603052677361
10297,13,19734,0.2833111674565508
10298,13,19755,2.8676353947581594
10299,13,19769,4.630355780174882
10300,13,19940,2.741868651013783
10301,13,19946,2.7188523742637867
11091,14,19093,3.4327589063971296
11092,14,19123,1.471057000994949
11093,14,19158,1.3537733432777665
11094,14,19197,3.8985490608757543
11095,14,19204,0.30628350973938734
11096,14,19251,2.1446947094050497
11097,14,19262,4.007610433173536
11098,14,19302,4.074821481007497
11099,14,19318,0.9875594462299708
11100,14,19334,1.9833428108047508
11101,14,19355,1.2030033155527609
11102,14,19365,0.033004126416319446
11103,14,19404,0.9273814356426602
11104,14,19417,3.5996717591219722
11105,14,19456,1.604542279857168
11106,14,19492,2.74460237699488
11107,14,19506,0.8439035311441861
11108,14,19625,3.617993442312721
11109,14,19746,1.0101349945402798
11110,14,19798,3.5646038245357237
11111,14,19864,4.87404087242693
11112,14,19877,1.7846434244080673
11113,14,19909,4.914450985632346
11114,14,19928,1.983456651972998
11115,14,19970,1.770320761043553
11673,15,19026,4.9525778383093595
11674,15,19073,4.729924360443076
11675,15,19123,4.847433940021578
11676,15,19131,3.1106535952012218
11677,15,19223,1.7597761068392759
11678,15,19256,4.954461922515642
11679,15,19304,4.678919358565248
11680,15,19368,3.5014697651087823
11681,15,19497,1.8699611506151332
11682,15,19701,1.983079671915784
11683,15,19716,1.5752160728897369
11684,15,19752,4.8260495538503445
11685,15,19855,4.3846976359684495
11686,15,19922,3.884624641216068
12293,16,19046,2.816497943863405
12294,16,19062,2.2326830002351503
12295,16,19178,0.0346437312996406
12296,16,19260,2.1644279868033784
12297,16,19267,1.2827892773760818
12298,16,19292,4.112303502478537
12299,16,19324,3.708867122362202
12300,16,19545,3.742891701335069
12301,16,19550,2.1046503422250225
12302,16,19570,2.6990282360550397
12303,16,19720,0.2841190644876179
12304,16,19756,4.8205751881741286
12305,16,19766,0.9108172713339047
12306,16,19787,2.7201930012017206
12307,16,19877,4.692853650020753
12308,16,19878,1.1896961628965974
12309,16,19916,3.6361181388367014
12310,16,19967,2.3146630881836034
12311,16,19969,1.1379686096187185
13022,17,19026,2.0423999653343254
13023,17,19061,1.2935927126308138
13024,17,19110,1.0528020813883527
13025,17,19143,0.33759893737574653
13026,17,19162,0.06106067135000948
13027,17,19169,3.6454385600806787
13028,17,19172,0.3362081593809907
13029,17,19240,3.956597992644082
13030,17,19267,0.8805380277986768
13031,17,19282,2.2756699374299787
13032,17,19589,0.8246098956885151
13033,17,19598,0.3837831826367111
13034,17,19654,3.358794343433793
13035,17,19714,1.5302443302347912
13036,17,19916,4.594869844251163
13037,17,19948,1.4141993273449294
13038,17,19957,3.4220926470256803
13679,18,19038,2.6316910027924516
13680,18,19166,1.5189813009764346
13681,18,19196,0.3374520681440063
13682,18,19234,4.056699338710741
13683,18,19309,2.4372140079790574
13684,18,19386,4.9827501231908045
13685,18,19388,0.9807161610403486
13686,18,19415,1.9053448470097951
13687,18,19498,2.091023427130768
13688,18,19646,2.076818816855548
13689,18,19861,0.6491768225443773
13690,18,19890,4.440297642432912
13691,18,19976,1.1821143462905481
13692,18,19978,0.29482357164891226
14318,19,19002,3.9668542651227905
14319,19,19196,2.4482357427242816
14320,19,19212,0.10773300302648725
14321,19,19226,0.4134563104293576
14322,19,19255,4.458642093719141
14323,19,19274,0.512841914083087
14324,19,19455,1.0929406004928943
14325,19,19535,2.4195740627800646
14326,19,19733,4.462478328761428
14327,19,19753,1.9130872589980878
14328,19,19758,1.7890961459015635
14329,19,19826,4.553451713622617
14818,20,19026,2.5625940379091605
14819,20,19027,3.6164947601922433
14820,20,19059,4.439850957895061
14821,20,19124,1.2619825197926204
14822,20,19152,2.7380493699107324
14823,20,19240,3.510445536092579
14824,20,19243,2.5912639211918798
14825,20,19315,2.6089234325278587
14826,20,19349,0.9362277348977055
14827,20,19382,2.080262946829295
14828,20,19411,0.4618484548824131
14829,20,19430,2.1646480234507326
14830,20,19469,1.1457417851222518
14831,20,19580,1.9272208262854522
14832,20,19589,2.9578636440932775
14833,20,19721,3.4463488351284526
14834,20,19739,3.855548943432529
14835,20,19902,2.7880272358370934
14836,20,19946,1.0599289609439377
14837,20,19958,4.624688870186361
14838,20,19970,4.447446617083065
14839,20,19977,3.780731724687683
15342,21,19047,4.173311641329993
15343,21,19125,4.7625479833502045
15344,21,19150,4.125194986822084
15345,21,19189,1.4846804786914891
15346,21,19231,2.8342623730111285
15347,21,19253,1.2504299948899877
15348,21,19406,4.491165527158321
15349,21,19568,4.950759037566609
15350,21,19570,3.052462589894997
15351,21,19573,0.3237168939139595
15352,21,19745,0.16011162273447344
15353,21,19796,1.0059687042092063
15354,21,19835,2.1445523641808184
15355,21,19839,2.807688284623895
15356,21,19914,4.151746828582182
15357,21,19999,4.734362239905831
16036,22,19079,3.293347715498738
16037,22,19123,4.841070113827358
16038,22,19182,1.0398540222206765
16039,22,19212,0.553885356557049
16040,22,19216,4.500349428012448
16041,22,19275,0.08951457220203796
16042,22,19339,1.0052999452386302
16043,22,19348,1.1853039702792623
16044,22,19398,1.6414762910779186
16045,22,19420,0.762601542068238
16046,22,19582,1.7523186799068546
16047,22,19618,0.8103421993843835
16048,22,19800,0.849739854170351
16049,22,19848,0.8792088555642524
16050,22,19887,4.280303160150172
16051,22,19964,4.593004656248266
16878,23,19032,3.696653737167362
16879,23,19057,0.21026328461050237
16880,23,19105,2.3581205917881913
16881,23,19136,0.9294489017591162
16882,23,19154,1.7403739764238875
16883,23,19266,1.3113189356072747
16884,23,19269,2.791131934850119
16885,23,19273,4.368640987938357
16886,23,19279,3.951955332160371
16887,23,19397,2.623265082113239
16888,23,19454,4.061730351704952
16889,23,19493,1.6770090582922426
16890,23,19640,2.1316330676202555
16891,23,19650,1.9911846985995822
16892,23,19677,1.008751159862416
16893,23,19715,3.322120132167505
16894,23,19775,4.3298218120485386
16895,23,19784,3.9964829518068616
16896,23,19814,1.6119115047779564
16897,23,19819,3.75822567850214
16898,23,19822,3.707266330916382
16899,23,19898,0.6248379326496395
16900,23,19980,1.4900507305591981
16901,23,19988,0.7024633963270749
16902,23,19993,2.3735448368616736
17548,24,19293,0.5637832013954225
17549,24,19396,2.856899181177705
17550,24,19458,0.5527782037879819
17551,24,19470,4.414685063568947
17552,24,19493,3.830720700368451
17553,24,19502,0.7230465277342912
17554,24,19510,0.10514811902106458
17555,24,19566,2.761562311711752
17556,24,19576,3.675311682815883
17557,24,19580,4.044182506294181
17558,24,19647,2.152808267396729
17559,24,19659,1.7653012878673202
17560,24,19699,0.8871277307065623
17561,24,19759,4.049360627873239
17562,24,19919,0.2681713404348096
17563,24,19949,1.4437947423936386
17564,24,19995,4.6776806630754
18153,25,19109,4.202346050894985
18154,25,19135,3.676578671269257
18155,25,19319,2.9931229204086884
18156,25,19335,3.2687259676496065
18157,25,19360,2.5392062920942053
18158,25,19365,1.811033562696323
18159,25,19369,1.073506411895525
18160,25,19374,2.7712467555737312
18161,25,19419,2.5176024923369393
18162,25,19434,2.9186084714606073
18163,25,19450,1.1543032842101586
18164,25,19494,4.790721452321105
18165,25,19609,2.9034231287841332
18166,25,19679,3.7382337920594884
18167,25,19724,0.9377237714892933
18168,25,19744,2.327460914180004
18169,25,19802,4.122698029379101
18170,25,19939,4.449320623913197
18171,25,19973,3.181106195947055
18502,26,19017,0.1728502115204672
18503,26,19063,0.7657757166470597
18504,26,19282,3.568272718578563
18505,26,19807,2.0223183725313696
19220,27,19180,1.4828663049277613
19221,27,19233,3.8097075885640885
19222,27,19249,4.466899535558866
19223,27,19549,0.27728902883238093
19224,27,19596,0.12177410933465416
19225,27,19645,3.000452781888921
19226,27,19647,3.486153499272463
19227,27,19677,4.261223557577138
19228,27,19741,3.2266184385668217
19229,27,19773,3.9685206841811764
19230,27,19856,0.8417714407612864
19728,28,19088,1.9221225183408908
19729,28,19166,3.9177855882815815
19730,28,19275,0.831690842047369
19731,28,19288,3.8924655230158685
19732,28,19318,1.05047838593758
19733,28,19352,3.069637680188203
19734,28,19413,1.329244935017761
19735,28,19466,3.7339224166008074
19736,28,19553,3.084154550581235
19737,28,19578,4.271224131127005
19738,28,19584,2.8938952084066494
19739,28,19616,3.1898824772391037
19740,28,19644,0.052761690787913595
19741,28,19688,2.9246862643936966
19742,28,19897,3.3091121416999245
19743,28,19965,1.8711969205157575
20331,29,19228,0.2813229142601442
20332,29,19241,3.345208554627459
20333,29,19253,1.3329231512258166
20334,29,19375,4.6782600100550535
20335,29,19385,0.504127257795447
20336,29,19438,3.7543001328192656
20337,29,19458,0.19016082316807015
20338,29,19459,4.003162323923404
20339,29,19625,4.1918768950572245
20340,29,19722,2.857441359847102
20341,29,19741,3.0304045232383037
20342,29,19797,1.651127556546339
20343,29,19805,2.2364952113457766
20344,29,19829,3.9037995488844563
20345,29,19877,0.18445234478884132
20972,30,19197,2.3719985034567923
20973,30,19202,3.84924651160505
20974,30,19253,3.0121155835126756
20975,30,19279,0.7241008807496618
20976,30,19342,4.958388777903585
20977,30,19356,1.2057256151555984
20978,30,19359,4.505369254602176
20979,30,19367,2.743535230810979
20980,30,19369,3.4791607043758233
20981,30,19444,4.684021009033218
20982,30,19536,4.981480356450049
20983,30,19569,1.6998555401127102
20984,30,19577,1.3848587497763072
20985,30,19664,2.1742792838671137
20986,30,19689,3.4369180537620103
20987,30,19746,1.6895441630049008
20988,30,19783,0.44888670543465237
20989,30,19805,1.5653130127737573
20990,30,19893,4.98175368007681
20991,30,19897,1.195558298633272
20992,30,19945,2.1277827539264638
20993,30,19981,1.9269957281037808
21605,31,19033,0.42426218040912955
21606,31,19062,0.5893070404230405
21607,31,19108,0.09435393646317902
21608,31,19266,4.917703639067582
21609,31,19268,0.8168214572525978
21610,31,19352,1.3571658727515334
21611,31,19393,2.2805228173170784
21612,31,19405,4.1804576467798595
21613,31,19413,0.4117819294855768
21614,31,19488,4.666068901718909
21615,31,19536,0.8040360414007136
21616,31,19690,3.458825986696752
21617,31,19784,4.2570073463630305
21618,31,19786,2.227438848429633
21619,31,19790,4.410670594565138
21620,31,19842,0.4170041094462479
21621,31,19913,1.4897485050792747
21622,31,19936,3.6940132202518816
22154,32,19014,4.229311037439257
22155,32,19113,2.2249427623707385
22156,32,19197,1.7465481795864628
22157,32,19208,0.21251163022169672
22158,32,19222,1.0870683303595525
22159,32,19302,3.7864168527067315
22160,32,19332,3.8772790979757916
22161,32,19373,1.8946844917997545
22162,32,19470,2.548821431924292
22163,32,19525,1.0294330272843932
22164,32,19529,0.8997085005079436
22165,32,19537,0.9917729169847328
22166,32,19557,2.143114668086013
22167,32,19575,2.88189227584478
22168,32,19666,1.678382299967276
22169,32,19698,1.64185567115217
22170,32,19745,4.166452210021967
22171,32,19914,2.550496593752486
22893,33,19002,0.6898005265685064
22894,33,19121,4.599944272354798
22895,33,19184,4.027303598684466
22896,33,19267,1.6361177479590276
22897,33,19300,2.1548823281516953
22898,33,19304,1.8304842900459835
22899,33,19314,3.4668129618149472
22900,33,19331,4.765854089478384
22901,33,19551,2.7553754571454463
22902,33,19582,3.832299639584252
22903,33,19797,4.379363513004225
22904,33,19818,0.43942330964165
22905,33,19887,0.1910319463472182
22906,33,19916,1.260633014602019
22907,33,19922,3.560315524692834
23622,34,19023,1.2534416509296058
23623,34,19046,1.8110392066282455
23624,34,19074,3.9333616399335343
23625,34,19156,1.0519959615447139
23626,34,19176,4.270164236964586
23627,34,19204,0.5466903912511573
23628,34,19218,1.0404269783261317
23629,34,19252,1.4745240020002925
23630,34,19378,4.499564759016535
23631,34,19379,2.689099837066915
23632,34,19460,2.072501100188087
23633,34,19498,4.240919312284509
23634,34,19604,1.8628439479434322
23635,34,19647,1.718077142111731
23636,34,19724,2.1233536204625034
23637,34,19762,0.9315274651358224
23638,34,19779,1.8099104400054493
23639,34,19796,3.964476626179028
23640,34,19814,3.162781040156677
23641,34,19974,4.64054477308764
23642,34,19979,4.748041793640095
23643,34,19989,3.532687393454594
24023,35,19003,1.9653425356644942
24024,35,19040,0.40872718113679374
24025,35,19131,0.9717188883892947
24026,35,19140,4.824895129103567
24027,35,19163,3.1471341773600696
24028,35,19164,2.2447755284712887
24029,35,19172,0.4833565761211428
24030,35,19436,0.9713202692836526
24031,35,19497,1.4960126551889585
24032,35,19541,0.5963213701667786
24033,35,19606,0.5397649201904414
24034,35,19683,4.226952840249168
24035,35,19797,1.8145466395240502
24036,35,19831,3.606677797202838
24607,36,19068,0.9821311172508912
24608,36,19118,3.3499483117837108
24609,36,19125,3.9731364690053192
24610,36,19130,0.20414009040405745
24611,36,19207,2.672940449717414
24612,36,19212,3.338770302795697
24613,36,19222,3.9919528578621764
24614,36,19235,2.0776665928411626
24615,36,19264,3.2330438354630306
24616,36,19436,4.20302156638822
24617,36,19488,0.3511283502355461
24618,36,19500,4.797437161942965
24619,36,19642,4.558048079810614
24620,36,19651,1.6057674441782304
24621,36,19810,2.122503214171576
24622,36,19901,3.8065250078663304
24623,36,19905,1.0676727802600272
24624,36,19914,1.2553004778597603
24625,36,19923,1.6103082208331476
25267,37,19097,3.3481234394579995
25268,37,19125,2.8145674190783114
25269,37,19229,3.0054578057852632
25270,37,19251,3.8267890832083626
25271,37,19259,1.3423244365299274
25272,37,19314,2.4035935474242667
25273,37,19350,0.6751654336707857
25274,37,19571,1.0424423457488097
25275,37,19609,2.6748857507617174
25276,37,19644,0.5050593013358207
25277,37,19652,3.455688055130772
25278,37,19673,0.8819016662078105
25279,37,19729,1.5240611439864638
25280,37,19767,4.993225330259251
25281,37,19794,1.4080661531957666
25282,37,19806,3.7904593631970673
25283,37,19822,3.3178225903088787
25284,37,19823,2.5976379542477157
25285,37,19833,0.6154564828753822
26013,38,19147,2.689381993903619
26014,38,19148,3.558649217518691
26015,38,19151,3.450438799256333
26016,38,19156,0.6299932098813749
26017,38,19170,3.1769313088037383
26018,38,19217,3.145210706215212
26019,38,19305,3.840874095035251
26020,38,19383,2.032938821490564
26021,38,19387,1.1891184556893974
26022,38,19477,1.049607863545755
26023,38,19549,1.2383051842494375
26024,38,19763,2.5599428626769063
26025,38,19774,2.6711964516963205
26026,38,19787,1.6337210725116154
26027,38,19827,4.816217352483381
26028,38,19897,1.4925993404232352
26029,38,19921,1.1748590437466304
26030,38,19923,0.30292261796041
26031,38,19930,4.557050213116599
26032,38,19940,1.7464707776861754
26033,38,19941,3.866901956541446
26034,38,19944,0.6823729058638467
26816,39,19069,0.3574069513903977
26817,39,19130,2.8456071741653552
26818,39,19209,2.8027318980248346
26819,39,19257,0.9097860754786546
26820,39,19286,1.7142362559781938
26821,39,19355,3.3332900827021805
26822,39,19386,0.22459864479381808
26823,39,19417,2.6185876103249814
26824,39,19418,3.560227779934673
26825,39,19480,1.920126301583438
26826,39,19481,1.5977593726900663
26827,39,19559,3.8211799085113847
26828,39,19611,0.7475114099531299
26829,39,19730,0.025722925253995887
26830,39,19832,0.8054814941105165
26831,39,19839,3.474650131147332
26832,39,19874,3.693463816794204
26833,39,19889,3.0395347986941927
26834,39,19914,0.494205697735412
26835,39,19928,3.3609201002146976
26836,39,19936,1.8078013877471633
26837,39,19961,3.159175442743372
26838,39,19979,1.9751457916686999
26839,39,19991,3.813334291313159
27705,40,19001,0.0785097242910654
27706,40,19123,2.4631783047368283
27707,40,19127,0.9080496170527041
27708,40,19136,4.846871352021568
27709,40,19162,4.765466068123056
27710,40,19263,2.487392869043063
27711,40,19265,0.6281846451882706
27712,40,19294,4.153341201564645
27713,40,19348,0.9538980716879802
27714,40,19514,1.0466209627642002
27715,40,19560,1.9120562522009121
27716,40,19627,1.9178713984459623
27717,40,19638,1.7984999952547494
27718,40,19641,0.6083380834008606
27719,40,19663,4.580086204995407
27720,40,19782,3.5440770125055088
27721,40,19868,3.0193911364674024
27722,40,19948,1.3766757557179838
28458,41,19001,0.09469842348771407
28459,41,19068,0.736472132172239
28460,41,19075,0.5911360695831974
28461,41,19121,1.8595323466936802
28462,41,19146,0.9110325268291364
28463,41,19176,2.9681539692031214
28464,41,19239,1.4963055456702627
28465,41,19282,3.438506653396449
28466,41,19316,1.0994387531842915
28467,41,19351,2.5507578398613147
28468,41,19510,0.10077907484276338
28469,41,19572,3.4160830890388327
28470,41,19626,3.7918480542062976
28471,41,19667,3.4259805840477493
28472,41,19842,4.78743937001341
28473,41,19915,3.4942474090811353
28474,41,19919,3.740030549883855
29188,42,19022,4.990830790408838
29189,42,19160,2.0712718464056445
29190,42,19173,2.373613460044803
29191,42,19224,2.195682106995147
29192,42,19233,0.6552525584620389
29193,42,19346,4.402846583450851
29194,42,19412,3.803252630160336
29195,42,19427,4.596128055264667
29196,42,19476,2.182823060838279
29197,42,19483,2.2528578438245366
29198,42,19504,1.2146748163356902
29199,42,19514,0.37706660762410027
29200,42,19593,3.673808554831761
29201,42,19595,4.273983501086072
29202,42,19596,1.2897475416092492
29203,42,19662,0.4292263519145595
29204,42,19664,2.0145694659885756
29205,42,19698,3.501556599551031
29206,42,19721,1.4132865771585579
29207,42,19794,2.229406433414816
29208,42,19797,1.7797858499672514
29209,42,19902,3.4342134594585163
29210,42,19909,1.3115516432355951
29211,42,19964,2.987957222296091
29212,42,19972,4.685665682032576
30047,43,19115,2.819436371521322
30048,43,19184,1.0693135827725082
30049,43,19200,4.895319874622146
30050,43,19256,1.175693090090169
30051,43,19265,2.377609963280004
30052,43,19266,0.1375776335185913
30053,43,19270,3.3648735350141035
30054,43,19301,2.147811914534834
30055,43,19367,0.3120669422058342
30056,43,19415,4.176845916627324
30057,43,19420,0.3146815506859507
30058,43,19459,2.8837708113823424
30059,43,19495,2.958794471790309
30060,43,19507,2.012511509593034
30061,43,19527,1.7782843588385382
30062,43,19586,1.3832859464958824
30063,43,19609,0.3437853838869731
30064,43,19651,1.5545735825368618
30065,43,19747,1.8209173405216394
30066,43,19791,4.002913913513539
30067,43,19811,2.3011396603430354
30068,43,19827,4.612644757254955
30069,43,19852,4.095479246872095
30070,43,19861,4.700905784393303
30071,43,19882,4.230744410742804
30072,43,19983,0.7726160854558362
30641,44,19050,1.4499345438604028
30642,44,19147,0.6897289809656504
30643,44,19149,0.09823227787142674
30644,44,19164,0.4506280201478169
30645,44,19174,3.124399216840314
30646,44,19221,3.536719425433671
30647,44,19254,4.186696119889523
30648,44,19304,4.713976536674706
30649,44,19461,0.5709954258394218
30650,44,19619,2.3461754282077116
30651,44,19636,0.7039646299609609
30652,44,19696,3.1510279095308285
30653,44,19746,4.454305115469744
30654,44,19893,1.3960237951949606
30655,44,19944,1.3952106655121121
30656,44,19977,4.7328525663868035
30657,44,19990,2.0197323496726582
31432,45,19005,0.235499842742678
31433,45,19014,0.23526566550549466
31434,45,19043,4.286053297709776
31435,45,19083,3.1521159795336646
31436,45,19161,4.771560395323809
31437,45,19162,3.9969053106197117
31438,45,19199,0.28558968427793485
31439,45,19270,2.6205704095126685
31440,45,19320,0.4716918515022239
31441,45,19330,1.5926127876430614
31442,45,19367,0.379657841394358
31443,45,19413,2.008473065875538
31444,45,19427,0.02777453000984864
31445,45,19433,4.133124717981916
31446,45,19474,2.924588106395511
31447,45,19574,1.2983728280204798
31448,45,19608,1.303501056545016
31449,45,19703,2.2783513189503726
