clique_id,graph_id,atoms,bonds,clique_features
0,163,1;2;3;19;20;22,1:2;1:22;2:1;2:3;3:2;3:19;19:3;19:20;20:19;20:22;22:1;22:20,0
1,163,9;10;11;12;13;14,9:10;9:14;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:9;14:13,0
2,163,24;25;26;27;28;29,24:25;24:29;25:24;25:26;26:25;26:27;27:26;27:28;28:27;28:29;29:24;29:28,0
3,163,0;1,0:1;1:0,1
4,163,3;4,3:4;4:3,1
5,163,4;5,4:5;5:4,1
6,163,5;6,5:6;6:5,1
7,163,6;7,6:7;7:6,1
8,163,6;8,6:8;8:6,1
9,163,8;9,8:9;9:8,1
10,163,14;15,14:15;15:14,1
11,163,15;16,15:16;16:15,1
12,163,15;17,15:17;17:15,1
13,163,15;18,15:18;18:15,1
14,163,20;21,20:21;21:20,1
15,163,22;23,22:23;23:22,1
16,163,23;24,23:24;24:23,1
17,163,6,,3
18,163,15,,3
0,164,4;5;6;7;23;24,4:5;4:24;5:4;5:6;6:5;6:7;7:6;7:23;23:7;23:24;24:4;24:23,0
1,164,8;9;10;12;21,8:9;8:21;9:8;9:10;10:9;10:12;12:10;12:21;21:8;21:12,0
2,164,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
3,164,0;1,0:1;1:0,1
4,164,1;2,1:2;2:1,1
5,164,1;3,1:3;3:1,1
6,164,3;4,3:4;4:3,1
7,164,7;8,7:8;8:7,1
8,164,10;11,10:11;11:10,1
9,164,12;13,12:13;13:12,1
10,164,13;14,13:14;14:13,1
11,164,14;15,14:15;15:14,1
12,164,21;22,21:22;22:21,1
13,164,1,,3
0,165,11;12;13;14;21;22,11:12;11:22;12:11;12:13;13:12;13:14;14:13;14:21;21:14;21:22;22:11;22:21,0
1,165,14;15;16;20;21,14:15;14:21;15:14;15:16;16:15;16:20;20:16;20:21;21:14;21:20,0
2,165,17;18;19,17:18;17:19;18:17;18:19;19:17;19:18,0
3,165,0;1,0:1;1:0,1
4,165,1;2,1:2;2:1,1
5,165,1;4,1:4;4:1,1
6,165,2;3,2:3;3:2,1
7,165,4;5,4:5;5:4,1
8,165,5;6,5:6;6:5,1
9,165,6;7,6:7;7:6,1
10,165,6;8,6:8;8:6,1
11,165,8;9,8:9;9:8,1
12,165,8;10,8:10;10:8,1
13,165,10;11,10:11;11:10,1
14,165,16;17,16:17;17:16,1
15,165,1,,3
16,165,6,,3
17,165,8,,3
0,166,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,166,9;10;11;12;13;24,9:10;9:24;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:24;24:9;24:13,0
2,166,14;15;16;17;18;23,14:15;14:23;15:14;15:16;16:15;16:17;17:16;17:18;18:17;18:23;23:14;23:18,0
3,166,0;1,0:1;1:0,1
4,166,1;2,1:2;2:1,1
5,166,7;8,7:8;8:7,1
6,166,8;9,8:9;9:8,1
7,166,13;14,13:14;14:13,1
8,166,18;19,18:19;19:18,1
9,166,19;20,19:20;20:19,1
10,166,20;21,20:21;21:20,1
11,166,20;22,20:22;22:20,1
12,166,20,,3
0,167,1;2;3;4;18;19,1:2;1:19;2:1;2:3;3:2;3:4;4:3;4:18;18:4;18:19;19:1;19:18,0
1,167,8;9;10;11;13;17,8:9;8:17;9:8;9:10;10:9;10:11;11:10;11:13;13:11;13:17;17:8;17:13,0
2,167,0;1,0:1;1:0,1
3,167,4;5,4:5;5:4,1
4,167,5;6,5:6;6:5,1
5,167,5;7,5:7;7:5,1
6,167,7;8,7:8;8:7,1
7,167,11;12,11:12;12:11,1
8,167,13;14,13:14;14:13,1
9,167,14;15,14:15;15:14,1
10,167,14;16,14:16;16:14,1
11,167,5,,3
12,167,14,,3
0,168,8;9;10;11;12,8:9;8:12;9:8;9:10;10:9;10:11;11:10;11:12;12:8;12:11,0
1,168,16;17;18;19;20;22,16:17;16:22;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:22;22:16;22:20,0
2,168,0;1,0:1;1:0,1
3,168,1;2,1:2;2:1,1
4,168,1;3,1:3;3:1,1
5,168,3;4,3:4;4:3,1
6,168,4;5,4:5;5:4,1
7,168,5;6,5:6;6:5,1
8,168,6;7,6:7;7:6,1
9,168,6;8,6:8;8:6,1
10,168,12;13,12:13;13:12,1
11,168,13;14,13:14;14:13,1
12,168,13;15,13:15;15:13,1
13,168,15;16,15:16;16:15,1
14,168,20;21,20:21;21:20,1
15,168,22;23,22:23;23:22,1
16,168,1,,3
17,168,6,,3
18,168,13,,3
0,169,5;6;7;9;14;15,5:6;5:15;6:5;6:7;7:6;7:9;9:7;9:14;14:9;14:15;15:5;15:14,0
1,169,9;10;11;12;13;14,9:10;9:14;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:9;14:13,0
2,169,16;17;18;19;27;28,16:17;16:28;17:16;17:18;18:17;18:19;19:18;19:27;27:19;27:28;28:16;28:27,0
3,169,22;23;24;25;26,22:23;22:26;23:22;23:24;24:23;24:25;25:24;25:26;26:22;26:25,0
4,169,0;1,0:1;1:0,1
5,169,1;2,1:2;2:1,1
6,169,1;16,1:16;16:1,1
7,169,2;3,2:3;3:2,1
8,169,3;4,3:4;4:3,1
9,169,4;5,4:5;5:4,1
10,169,7;8,7:8;8:7,1
11,169,19;20,19:20;20:19,1
12,169,20;21,20:21;21:20,1
13,169,20;22,20:22;22:20,1
14,169,1,,3
15,169,20,,3
0,170,1;2;3;5;6,1:2;1:6;2:1;2:3;3:2;3:5;5:3;5:6;6:1;6:5,0
1,170,7;8;9;10;11;12,7:8;7:12;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:12;12:7;12:11,0
2,170,0;1,0:1;1:0,1
3,170,3;4,3:4;4:3,1
4,170,6;7,6:7;7:6,1
0,171,4;5;6;16;17;18,4:5;4:18;5:4;5:6;6:5;6:16;16:6;16:17;17:16;17:18;18:4;18:17,0
1,171,11;12;13;14;15,11:12;11:15;12:11;12:13;13:12;13:14;14:13;14:15;15:11;15:14,0
2,171,0;1,0:1;1:0,1
3,171,1;2,1:2;2:1,1
4,171,2;3,2:3;3:2,1
5,171,3;4,3:4;4:3,1
6,171,6;7,6:7;7:6,1
7,171,7;8,7:8;8:7,1
8,171,8;9,8:9;9:8,1
9,171,9;10,9:10;10:9,1
10,171,9;11,9:11;11:9,1
11,171,9,,3
0,172,0;1;2;3;20;21,0:1;0:21;1:0;1:2;2:1;2:3;3:2;3:20;20:3;20:21;21:0;21:20,0
1,172,3;4;5;19;20,3:4;3:20;4:3;4:5;5:4;5:19;19:5;19:20;20:3;20:19,0
2,172,7;8;9;10;11;18,7:8;7:18;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:18;18:7;18:11,0
3,172,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
4,172,5;6,5:6;6:5,1
5,172,6;7,6:7;7:6,1
6,172,11;12,11:12;12:11,1
7,172,12;13,12:13;13:12,1
0,173,5;6;7;8;20;21,5:6;5:21;6:5;6:7;7:6;7:8;8:7;8:20;20:8;20:21;21:5;21:20,0
1,173,11;12;17,11:12;11:17;12:11;12:17;17:11;17:12,0
2,173,0;1,0:1;1:0,1
3,173,1;2,1:2;2:1,1
4,173,1;3,1:3;3:1,1
5,173,3;4,3:4;4:3,1
6,173,4;5,4:5;5:4,1
7,173,8;9,8:9;9:8,1
8,173,9;10,9:10;10:9,1
9,173,9;11,9:11;11:9,1
10,173,12;13,12:13;13:12,1
11,173,13;14,13:14;14:13,1
12,173,14;15,14:15;15:14,1
13,173,14;16,14:16;16:14,1
14,173,17;18,17:18;18:17,1
15,173,17;19,17:19;19:17,1
16,173,1,,3
17,173,9,,3
18,173,14,,3
19,173,17,,3
0,174,4;5;6;20;21;22,4:5;4:22;5:4;5:6;6:5;6:20;20:6;20:21;21:20;21:22;22:4;22:21,0
1,174,15;16;17;18;19,15:16;15:19;16:15;16:17;17:16;17:18;18:17;18:19;19:15;19:18,0
2,174,0;1,0:1;1:0,1
3,174,1;2,1:2;2:1,1
4,174,1;3,1:3;3:1,1
5,174,3;4,3:4;4:3,1
6,174,6;7,6:7;7:6,1
7,174,7;8,7:8;8:7,1
8,174,8;9,8:9;9:8,1
9,174,8;10,8:10;10:8,1
10,174,10;11,10:11;11:10,1
11,174,11;12,11:12;12:11,1
12,174,11;15,11:15;15:11,1
13,174,12;13,12:13;13:12,1
14,174,13;14,13:14;14:13,1
15,174,22;23,22:23;23:22,1
16,174,1,,3
17,174,8,,3
18,174,11,,3
0,175,1;2;3;5;6;23,1:2;1:23;2:1;2:3;3:2;3:5;5:3;5:6;6:5;6:23;23:1;23:6,0
1,175,11;12;13;14;22,11:12;11:22;12:11;12:13;13:12;13:14;14:13;14:22;22:11;22:14,0
2,175,15;16;17;18;19;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:21;21:15;21:19,0
3,175,0;1,0:1;1:0,1
4,175,3;4,3:4;4:3,1
5,175,6;7,6:7;7:6,1
6,175,7;8,7:8;8:7,1
7,175,8;9,8:9;9:8,1
8,175,8;10,8:10;10:8,1
9,175,10;11,10:11;11:10,1
10,175,14;15,14:15;15:14,1
11,175,19;20,19:20;20:19,1
12,175,8,,3
0,176,10;11;12;13;17;18,10:11;10:18;11:10;11:12;12:11;12:13;13:12;13:17;17:13;17:18;18:10;18:17,0
1,176,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
2,176,0;1,0:1;1:0,1
3,176,1;2,1:2;2:1,1
4,176,1;3,1:3;3:1,1
5,176,3;4,3:4;4:3,1
6,176,3;8,3:8;8:3,1
7,176,4;5,4:5;5:4,1
8,176,5;6,5:6;6:5,1
9,176,5;7,5:7;7:5,1
10,176,8;9,8:9;9:8,1
11,176,8;10,8:10;10:8,1
12,176,1,,3
13,176,3,,3
14,176,5,,3
15,176,8,,3
0,177,2;3;4;21;22,2:3;2:22;3:2;3:4;4:3;4:21;21:4;21:22;22:2;22:21,0
1,177,9;10;11;19;20,9:10;9:20;10:9;10:11;11:10;11:19;19:11;19:20;20:9;20:19,0
2,177,12;13;14;15;17;18,12:13;12:18;13:12;13:14;14:13;14:15;15:14;15:17;17:15;17:18;18:12;18:17,0
3,177,0;1,0:1;1:0,1
4,177,1;2,1:2;2:1,1
5,177,4;5,4:5;5:4,1
6,177,5;6,5:6;6:5,1
7,177,6;7,6:7;7:6,1
8,177,7;8,7:8;8:7,1
9,177,7;9,7:9;9:7,1
10,177,11;12,11:12;12:11,1
11,177,15;16,15:16;16:15,1
12,177,7,,3
0,178,1;2;3;4;18;20,1:2;1:20;2:1;2:3;3:2;3:4;4:3;4:18;18:4;18:20;20:1;20:18,0
1,178,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
2,178,0;1,0:1;1:0,1
3,178,4;5,4:5;5:4,1
4,178,5;6,5:6;6:5,1
5,178,5;7,5:7;7:5,1
6,178,5;8,5:8;8:5,1
7,178,8;9,8:9;9:8,1
8,178,9;10,9:10;10:9,1
9,178,10;11,10:11;11:10,1
10,178,11;12,11:12;12:11,1
11,178,11;13,11:13;13:11,1
12,178,18;19,18:19;19:18,1
13,178,20;21,20:21;21:20,1
14,178,21;22,21:22;22:21,1
15,178,21;23,21:23;23:21,1
16,178,23;24,23:24;24:23,1
17,178,23;25,23:25;25:23,1
18,178,23;26,23:26;26:23,1
19,178,5,,3
20,178,11,,3
21,178,21,,3
22,178,23,,3
0,179,2;3;4;5;6;24,2:3;2:24;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:24;24:2;24:6,0
1,179,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
2,179,18;19;20;21;22,18:19;18:22;19:18;19:20;20:19;20:21;21:20;21:22;22:18;22:21,0
3,179,0;1,0:1;1:0,1
4,179,1;2,1:2;2:1,1
5,179,6;7,6:7;7:6,1
6,179,7;8,7:8;8:7,1
7,179,8;9,8:9;9:8,1
8,179,8;18,8:18;18:8,1
9,179,9;10,9:10;10:9,1
10,179,9;11,9:11;11:9,1
11,179,11;12,11:12;12:11,1
12,179,22;23,22:23;23:22,1
13,179,8,,3
14,179,9,,3
