clique_id,graph_id,atoms,bonds,clique_features
3,25,4;5,4:5;5:4,1
4,25,5;6,5:6;6:5,1
5,25,6;7,6:7;7:6,1
6,25,6;8,6:8;8:6,1
7,25,8;9,8:9;9:8,1
8,25,9;10,9:10;10:9,1
9,25,9;11,9:11;11:9,1
10,25,11;12,11:12;12:11,1
11,25,12;13,12:13;13:12,1
12,25,12;14,12:14;14:12,1
13,25,14;15,14:15;15:14,1
14,25,22;23,22:23;23:22,1
15,25,6,,3
16,25,9,,3
17,25,12,,3
0,26,3;4;5;6;19;20,3:4;3:20;4:3;4:5;5:4;5:6;6:5;6:19;19:6;19:20;20:3;20:19,0
1,26,10;11;12;13;17;18,10:11;10:18;11:10;11:12;12:11;12:13;13:12;13:17;17:13;17:18;18:10;18:17,0
2,26,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
3,26,0;1,0:1;1:0,1
4,26,1;2,1:2;2:1,1
5,26,1;21,1:21;21:1,1
6,26,2;3,2:3;3:2,1
7,26,6;7,6:7;7:6,1
8,26,7;8,7:8;8:7,1
9,26,8;9,8:9;9:8,1
10,26,8;10,8:10;10:8,1
11,26,21;22,21:22;22:21,1
12,26,22;23,22:23;23:22,1
13,26,23;24,23:24;24:23,1
14,26,23;25,23:25;25:23,1
15,26,23;26,23:26;26:23,1
16,26,1,,3
17,26,8,,3
18,26,23,,3
0,27,1;2;3;4;5;30,1:2;1:30;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:30;30:1;30:5,0
1,27,6;7;8;9;25;26,6:7;6:26;7:6;7:8;8:7;8:9;9:8;9:25;25:9;25:26;26:6;26:25,0
2,27,13;14;15;16;23;24,13:14;13:24;14:13;14:15;15:14;15:16;16:15;16:23;23:16;23:24;24:13;24:23,0
3,27,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
4,27,0;1,0:1;1:0,1
5,27,5;6,5:6;6:5,1
6,27,9;10,9:10;10:9,1
7,27,10;11,10:11;11:10,1
8,27,10;12,10:12;12:10,1
9,27,12;13,12:13;13:12,1
10,27,16;17,16:17;17:16,1
11,27,26;27,26:27;27:26,1
12,27,27;28,27:28;28:27,1
13,27,27;29,27:29;29:27,1
14,27,10,,3
15,27,27,,3
0,28,3;4;5;6;21;22,3:4;3:22;4:3;4:5;5:4;5:6;6:5;6:21;21:6;21:22;22:3;22:21,0
1,28,11;12;13;15;17;19,11:12;11:19;12:11;12:13;13:12;13:15;15:13;15:17;17:15;17:19;19:11;19:17,0
2,28,0;1,0:1;1:0,1
3,28,1;2,1:2;2:1,1
4,28,1;3,1:3;3:1,1
5,28,6;7,6:7;7:6,1
6,28,7;8,7:8;8:7,1
7,28,8;9,8:9;9:8,1
8,28,8;10,8:10;10:8,1
9,28,10;11,10:11;11:10,1
10,28,13;14,13:14;14:13,1
11,28,15;16,15:16;16:15,1
12,28,17;18,17:18;18:17,1
13,28,19;20,19:20;20:19,1
14,28,1,,3
15,28,8,,3
0,29,3;4;5;6;8;9,3:4;3:9;4:3;4:5;5:4;5:6;6:5;6:8;8:6;8:9;9:3;9:8,0
1,29,11;12;13;14;22;23,11:12;11:23;12:11;12:13;13:12;13:14;14:13;14:22;22:14;22:23;23:11;23:22,0
2,29,15;16;17;18;20;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:20;20:18;20:21;21:15;21:20,0
3,29,0;1,0:1;1:0,1
4,29,1;2,1:2;2:1,1
5,29,1;11,1:11;11:1,1
6,29,2;3,2:3;3:2,1
7,29,6;7,6:7;7:6,1
8,29,9;10,9:10;10:9,1
9,29,14;15,14:15;15:14,1
10,29,18;19,18:19;19:18,1
11,29,1,,3
0,30,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,30,8;9;10;11;18;19,8:9;8:19;9:8;9:10;10:9;10:11;11:10;11:18;18:11;18:19;19:8;19:18,0
2,30,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
3,30,0;1,0:1;1:0,1
4,30,1;2,1:2;2:1,1
5,30,1;8,1:8;8:1,1
6,30,11;12,11:12;12:11,1
7,30,12;13,12:13;13:12,1
8,30,1,,3
0,31,4;5;6;7;25;26,4:5;4:26;5:4;5:6;6:5;6:7;7:6;7:25;25:7;25:26;26:4;26:25,0
1,31,12;13;14;16;24,12:13;12:24;13:12;13:14;14:13;14:16;16:14;16:24;24:12;24:16,0
2,31,17;18;19;20;22;23,17:18;17:23;18:17;18:19;19:18;19:20;20:19;20:22;22:20;22:23;23:17;23:22,0
3,31,0;1,0:1;1:0,1
4,31,1;2,1:2;2:1,1
5,31,1;3,1:3;3:1,1
6,31,3;4,3:4;4:3,1
7,31,7;8,7:8;8:7,1
8,31,8;9,8:9;9:8,1
9,31,8;10,8:10;10:8,1
10,31,8;11,8:11;11:8,1
11,31,11;12,11:12;12:11,1
12,31,14;15,14:15;15:14,1
13,31,16;17,16:17;17:16,1
14,31,20;21,20:21;21:20,1
15,31,1,,3
16,31,8,,3
0,32,3;4;5;6;7;8,3:4;3:8;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:8;8:3;8:7,0
1,32,12;13;14;15;19;20,12:13;12:20;13:12;13:14;14:13;14:15;15:14;15:19;19:15;19:20;20:12;20:19,0
2,32,0;1,0:1;1:0,1
3,32,1;2,1:2;2:1,1
4,32,1;9,1:9;9:1,1
5,32,2;3,2:3;3:2,1
6,32,9;10,9:10;10:9,1
7,32,9;11,9:11;11:9,1
8,32,11;12,11:12;12:11,1
9,32,15;16,15:16;16:15,1
10,32,16;17,16:17;17:16,1
11,32,16;18,16:18;18:16,1
12,32,20;21,20:21;21:20,1
13,32,1,,3
14,32,9,,3
15,32,16,,3
0,33,6;7;8;9;10;21,6:7;6:21;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:21;21:6;21:10,0
1,33,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
2,33,0;1,0:1;1:0,1
3,33,1;2,1:2;2:1,1
4,33,2;3,2:3;3:2,1
5,33,3;4,3:4;4:3,1
6,33,3;5,3:5;5:3,1
7,33,5;6,5:6;6:5,1
8,33,10;11,10:11;11:10,1
9,33,11;12,11:12;12:11,1
10,33,12;13,12:13;13:12,1
11,33,13;14,13:14;14:13,1
12,33,13;15,13:15;15:13,1
13,33,3,,3
14,33,13,,3
0,34,3;4;5,3:4;3:5;4:3;4:5;5:3;5:4,0
1,34,8;9;10;11;13;14,8:9;8:14;9:8;9:10;10:9;10:11;11:10;11:13;13:11;13:14;14:8;14:13,0
2,34,0;1,0:1;1:0,1
3,34,1;2,1:2;2:1,1
4,34,1;6,1:6;6:1,1
5,34,2;3,2:3;3:2,1
6,34,6;7,6:7;7:6,1
7,34,7;8,7:8;8:7,1
8,34,11;12,11:12;12:11,1
9,34,14;15,14:15;15:14,1
10,34,1,,3
0,35,4;5;6;7;25;26,4:5;4:26;5:4;5:6;6:5;6:7;7:6;7:25;25:7;25:26;26:4;26:25,0
1,35,11;12;14;23;24,11:12;11:24;12:11;12:14;14:12;14:23;23:14;23:24;24:11;24:23,0
2,35,15;16;17;18;20;22,15:16;15:22;16:15;16:17;17:16;17:18;18:17;18:20;20:18;20:22;22:15;22:20,0
3,35,0;1,0:1;1:0,1
4,35,1;2,1:2;2:1,1
5,35,1;3,1:3;3:1,1
6,35,3;4,3:4;4:3,1
7,35,7;8,7:8;8:7,1
8,35,8;9,8:9;9:8,1
9,35,9;10,9:10;10:9,1
10,35,9;11,9:11;11:9,1
11,35,12;13,12:13;13:12,1
12,35,14;15,14:15;15:14,1
13,35,18;19,18:19;19:18,1
14,35,20;21,20:21;21:20,1
15,35,1,,3
16,35,9,,3
0,36,2;3;4;5;24,2:3;2:24;3:2;3:4;4:3;4:5;5:4;5:24;24:2;24:5,0
1,36,7;8;9;10;22;23,7:8;7:23;8:7;8:9;9:8;9:10;10:9;10:22;22:10;22:23;23:7;23:22,0
2,36,14;15;16;17;20;21,14:15;14:21;15:14;15:16;16:15;16:17;17:16;17:20;20:17;20:21;21:14;21:20,0
3,36,0;1,0:1;1:0,1
4,36,1;2,1:2;2:1,1
5,36,5;6,5:6;6:5,1
6,36,6;7,6:7;7:6,1
7,36,10;11,10:11;11:10,1
8,36,11;12,11:12;12:11,1
9,36,12;13,12:13;13:12,1
10,36,12;14,12:14;14:12,1
11,36,17;18,17:18;18:17,1
12,36,18;19,18:19;19:18,1
13,36,12,,3
0,37,3;4;5;6;7;8,3:4;3:8;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:8;8:3;8:7,0
1,37,11;12;14;20;21,11:12;11:21;12:11;12:14;14:12;14:20;20:14;20:21;21:11;21:20,0
2,37,14;15;16;17;18;19;20,14:15;14:20;15:14;15:16;15:19;16:15;16:17;17:16;17:18;18:17;18:19;18:20;19:15;19:18;20:14;20:18,2
3,37,9;10;23;24;25,9:10;9:25;10:9;10:23;23:10;23:24;24:23;24:25;25:9;25:24,0
4,37,24;25;26;27;28;29,24:25;24:29;25:24;25:26;26:25;26:27;27:26;27:28;28:27;28:29;29:24;29:28,0
5,37,0;1,0:1;1:0,1
6,37,1;2,1:2;2:1,1
7,37,1;9,1:9;9:1,1
8,37,2;3,2:3;3:2,1
9,37,10;11,10:11;11:10,1
10,37,12;13,12:13;13:12,1
11,37,21;22,21:22;22:21,1
12,37,1,,3
0,38,1;2;3;4;20;21,1:2;1:21;2:1;2:3;3:2;3:4;4:3;4:20;20:4;20:21;21:1;21:20,0
1,38,4;5;6;7;20,4:5;4:20;5:4;5:6;6:5;6:7;7:6;7:20;20:4;20:7,0
2,38,13;14;15;16;18;19,13:14;13:19;14:13;14:15;15:14;15:16;16:15;16:18;18:16;18:19;19:13;19:18,0
3,38,0;1,0:1;1:0,1
4,38,7;8,7:8;8:7,1
5,38,8;9,8:9;9:8,1
6,38,8;10,8:10;10:8,1
7,38,10;11,10:11;11:10,1
8,38,11;12,11:12;12:11,1
9,38,11;13,11:13;13:11,1
10,38,16;17,16:17;17:16,1
11,38,8,,3
12,38,11,,3
0,39,2;3;4;5;20,2:3;2:20;3:2;3:4;4:3;4:5;5:4;5:20;20:2;20:5,0
1,39,10;11;12;13;18;19,10:11;10:19;11:10;11:12;12:11;12:13;13:12;13:18;18:13;18:19;19:10;19:18,0
2,39,13;14;15;17;18,13:14;13:18;14:13;14:15;15:14;15:17;17:15;17:18;18:13;18:17,0
3,39,0;1,0:1;1:0,1
4,39,1;2,1:2;2:1,1
5,39,5;6,5:6;6:5,1
6,39,6;7,6:7;7:6,1
7,39,6;8,6:8;8:6,1
8,39,6;9,6:9;9:6,1
9,39,9;10,9:10;10:9,1
10,39,15;16,15:16;16:15,1
11,39,6,,3
