clique_id,graph_id,atoms,bonds,clique_features
4,192,1;9,1:9;9:1,1
5,192,2;3,2:3;3:2,1
6,192,3;4,3:4;4:3,1
7,192,4;5,4:5;5:4,1
8,192,5;6,5:6;6:5,1
9,192,5;7,5:7;7:5,1
10,192,5;8,5:8;8:5,1
11,192,9;10,9:10;10:9,1
12,192,12;13,12:13;13:12,1
13,192,1,,3
14,192,5,,3
0,193,1;2;3;4;5;6,1:2;1:6;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:6;6:1;6:5,0
1,193,4;5;8;9;23,4:5;4:23;5:4;5:8;8:5;8:9;9:8;9:23;23:4;23:9,0
2,193,9;10;11;21;23,9:10;9:23;10:9;10:11;11:10;11:21;21:11;21:23;23:9;23:21,0
3,193,13;14;15;16;18;19,13:14;13:19;14:13;14:15;15:14;15:16;16:15;16:18;18:16;18:19;19:13;19:18,0
4,193,0;1,0:1;1:0,1
5,193,6;7,6:7;7:6,1
6,193,11;12,11:12;12:11,1
7,193,12;13,12:13;13:12,1
8,193,16;17,16:17;17:16,1
9,193,19;20,19:20;20:19,1
10,193,21;22,21:22;22:21,1
0,194,1;2;19;20;21,1:2;1:21;2:1;2:19;19:2;19:20;20:19;20:21;21:1;21:20,0
1,194,9;10;11;12;13;18,9:10;9:18;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:18;18:9;18:13,0
2,194,0;1,0:1;1:0,1
3,194,2;3,2:3;3:2,1
4,194,3;4,3:4;4:3,1
5,194,3;5,3:5;5:3,1
6,194,5;6,5:6;6:5,1
7,194,5;8,5:8;8:5,1
8,194,6;7,6:7;7:6,1
9,194,8;9,8:9;9:8,1
10,194,13;14,13:14;14:13,1
11,194,14;15,14:15;15:14,1
12,194,14;16,14:16;16:14,1
13,194,14;17,14:17;17:14,1
14,194,3,,3
15,194,5,,3
16,194,14,,3
0,195,0;1;2;3;4;5,0:1;0:5;1:0;1:2;2:1;2:3;3:2;3:4;4:3;4:5;5:0;5:4,0
1,195,3;4;6;7;8;9,3:4;3:9;4:3;4:6;6:4;6:7;7:6;7:8;8:7;8:9;9:3;9:8,0
2,195,12;13;14;15;20,12:13;12:20;13:12;13:14;14:13;14:15;15:14;15:20;20:12;20:15,0
3,195,16;17;18;19,16:17;16:19;17:16;17:18;18:17;18:19;19:16;19:18,0
4,195,9;10,9:10;10:9,1
5,195,10;11,10:11;11:10,1
6,195,11;12,11:12;12:11,1
7,195,15;16,15:16;16:15,1
0,196,1;2;3;4;5,1:2;1:5;2:1;2:3;3:2;3:4;4:3;4:5;5:1;5:4,0
1,196,4;5;6;7;8;22,4:5;4:22;5:4;5:6;6:5;6:7;7:6;7:8;8:7;8:22;22:4;22:8,0
2,196,10;11;12;13;19;21,10:11;10:21;11:10;11:12;12:11;12:13;13:12;13:19;19:13;19:21;21:10;21:19,0
3,196,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
4,196,0;1,0:1;1:0,1
5,196,8;9,8:9;9:8,1
6,196,9;10,9:10;10:9,1
7,196,13;14,13:14;14:13,1
8,196,19;20,19:20;20:19,1
9,196,22;23,22:23;23:22,1
0,197,1;2;3;4;5;30,1:2;1:30;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:30;30:1;30:5,0
1,197,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,197,7;8;13;14;16;27,7:8;7:27;8:7;8:13;13:8;13:14;14:13;14:16;16:14;16:27;27:7;27:16,0
3,197,19;20;21;23;24;26,19:20;19:26;20:19;20:21;21:20;21:23;23:21;23:24;24:23;24:26;26:19;26:24,0
4,197,0;1,0:1;1:0,1
5,197,5;6,5:6;6:5,1
6,197,6;7,6:7;7:6,1
7,197,14;15,14:15;15:14,1
8,197,16;17,16:17;17:16,1
9,197,17;18,17:18;18:17,1
10,197,18;19,18:19;19:18,1
11,197,21;22,21:22;22:21,1
12,197,24;25,24:25;25:24,1
13,197,27;28,27:28;28:27,1
14,197,27;29,27:29;29:27,1
15,197,27,,3
0,198,4;5;6;7;13,4:5;4:13;5:4;5:6;6:5;6:7;7:6;7:13;13:4;13:7,0
1,198,7;8;9;10;12;13,7:8;7:13;8:7;8:9;9:8;9:10;10:9;10:12;12:10;12:13;13:7;13:12,0
2,198,0;1,0:1;1:0,1
3,198,1;2,1:2;2:1,1
4,198,1;4,1:4;4:1,1
5,198,2;3,2:3;3:2,1
6,198,10;11,10:11;11:10,1
7,198,1,,3
0,199,2;3;4;5;6;21,2:3;2:21;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:21;21:2;21:6,0
1,199,7;8;9;10;11;12;20,7:8;7:20;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:20;20:7;20:12,0
2,199,13;14;15;16;18;19,13:14;13:19;14:13;14:15;15:14;15:16;16:15;16:18;18:16;18:19;19:13;19:18,0
3,199,0;1,0:1;1:0,1
4,199,1;2,1:2;2:1,1
5,199,6;7,6:7;7:6,1
6,199,12;13,12:13;13:12,1
7,199,16;17,16:17;17:16,1
8,199,21;22,21:22;22:21,1
