clique_id,graph_id,atoms,bonds,clique_features
7,43,6;7,6:7;7:6,1
8,43,7;8,7:8;8:7,1
9,43,11;12,11:12;12:11,1
10,43,17;18,17:18;18:17,1
11,43,17;19,17:19;19:17,1
12,43,1,,3
13,43,17,,3
0,44,1;2;3;4;17;18,1:2;1:18;2:1;2:3;3:2;3:4;4:3;4:17;17:4;17:18;18:1;18:17,0
1,44,10;11;12;13;14;16,10:11;10:16;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:16;16:10;16:14,0
2,44,0;1,0:1;1:0,1
3,44,4;5,4:5;5:4,1
4,44,4;6,4:6;6:4,1
5,44,6;7,6:7;7:6,1
6,44,7;8,7:8;8:7,1
7,44,8;9,8:9;9:8,1
8,44,8;10,8:10;10:8,1
9,44,14;15,14:15;15:14,1
10,44,4,,3
11,44,8,,3
0,45,5;6;7;8;13;15,5:6;5:15;6:5;6:7;7:6;7:8;8:7;8:13;13:8;13:15;15:5;15:13,0
1,45,8;9;10;11;12,8:9;8:12;9:8;9:10;10:9;10:11;11:10;11:12;12:8;12:11,0
2,45,20;21;22;23;24;25,20:21;20:25;21:20;21:22;22:21;22:23;23:22;23:24;24:23;24:25;25:20;25:24,0
3,45,0;1,0:1;1:0,1
4,45,1;2,1:2;2:1,1
5,45,1;16,1:16;16:1,1
6,45,2;3,2:3;3:2,1
7,45,3;4,3:4;4:3,1
8,45,3;5,3:5;5:3,1
9,45,13;14,13:14;14:13,1
10,45,16;17,16:17;17:16,1
11,45,16;18,16:18;18:16,1
12,45,18;19,18:19;19:18,1
13,45,19;20,19:20;20:19,1
14,45,25;26,25:26;26:25,1
15,45,1,,3
16,45,3,,3
17,45,16,,3
0,46,1;2;3;5;20;25;26,1:2;1:26;2:1;2:3;3:2;3:5;5:3;5:20;20:5;20:25;25:20;25:26;26:1;26:25,0
1,46,10;11;12;13;14;19,10:11;10:19;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:19;19:10;19:14,0
2,46,14;15;16;17;18;19,14:15;14:19;15:14;15:16;16:15;16:17;17:16;17:18;18:17;18:19;19:14;19:18,0
3,46,20;21;22;23;24;25,20:21;20:25;21:20;21:22;22:21;22:23;23:22;23:24;24:23;24:25;25:20;25:24,0
4,46,0;1,0:1;1:0,1
5,46,3;4,3:4;4:3,1
6,46,5;6,5:6;6:5,1
7,46,6;7,6:7;7:6,1
8,46,7;8,7:8;8:7,1
9,46,7;9,7:9;9:7,1
10,46,9;10,9:10;10:9,1
11,46,7,,3
0,47,1;2;3;23;24,1:2;1:24;2:1;2:3;3:2;3:23;23:3;23:24;24:1;24:23,0
1,47,6;7;8;9;16,6:7;6:16;7:6;7:8;8:7;8:9;9:8;9:16;16:6;16:9,0
2,47,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
3,47,18;19;20;21;22,18:19;18:22;19:18;19:20;20:19;20:21;21:20;21:22;22:18;22:21,0
4,47,0;1,0:1;1:0,1
5,47,3;4,3:4;4:3,1
6,47,4;5,4:5;5:4,1
7,47,5;6,5:6;6:5,1
8,47,9;10,9:10;10:9,1
9,47,16;17,16:17;17:16,1
10,47,17;18,17:18;18:17,1
0,48,3;4;5;6;22;23,3:4;3:23;4:3;4:5;5:4;5:6;6:5;6:22;22:6;22:23;23:3;23:22,0
1,48,8;9;10;11;12;21,8:9;8:21;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:21;21:8;21:12,0
2,48,15;16;17;18;19,15:16;15:19;16:15;16:17;17:16;17:18;18:17;18:19;19:15;19:18,0
3,48,0;1,0:1;1:0,1
4,48,1;2,1:2;2:1,1
5,48,2;3,2:3;3:2,1
6,48,6;7,6:7;7:6,1
7,48,7;8,7:8;8:7,1
8,48,12;13,12:13;13:12,1
9,48,13;14,13:14;14:13,1
10,48,13;15,13:15;15:13,1
11,48,19;20,19:20;20:19,1
12,48,23;24,23:24;24:23,1
13,48,24;25,24:25;25:24,1
14,48,13,,3
0,49,6;7;8;9;11;12,6:7;6:12;7:6;7:8;8:7;8:9;9:8;9:11;11:9;11:12;12:6;12:11,0
1,49,0;1,0:1;1:0,1
2,49,1;2,1:2;2:1,1
3,49,2;3,2:3;3:2,1
4,49,3;4,3:4;4:3,1
5,49,4;5,4:5;5:4,1
6,49,4;13,4:13;13:4,1
7,49,5;6,5:6;6:5,1
8,49,9;10,9:10;10:9,1
9,49,13;14,13:14;14:13,1
10,49,13;15,13:15;15:13,1
11,49,4,,3
12,49,13,,3
0,50,2;3;4;5;25;26,2:3;2:26;3:2;3:4;4:3;4:5;5:4;5:25;25:5;25:26;26:2;26:25,0
1,50,6;7;8;9;10,6:7;6:10;7:6;7:8;8:7;8:9;9:8;9:10;10:6;10:9,0
2,50,16;17;18;20;22;23,16:17;16:23;17:16;17:18;18:17;18:20;20:18;20:22;22:20;22:23;23:16;23:22,0
3,50,0;1,0:1;1:0,1
4,50,1;2,1:2;2:1,1
5,50,5;6,5:6;6:5,1
6,50,10;11,10:11;11:10,1
7,50,11;12,11:12;12:11,1
8,50,12;13,12:13;13:12,1
9,50,12;14,12:14;14:12,1
10,50,14;15,14:15;15:14,1
11,50,14;16,14:16;16:14,1
12,50,18;19,18:19;19:18,1
13,50,20;21,20:21;21:20,1
14,50,23;24,23:24;24:23,1
15,50,12,,3
16,50,14,,3
0,51,3;4;5;7;12,3:4;3:12;4:3;4:5;5:4;5:7;7:5;7:12;12:3;12:7,0
1,51,13;14;15;16;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:18;18:13;18:16,0
2,51,0;1,0:1;1:0,1
3,51,1;2,1:2;2:1,1
4,51,1;13,1:13;13:1,1
5,51,2;3,2:3;3:2,1
6,51,5;6,5:6;6:5,1
7,51,7;8,7:8;8:7,1
8,51,8;9,8:9;9:8,1
9,51,8;10,8:10;10:8,1
10,51,8;11,8:11;11:8,1
11,51,16;17,16:17;17:16,1
12,51,1,,3
13,51,8,,3
0,52,6;7;8;9;17,6:7;6:17;7:6;7:8;8:7;8:9;9:8;9:17;17:6;17:9,0
1,52,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
2,52,18;19;20;21;22;27,18:19;18:27;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:27;27:18;27:22,0
3,52,22;23;24;25;26;27,22:23;22:27;23:22;23:24;24:23;24:25;25:24;25:26;26:25;26:27;27:22;27:26,0
4,52,0;1,0:1;1:0,1
5,52,1;2,1:2;2:1,1
6,52,1;18,1:18;18:1,1
7,52,2;3,2:3;3:2,1
8,52,2;4,2:4;4:2,1
9,52,4;5,4:5;5:4,1
10,52,5;6,5:6;6:5,1
11,52,9;10,9:10;10:9,1
12,52,15;16,15:16;16:15,1
13,52,1,,3
14,52,2,,3
0,53,1;2;3;10;12,1:2;1:12;2:1;2:3;3:2;3:10;10:3;10:12;12:1;12:10,0
1,53,4;5;6;7;8;9,4:5;4:9;5:4;5:6;6:5;6:7;7:6;7:8;8:7;8:9;9:4;9:8,0
2,53,16;17;18;19;20;21;22,16:17;16:22;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:16;22:21,0
3,53,0;1,0:1;1:0,1
4,53,3;4,3:4;4:3,1
5,53,10;11,10:11;11:10,1
6,53,12;13,12:13;13:12,1
7,53,13;14,13:14;14:13,1
8,53,13;15,13:15;15:13,1
9,53,13;16,13:16;16:13,1
10,53,13,,3
0,54,1;2;3;5;6;24,1:2;1:24;2:1;2:3;3:2;3:5;5:3;5:6;6:5;6:24;24:1;24:6,0
1,54,12;13;14;22;23,12:13;12:23;13:12;13:14;14:13;14:22;22:14;22:23;23:12;23:22,0
2,54,15;16;17;18;20;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:20;20:18;20:21;21:15;21:20,0
3,54,0;1,0:1;1:0,1
4,54,3;4,3:4;4:3,1
5,54,6;7,6:7;7:6,1
6,54,7;8,7:8;8:7,1
7,54,8;9,8:9;9:8,1
8,54,9;10,9:10;10:9,1
9,54,9;11,9:11;11:9,1
10,54,11;12,11:12;12:11,1
11,54,14;15,14:15;15:14,1
12,54,18;19,18:19;19:18,1
13,54,9,,3
0,55,1;2;3;4;5;16,1:2;1:16;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:16;16:1;16:5,0
1,55,9;10;11;12;13;14;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:9;15:14,0
2,55,0;1,0:1;1:0,1
3,55,5;6,5:6;6:5,1
4,55,6;7,6:7;7:6,1
5,55,6;8,6:8;8:6,1
6,55,8;9,8:9;9:8,1
7,55,6,,3
0,56,5;6;7;8;15,5:6;5:15;6:5;6:7;7:6;7:8;8:7;8:15;15:5;15:8,0
1,56,10;11;12;13;14,10:11;10:14;11:10;11:12;12:11;12:13;13:12;13:14;14:10;14:13,0
2,56,2;16;17;18,2:16;2:18;16:2;16:17;17:16;17:18;18:2;18:17,0
3,56,0;1,0:1;1:0,1
4,56,1;2,1:2;2:1,1
5,56,2;3,2:3;3:2,1
6,56,3;4,3:4;4:3,1
7,56,4;5,4:5;5:4,1
8,56,8;9,8:9;9:8,1
9,56,9;10,9:10;10:9,1
10,56,2,,3
0,57,1;2;3;14;20,1:2;1:20;2:1;2:3;3:2;3:14;14:3;14:20;20:1;20:14,0
1,57,8;10;11;12;13,8:10;8:13;10:8;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,57,15;16;17;18;19,15:16;15:19;16:15;16:17;17:16;17:18;18:17;18:19;19:15;19:18,0
3,57,0;1,0:1;1:0,1
4,57,3;4,3:4;4:3,1
5,57,4;5,4:5;5:4,1
6,57,4;6,4:6;6:4,1
7,57,6;7,6:7;7:6,1
8,57,7;8,7:8;8:7,1
9,57,8;9,8:9;9:8,1
10,57,14;15,14:15;15:14,1
11,57,4,,3
12,57,8,,3
0,58,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,58,8;9;10;11;24;25,8:9;8:25;9:8;9:10;10:9;10:11;11:10;11:24;24:11;24:25;25:8;25:24,0
2,58,17;18;19;20;22;23,17:18;17:23;18:17;18:19;19:18;19:20;20:19;20:22;22:20;22:23;23:17;23:22,0
3,58,0;1,0:1;1:0,1
4,58,1;2,1:2;2:1,1
5,58,7;8,7:8;8:7,1
6,58,11;12,11:12;12:11,1
7,58,12;13,12:13;13:12,1
8,58,12;14,12:14;14:12,1
9,58,14;15,14:15;15:14,1
10,58,14;16,14:16;16:14,1
11,58,16;17,16:17;17:16,1
12,58,20;21,20:21;21:20,1
13,58,12,,3
14,58,14,,3
0,59,4;5;6;7;20;21,4:5;4:21;5:4;5:6;6:5;6:7;7:6;7:20;20:7;20:21;21:4;21:20,0
1,59,9;10;11;17;18,9:10;9:18;10:9;10:11;11:10;11:17;17:11;17:18;18:9;18:17,0
2,59,11;12;14;15;16;17,11:12;11:17;12:11;12:14;14:12;14:15;15:14;15:16;16:15;16:17;17:11;17:16,0
3,59,0;1,0:1;1:0,1
4,59,1;2,1:2;2:1,1
5,59,1;3,1:3;3:1,1
6,59,3;4,3:4;4:3,1
7,59,7;8,7:8;8:7,1
8,59,8;9,8:9;9:8,1
9,59,12;13,12:13;13:12,1
10,59,18;19,18:19;19:18,1
11,59,1,,3
