tree_edge_id,graph_id,start_clique,end_clique
14,150,8,16
15,150,8,17
16,150,9,17
17,150,10,11
18,150,10,17
19,150,11,0
20,150,11,10
21,150,12,0
22,150,13,1
23,150,13,14
24,150,14,13
25,150,15,3
26,150,15,4
27,150,15,5
28,150,16,6
29,150,16,7
30,150,16,8
31,150,17,8
32,150,17,9
33,150,17,10
0,151,0,2
1,151,0,10
2,151,1,9
3,151,2,0
4,151,3,5
5,151,3,10
6,151,4,6
7,151,4,10
8,151,5,3
9,151,6,4
10,151,6,11
11,151,7,11
12,151,8,9
13,151,8,11
14,151,9,1
15,151,9,8
16,151,10,0
17,151,10,3
18,151,10,4
19,151,11,6
20,151,11,7
21,151,11,8
0,152,0,1
1,152,0,9
2,152,0,11
3,152,0,13
4,152,1,0
5,152,1,2
6,152,1,10
7,152,2,1
8,152,3,12
9,152,4,16
10,152,4,17
11,152,5,6
12,152,6,5
13,152,6,7
14,152,7,6
15,152,7,18
16,152,8,18
17,152,9,0
18,152,9,18
19,152,10,1
20,152,11,0
21,152,11,12
22,152,12,3
23,152,12,11
24,152,13,0
25,152,13,14
26,152,14,13
27,152,14,19
28,152,15,19
29,152,16,4
30,152,16,19
31,152,17,4
32,152,18,7
33,152,18,8
34,152,18,9
35,152,19,14
36,152,19,15
37,152,19,16
0,153,0,3
1,153,0,4
2,153,0,12
3,153,1,10
4,153,1,11
5,153,2,3
6,153,3,0
7,153,3,2
8,153,4,0
9,153,4,5
10,153,5,4
11,153,5,14
12,153,6,14
13,153,7,14
14,153,7,15
15,153,8,15
16,153,9,10
17,153,9,15
18,153,10,1
19,153,10,9
20,153,11,1
21,153,12,0
22,153,12,13
23,153,13,12
24,153,14,5
25,153,14,6
26,153,14,7
27,153,15,7
28,153,15,8
29,153,15,9
0,154,0,8
1,154,0,9
2,154,1,2
3,154,1,5
4,154,2,1
5,154,3,13
6,154,4,6
7,154,4,13
8,154,5,1
9,154,5,13
10,154,6,4
11,154,6,14
12,154,7,14
13,154,8,0
14,154,8,14
15,154,9,0
16,154,9,15
17,154,10,15
18,154,11,15
19,154,12,15
20,154,13,3
21,154,13,4
22,154,13,5
23,154,14,6
24,154,14,7
25,154,14,8
26,154,15,9
27,154,15,10
28,154,15,11
29,154,15,12
0,155,0,4
1,155,0,5
2,155,0,14
3,155,1,13
4,155,2,3
5,155,2,14
6,155,3,2
7,155,4,0
8,155,5,0
9,155,5,15
10,155,6,15
11,155,7,15
12,155,7,16
13,155,8,16
14,155,9,10
15,155,9,16
16,155,10,9
17,155,10,11
18,155,11,10
19,155,11,12
20,155,12,11
21,155,12,13
22,155,13,1
23,155,13,12
24,155,14,0
25,155,14,2
26,155,15,5
27,155,15,6
28,155,15,7
29,155,16,7
30,155,16,8
31,155,16,9
0,156,0,3
1,156,0,4
2,156,0,5
3,156,1,2
4,156,1,11
5,156,1,12
6,156,1,13
7,156,2,1
8,156,3,0
9,156,4,0
10,156,5,0
11,156,5,6
12,156,6,5
13,156,6,14
14,156,7,14
15,156,8,9
16,156,8,14
17,156,9,8
18,156,9,10
19,156,10,9
20,156,10,11
21,156,11,1
22,156,11,10
23,156,12,1
24,156,13,1
25,156,14,6
26,156,14,7
27,156,14,8
0,157,0,8
1,157,0,9
2,157,1,9
3,157,1,10
4,157,2,10
5,157,3,7
6,157,3,11
7,157,3,12
8,157,4,13
9,157,5,13
10,157,6,8
11,157,6,13
12,157,7,3
13,157,7,13
14,157,8,0
15,157,8,6
16,157,9,0
17,157,9,1
18,157,10,1
19,157,10,2
20,157,11,3
21,157,12,3
22,157,13,4
23,157,13,5
24,157,13,6
25,157,13,7
0,158,0,7
1,158,1,2
2,158,1,10
3,158,1,11
4,158,2,1
5,158,3,4
6,158,4,3
7,158,4,12
8,158,5,7
9,158,5,12
10,158,6,12
11,158,6,13
12,158,7,0
13,158,7,5
14,158,8,13
15,158,9,10
16,158,9,13
17,158,10,1
18,158,10,9
19,158,11,1
20,158,12,4
21,158,12,5
22,158,12,6
23,158,13,6
24,158,13,8
25,158,13,9
0,159,0,1
1,159,0,7
2,159,0,8
3,159,1,0
4,159,1,3
5,159,2,3
6,159,2,9
7,159,2,15
8,159,2,17
9,159,3,1
10,159,3,2
11,159,4,16
12,159,5,16
13,159,6,7
14,159,6,16
15,159,7,0
16,159,7,6
17,159,8,0
18,159,9,2
19,159,10,12
20,159,10,17
21,159,11,17
22,159,11,18
23,159,12,10
24,159,13,18
25,159,14,18
26,159,15,2
27,159,16,4
28,159,16,5
29,159,16,6
30,159,17,2
31,159,17,10
32,159,17,11
33,159,18,11
34,159,18,13
35,159,18,14
