clique_id,graph_id,atoms,bonds,clique_features
4,104,1;2,1:2;2:1,1
5,104,1;8,1:8;8:1,1
6,104,2;3,2:3;3:2,1
7,104,3;4,3:4;4:3,1
8,104,4;5,4:5;5:4,1
9,104,4;6,4:6;6:4,1
10,104,4;7,4:7;7:4,1
11,104,12;13,12:13;13:12,1
12,104,17;18,17:18;18:17,1
13,104,18;19,18:19;19:18,1
14,104,1,,3
15,104,4,,3
0,105,7;8;9;10;11,7:8;7:11;8:7;8:9;9:8;9:10;10:9;10:11;11:7;11:10,0
1,105,0;1,0:1;1:0,1
2,105,1;2,1:2;2:1,1
3,105,1;3,1:3;3:1,1
4,105,3;4,3:4;4:3,1
5,105,3;12,3:12;12:3,1
6,105,4;5,4:5;5:4,1
7,105,5;6,5:6;6:5,1
8,105,5;7,5:7;7:5,1
9,105,12;13,12:13;13:12,1
10,105,12;14,12:14;14:12,1
11,105,1,,3
12,105,3,,3
13,105,5,,3
14,105,12,,3
0,106,2;3;4;5;17;18,2:3;2:18;3:2;3:4;4:3;4:5;5:4;5:17;17:5;17:18;18:2;18:17,0
1,106,10;11;12;13;14;16,10:11;10:16;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:16;16:10;16:14,0
2,106,0;1,0:1;1:0,1
3,106,1;2,1:2;2:1,1
4,106,5;6,5:6;6:5,1
5,106,6;7,6:7;7:6,1
6,106,6;8,6:8;8:6,1
7,106,6;9,6:9;9:6,1
8,106,9;10,9:10;10:9,1
9,106,14;15,14:15;15:14,1
10,106,18;19,18:19;19:18,1
11,106,6,,3
0,107,11;12;13;14;16;18,11:12;11:18;12:11;12:13;13:12;13:14;14:13;14:16;16:14;16:18;18:11;18:16,0
1,107,0;1,0:1;1:0,1
2,107,1;2,1:2;2:1,1
3,107,2;3,2:3;3:2,1
4,107,2;4,2:4;4:2,1
5,107,4;5,4:5;5:4,1
6,107,5;6,5:6;6:5,1
7,107,5;7,5:7;7:5,1
8,107,7;8,7:8;8:7,1
9,107,8;9,8:9;9:8,1
10,107,9;10,9:10;10:9,1
11,107,9;11,9:11;11:9,1
12,107,14;15,14:15;15:14,1
13,107,16;17,16:17;17:16,1
14,107,2,,3
15,107,5,,3
16,107,9,,3
0,108,6;7;8;9;10;15,6:7;6:15;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:15;15:6;15:10,0
1,108,16;17;18;25;26,16:17;16:26;17:16;17:18;18:17;18:25;25:18;25:26;26:16;26:25,0
2,108,19;20;21;22;23;24,19:20;19:24;20:19;20:21;21:20;21:22;22:21;22:23;23:22;23:24;24:19;24:23,0
3,108,0;1,0:1;1:0,1
4,108,1;2,1:2;2:1,1
5,108,2;3,2:3;3:2,1
6,108,3;4,3:4;4:3,1
7,108,3;16,3:16;16:3,1
8,108,4;5,4:5;5:4,1
9,108,4;6,4:6;6:4,1
10,108,10;11,10:11;11:10,1
11,108,11;12,11:12;12:11,1
12,108,12;13,12:13;13:12,1
13,108,12;14,12:14;14:12,1
14,108,18;19,18:19;19:18,1
15,108,3,,3
16,108,4,,3
17,108,12,,3
0,109,1;2;3;4;17;18,1:2;1:18;2:1;2:3;3:2;3:4;4:3;4:17;17:4;17:18;18:1;18:17,0
1,109,7;8;10;15;16,7:8;7:16;8:7;8:10;10:8;10:15;15:10;15:16;16:7;16:15,0
2,109,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
3,109,0;1,0:1;1:0,1
4,109,4;5,4:5;5:4,1
5,109,5;6,5:6;6:5,1
6,109,5;7,5:7;7:5,1
7,109,8;9,8:9;9:8,1
8,109,18;19,18:19;19:18,1
9,109,5,,3
0,110,2;3;4;5;21;22,2:3;2:22;3:2;3:4;4:3;4:5;5:4;5:21;21:5;21:22;22:2;22:21,0
1,110,6;7;8;9;20,6:7;6:20;7:6;7:8;8:7;8:9;9:8;9:20;20:6;20:9,0
2,110,13;14;15;16;17;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:13;18:17,0
3,110,0;1,0:1;1:0,1
4,110,1;2,1:2;2:1,1
5,110,5;6,5:6;6:5,1
6,110,9;10,9:10;10:9,1
7,110,10;11,10:11;11:10,1
8,110,11;12,11:12;12:11,1
9,110,11;13,11:13;13:11,1
10,110,18;19,18:19;19:18,1
11,110,22;23,22:23;23:22,1
12,110,23;24,23:24;24:23,1
13,110,11,,3
0,111,2;3;4;5;17,2:3;2:17;3:2;3:4;4:3;4:5;5:4;5:17;17:2;17:5,0
1,111,8;9;10;11;16,8:9;8:16;9:8;9:10;10:9;10:11;11:10;11:16;16:8;16:11,0
2,111,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
3,111,0;1,0:1;1:0,1
4,111,1;2,1:2;2:1,1
5,111,5;6,5:6;6:5,1
6,111,6;7,6:7;7:6,1
7,111,6;8,6:8;8:6,1
8,111,6,,3
0,112,2;3;4;5;7;8,2:3;2:8;3:2;3:4;4:3;4:5;5:4;5:7;7:5;7:8;8:2;8:7,0
1,112,9;10;11;13;21,9:10;9:21;10:9;10:11;11:10;11:13;13:11;13:21;21:9;21:13,0
2,112,14;15;16;17;19;20,14:15;14:20;15:14;15:16;16:15;16:17;17:16;17:19;19:17;19:20;20:14;20:19,0
3,112,0;1,0:1;1:0,1
4,112,1;2,1:2;2:1,1
5,112,1;9,1:9;9:1,1
6,112,5;6,5:6;6:5,1
7,112,11;12,11:12;12:11,1
8,112,13;14,13:14;14:13,1
9,112,17;18,17:18;18:17,1
10,112,21;22,21:22;22:21,1
11,112,1,,3
0,113,7;8;9;10;11;12,7:8;7:12;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:12;12:7;12:11,0
1,113,14;15;17;18;20;30,14:15;14:30;15:14;15:17;17:15;17:18;18:17;18:20;20:18;20:30;30:14;30:20,0
2,113,21;22;23;24;28;29,21:22;21:29;22:21;22:23;23:22;23:24;24:23;24:28;28:24;28:29;29:21;29:28,0
3,113,24;25;26;27;28,24:25;24:28;25:24;25:26;26:25;26:27;27:26;27:28;28:24;28:27,0
4,113,0;1,0:1;1:0,1
5,113,1;2,1:2;2:1,1
6,113,2;3,2:3;3:2,1
7,113,3;4,3:4;4:3,1
8,113,3;5,3:5;5:3,1
9,113,5;6,5:6;6:5,1
10,113,6;7,6:7;7:6,1
11,113,12;13,12:13;13:12,1
12,113,13;14,13:14;14:13,1
13,113,15;16,15:16;16:15,1
14,113,18;19,18:19;19:18,1
15,113,20;21,20:21;21:20,1
16,113,30;31,30:31;31:30,1
17,113,3,,3
0,114,5;6;7;8;10;12,5:6;5:12;6:5;6:7;7:6;7:8;8:7;8:10;10:8;10:12;12:5;12:10,0
1,114,0;1,0:1;1:0,1
2,114,1;2,1:2;2:1,1
3,114,2;3,2:3;3:2,1
4,114,2;5,2:5;5:2,1
5,114,3;4,3:4;4:3,1
6,114,8;9,8:9;9:8,1
7,114,10;11,10:11;11:10,1
8,114,2,,3
0,115,1;2;3;17;18;23,1:2;1:23;2:1;2:3;3:2;3:17;17:3;17:18;18:17;18:23;23:1;23:18,0
1,115,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,115,3;4;14;15;17,3:4;3:17;4:3;4:14;14:4;14:15;15:14;15:17;17:3;17:15,0
3,115,18;19;20;21;22;23,18:19;18:23;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:23;23:18;23:22,0
4,115,20;21;24;25;26,20:21;20:26;21:20;21:24;24:21;24:25;25:24;25:26;26:20;26:25,0
5,115,0;1,0:1;1:0,1
6,115,4;5,4:5;5:4,1
7,115,5;6,5:6;6:5,1
8,115,5;7,5:7;7:5,1
9,115,7;8,7:8;8:7,1
10,115,15;16,15:16;16:15,1
11,115,5,,3
0,116,6;7;8;9;10,6:7;6:10;7:6;7:8;8:7;8:9;9:8;9:10;10:6;10:9,0
1,116,11;12;13;14;20;21,11:12;11:21;12:11;12:13;13:12;13:14;14:13;14:20;20:14;20:21;21:11;21:20,0
2,116,14;15;17;19;20,14:15;14:20;15:14;15:17;17:15;17:19;19:17;19:20;20:14;20:19,0
3,116,0;1,0:1;1:0,1
4,116,1;2,1:2;2:1,1
5,116,1;11,1:11;11:1,1
6,116,2;3,2:3;3:2,1
7,116,2;4,2:4;4:2,1
8,116,4;5,4:5;5:4,1
9,116,5;6,5:6;6:5,1
10,116,15;16,15:16;16:15,1
11,116,17;18,17:18;18:17,1
12,116,1,,3
13,116,2,,3
0,117,3;4;5;6;7;8,3:4;3:8;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:8;8:3;8:7,0
1,117,14;15;16;26;27,14:15;14:27;15:14;15:16;16:15;16:26;26:16;26:27;27:14;27:26,0
2,117,17;18;19;20;21;25,17:18;17:25;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:25;25:17;25:21,0
3,117,0;1,0:1;1:0,1
4,117,1;2,1:2;2:1,1
5,117,2;3,2:3;3:2,1
6,117,8;9,8:9;9:8,1
7,117,9;10,9:10;10:9,1
8,117,10;11,10:11;11:10,1
9,117,11;12,11:12;12:11,1
10,117,12;13,12:13;13:12,1
11,117,12;14,12:14;14:12,1
12,117,16;17,16:17;17:16,1
13,117,21;22,21:22;22:21,1
14,117,22;23,22:23;23:22,1
15,117,22;24,22:24;24:22,1
16,117,12,,3
17,117,22,,3
0,118,1;2;3;5;6,1:2;1:6;2:1;2:3;3:2;3:5;5:3;5:6;6:1;6:5,0
1,118,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
2,118,0;1,0:1;1:0,1
3,118,3;4,3:4;4:3,1
4,118,6;7,6:7;7:6,1
5,118,7;8,7:8;8:7,1
6,118,8;9,8:9;9:8,1
7,118,9;10,9:10;10:9,1
8,118,10;11,10:11;11:10,1
9,118,10;12,10:12;12:10,1
10,118,10,,3
0,119,1;2;3;18;24;25,1:2;1:25;2:1;2:3;3:2;3:18;18:3;18:24;24:18;24:25;25:1;25:24,0
1,119,6;7;8;9;10;16;17,6:7;6:17;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:16;16:10;16:17;17:6;17:16,0
2,119,10;11;12;13;15;16,10:11;10:16;11:10;11:12;12:11;12:13;13:12;13:15;15:13;15:16;16:10;16:15,0
3,119,18;19;20;22;23;24,18:19;18:24;19:18;19:20;20:19;20:22;22:20;22:23;23:22;23:24;24:18;24:23,0
4,119,0;1,0:1;1:0,1
5,119,3;4,3:4;4:3,1
6,119,4;5,4:5;5:4,1
7,119,4;6,4:6;6:4,1
8,119,13;14,13:14;14:13,1
9,119,20;21,20:21;21:20,1
10,119,4,,3
