start_id,end_id,bond_id,bond_features
515,516,1110,1
516,515,1111,1
516,517,1112,2
517,512,1113,1
517,516,1114,2
518,511,1115,1
518,519,1116,2
519,509,1117,1
519,518,1118,2
520,503,1119,1
520,507,1120,1
520,521,1121,2
521,500,1122,1
521,520,1123,2
522,523,1124,1
523,522,1125,1
523,524,1126,1
524,523,1127,1
524,525,1128,1
525,524,1129,1
525,526,1130,2
525,548,1131,1
526,525,1132,2
526,527,1133,1
527,526,1134,1
527,528,1135,2
528,527,1136,2
528,529,1137,1
528,547,1138,1
529,528,1139,1
529,530,1140,2
529,546,1141,1
530,529,1142,2
530,531,1143,1
531,530,1144,1
531,532,1145,1
531,545,1146,2
532,531,1147,1
532,533,1148,1
533,532,1149,1
533,534,1150,1
533,544,1151,1
534,533,1152,1
534,535,1153,1
535,534,1154,1
535,536,1155,1
536,535,1156,1
536,537,1157,1
536,543,1158,1
537,536,1159,1
537,538,1160,2
537,542,1161,1
538,537,1162,2
538,539,1163,1
539,538,1164,1
539,540,1165,2
540,539,1166,2
540,541,1167,1
541,540,1168,1
541,542,1169,2
542,537,1170,1
542,541,1171,2
543,536,1172,1
543,544,1173,1
544,533,1174,1
544,543,1175,1
545,531,1176,2
545,546,1177,1
546,529,1178,1
546,545,1179,1
547,528,1180,1
547,548,1181,2
548,525,1182,1
548,547,1183,2
548,549,1184,1
549,548,1185,1
549,550,1186,1
550,549,1187,1
551,552,1188,2
552,551,1189,2
552,553,1190,1
552,559,1191,1
553,552,1192,1
553,554,1193,2
553,558,1194,1
554,553,1195,2
554,555,1196,1
555,554,1197,1
555,556,1198,2
556,555,1199,2
556,557,1200,1
557,556,1201,1
557,558,1202,2
558,553,1203,1
558,557,1204,2
559,552,1205,1
559,560,1206,2
559,581,1207,1
560,559,1208,2
560,561,1209,1
561,560,1210,1
561,562,1211,1
561,568,1212,1
562,561,1213,1
562,563,1214,2
562,567,1215,1
563,562,1216,2
563,564,1217,1
564,563,1218,1
564,565,1219,2
565,564,1220,2
565,566,1221,1
566,565,1222,1
566,567,1223,2
567,562,1224,1
567,566,1225,2
568,561,1226,1
568,569,1227,1
568,581,1228,1
569,568,1229,1
569,570,1230,2
569,571,1231,1
570,569,1232,2
571,569,1233,1
571,572,1234,1
571,579,1235,1
572,571,1236,1
572,573,1237,2
572,578,1238,1
573,572,1239,2
573,574,1240,1
574,573,1241,1
574,575,1242,2
575,574,1243,2
575,576,1244,1
575,577,1245,1
576,575,1246,1
577,575,1247,1
577,578,1248,2
578,572,1249,1
578,577,1250,2
579,571,1251,1
579,580,1252,2
579,581,1253,1
580,579,1254,2
581,559,1255,1
581,568,1256,1
581,579,1257,1
582,583,1258,1
583,582,1259,1
583,584,1260,1
584,583,1261,1
584,585,1262,1
584,586,1263,1
585,584,1264,1
586,584,1265,1
586,587,1266,1
587,586,1267,1
587,588,1268,2
587,589,1269,1
588,587,1270,2
589,587,1271,1
589,590,1272,1
590,589,1273,1
590,591,1274,1
591,590,1275,1
591,592,1276,1
592,591,1277,1
592,593,1278,2
592,594,1279,1
593,592,1280,2
594,592,1281,1
594,595,1282,1
595,594,1283,1
595,596,1284,1
595,597,1285,1
596,595,1286,1
597,595,1287,1
597,598,1288,1
597,599,1289,1
598,597,1290,1
599,597,1291,1
600,601,1292,1
601,600,1293,1
601,602,1294,1
602,601,1295,1
602,603,1296,1
603,602,1297,1
603,604,1298,2
603,605,1299,1
604,603,1300,2
605,603,1301,1
605,606,1302,1
606,605,1303,1
606,607,1304,1
607,606,1305,1
607,608,1306,2
607,609,1307,1
608,607,1308,2
609,607,1309,1
609,610,1310,2
609,614,1311,1
610,609,1312,2
610,611,1313,1
611,610,1314,1
611,612,1315,2
612,611,1316,2
612,613,1317,1
613,612,1318,1
613,614,1319,2
614,609,1320,1
614,613,1321,2
614,615,1322,1
615,614,1323,1
615,616,1324,1
616,615,1325,1
616,617,1326,1
617,616,1327,1
617,618,1328,2
617,622,1329,1
618,617,1330,2
618,619,1331,1
618,620,1332,1
619,618,1333,1
620,618,1334,1
620,621,1335,1
621,620,1336,1
621,622,1337,2
622,617,1338,1
622,621,1339,2
622,623,1340,1
623,622,1341,1
624,625,1342,1
625,624,1343,1
625,626,1344,2
625,627,1345,1
626,625,1346,2
627,625,1347,1
627,628,1348,1
628,627,1349,1
628,629,1350,1
629,628,1351,1
629,630,1352,1
630,629,1353,1
630,631,1354,1
631,630,1355,1
631,632,1356,2
631,633,1357,1
632,631,1358,2
633,631,1359,1
633,634,1360,1
634,633,1361,1
634,635,1362,1
634,639,1363,1
635,634,1364,1
635,636,1365,1
636,635,1366,1
636,637,1367,1
637,636,1368,1
637,638,1369,1
638,637,1370,1
638,639,1371,1
639,634,1372,1
639,638,1373,1
639,640,1374,1
640,639,1375,1
640,641,1376,1
640,642,1377,1
640,643,1378,1
641,640,1379,1
642,640,1380,1
643,640,1381,1
644,645,1382,2
645,644,1383,2
645,646,1384,1
646,645,1385,1
646,647,1386,2
646,659,1387,1
647,646,1388,2
647,648,1389,1
648,647,1390,1
648,649,1391,2
649,648,1392,2
649,650,1393,1
649,658,1394,1
650,649,1395,1
650,651,1396,1
651,650,1397,1
651,652,1398,1
652,651,1399,1
652,653,1400,1
653,652,1401,1
653,654,1402,2
653,657,1403,1
654,653,1404,2
654,655,1405,1
655,654,1406,1
655,656,1407,1
656,655,1408,1
656,657,1409,2
657,653,1410,1
657,656,1411,2
658,649,1412,1
658,659,1413,2
659,646,1414,1
659,658,1415,2
660,661,1416,1
661,660,1417,1
661,662,1418,2
661,663,1419,2
661,664,1420,1
662,661,1421,2
663,661,1422,2
664,661,1423,1
664,665,1424,2
664,690,1425,1
665,664,1426,2
665,666,1427,1
666,665,1428,1
666,667,1429,2
667,666,1430,2
667,668,1431,1
667,689,1432,1
668,667,1433,1
668,669,1434,2
668,673,1435,1
669,668,1436,2
669,670,1437,1
670,669,1438,1
670,671,1439,2
671,670,1440,2
671,672,1441,1
672,671,1442,1
672,673,1443,2
672,688,1444,1
673,668,1445,1
673,672,1446,2
673,674,1447,1
674,673,1448,1
674,675,1449,1
675,674,1450,1
675,676,1451,1
675,688,1452,1
676,675,1453,1
676,677,1454,1
677,676,1455,1
677,678,1456,1
678,677,1457,1
678,679,1458,2
678,680,1459,1
679,678,1460,2
680,678,1461,1
680,681,1462,1
681,680,1463,1
681,682,1464,2
681,687,1465,1
682,681,1466,2
682,683,1467,1
683,682,1468,1
683,684,1469,2
684,683,1470,2
684,685,1471,1
684,686,1472,1
685,684,1473,1
686,684,1474,1
686,687,1475,2
687,681,1476,1
687,686,1477,2
688,672,1478,1
688,675,1479,1
689,667,1480,1
689,690,1481,2
690,664,1482,1
690,689,1483,2
691,692,1484,1
692,691,1485,1
692,693,1486,1
693,692,1487,1
693,694,1488,2
693,695,1489,1
694,693,1490,2
695,693,1491,1
695,696,1492,1
696,695,1493,1
696,697,1494,2
696,716,1495,1
697,696,1496,2
697,698,1497,1
698,697,1498,1
698,699,1499,2
699,698,1500,2
699,700,1501,1
699,701,1502,1
700,699,1503,1
701,699,1504,1
701,702,1505,1
701,716,1506,2
702,701,1507,1
702,703,1508,1
703,702,1509,1
703,704,1510,1
704,703,1511,1
704,705,1512,2
704,706,1513,1
705,704,1514,2
706,704,1515,1
706,707,1516,1
707,706,1517,1
707,708,1518,1
707,709,1519,1
708,707,1520,1
709,707,1521,1
709,710,1522,2
709,715,1523,1
710,709,1524,2
710,711,1525,1
711,710,1526,1
711,712,1527,2
712,711,1528,2
712,713,1529,1
712,714,1530,1
713,712,1531,1
714,712,1532,1
714,715,1533,2
715,709,1534,1
715,714,1535,2
716,696,1536,1
716,701,1537,2
717,718,1538,1
718,717,1539,1
718,719,1540,2
718,749,1541,1
719,718,1542,2
719,720,1543,1
720,719,1544,1
720,721,1545,2
721,720,1546,2
721,722,1547,1
721,748,1548,1
722,721,1549,1
722,723,1550,1
723,722,1551,1
723,724,1552,1
724,723,1553,1
724,725,1554,2
724,726,1555,1
725,724,1556,2
726,724,1557,1
726,727,1558,2
726,747,1559,1
727,726,1560,2
727,728,1561,1
727,745,1562,1
728,727,1563,1
728,729,1564,2
728,730,1565,1
729,728,1566,2
730,728,1567,1
730,731,1568,1
730,734,1569,1
731,730,1570,1
731,732,1571,1
731,733,1572,1
732,731,1573,1
732,733,1574,1
733,731,1575,1
733,732,1576,1
734,730,1577,1
734,735,1578,1
734,736,1579,1
734,744,1580,1
735,734,1581,1
736,734,1582,1
736,737,1583,2
736,738,1584,1
737,736,1585,2
738,736,1586,1
738,739,1587,1
739,738,1588,1
739,740,1589,1
739,743,1590,1
740,739,1591,1
740,741,1592,1
741,740,1593,1
741,742,1594,1
742,741,1595,1
742,743,1596,1
743,739,1597,1
743,742,1598,1
744,734,1599,1
744,745,1600,1
745,727,1601,1
745,744,1602,1
745,746,1603,1
746,745,1604,1
746,747,1605,2
747,726,1606,1
747,746,1607,2
748,721,1608,1
748,749,1609,2
749,718,1610,1
749,748,1611,2
750,751,1612,1
751,750,1613,1
751,752,1614,1
751,771,1615,1
752,751,1616,1
752,753,1617,2
753,752,1618,2
753,754,1619,1
754,753,1620,1
754,755,1621,1
754,771,1622,2
755,754,1623,1
755,756,1624,2
755,757,1625,2
755,758,1626,1
756,755,1627,2
757,755,1628,2
758,755,1629,1
758,759,1630,1
758,770,1631,1
759,758,1632,1
759,760,1633,1
760,759,1634,1
760,761,1635,1
761,760,1636,1
761,762,1637,1
761,769,1638,1
762,761,1639,1
762,763,1640,2
762,764,1641,1
763,762,1642,2
764,762,1643,1
764,765,1644,1
764,768,1645,1
765,764,1646,1
765,766,1647,1
766,765,1648,1
766,767,1649,1
767,766,1650,1
767,768,1651,1
768,764,1652,1
768,767,1653,1
769,761,1654,1
769,770,1655,1
770,758,1656,1
770,769,1657,1
771,751,1658,1
771,754,1659,2
772,773,1660,1
773,772,1661,1
773,774,1662,2
773,793,1663,1
774,773,1664,2
774,775,1665,1
775,774,1666,1
775,776,1667,2
776,775,1668,2
776,777,1669,1
777,776,1670,1
777,778,1671,1
777,793,1672,2
778,777,1673,1
778,779,1674,2
778,780,1675,1
779,778,1676,2
780,778,1677,1
780,781,1678,1
781,780,1679,1
781,782,1680,1
781,792,1681,1
782,781,1682,1
782,783,1683,1
783,782,1684,1
783,784,1685,1
784,783,1686,1
784,785,1687,1
785,784,1688,1
785,786,1689,1
785,792,1690,1
786,785,1691,1
786,787,1692,2
786,791,1693,1
787,786,1694,2
787,788,1695,1
788,787,1696,1
788,789,1697,2
789,788,1698,2
789,790,1699,1
790,789,1700,1
790,791,1701,2
791,786,1702,1
791,790,1703,2
792,781,1704,1
792,785,1705,1
793,773,1706,1
793,777,1707,2
794,795,1708,1
795,794,1709,1
795,796,1710,2
795,800,1711,1
796,795,1712,2
796,797,1713,1
797,796,1714,1
797,798,1715,2
798,797,1716,2
798,799,1717,1
798,800,1718,1
799,798,1719,1
800,795,1720,1
800,798,1721,1
800,801,1722,1
801,800,1723,1
801,802,1724,2
801,821,1725,1
802,801,1726,2
802,803,1727,1
803,802,1728,1
803,804,1729,2
804,803,1730,2
804,805,1731,1
804,806,1732,1
805,804,1733,1
806,804,1734,1
806,807,1735,1
806,821,1736,2
807,806,1737,1
807,808,1738,2
807,809,1739,1
808,807,1740,2
809,807,1741,1
809,810,1742,1
810,809,1743,1
810,811,1744,2
811,810,1745,2
811,812,1746,1
812,811,1747,1
812,813,1748,2
812,819,1749,1
813,812,1750,2
813,814,1751,1
814,813,1752,1
814,815,1753,1
814,816,1754,2
815,814,1755,1
816,814,1756,2
816,817,1757,1
817,816,1758,1
817,818,1759,1
817,819,1760,2
818,817,1761,1
819,812,1762,1
819,817,1763,2
819,820,1764,1
820,819,1765,1
821,801,1766,1
821,806,1767,2
822,823,1768,1
823,822,1769,1
823,824,1770,1
823,831,1771,1
824,823,1772,1
824,825,1773,1
825,824,1774,1
825,826,1775,2
825,830,1776,1
826,825,1777,2
826,827,1778,1
827,826,1779,1
827,828,1780,2
828,827,1781,2
828,829,1782,1
829,828,1783,1
829,830,1784,2
830,825,1785,1
830,829,1786,2
830,831,1787,1
831,823,1788,1
831,830,1789,1
831,832,1790,1
832,831,1791,1
832,833,1792,2
832,834,1793,2
832,835,1794,1
833,832,1795,2
834,832,1796,2
835,832,1797,1
835,836,1798,1
836,835,1799,1
836,837,1800,1
837,836,1801,1
837,838,1802,1
838,837,1803,1
838,839,1804,2
838,840,1805,1
839,838,1806,2
840,838,1807,1
840,841,1808,2
840,847,1809,1
841,840,1810,2
841,842,1811,1
842,841,1812,1
842,843,1813,2
843,842,1814,2
843,844,1815,1
843,845,1816,1
844,843,1817,1
845,843,1818,1
845,846,1819,1
845,847,1820,2
846,845,1821,1
847,840,1822,1
847,845,1823,2
848,849,1824,1
849,848,1825,1
849,850,1826,1
850,849,1827,1
850,851,1828,1
851,850,1829,1
851,852,1830,1
851,853,1831,1
852,851,1832,1
853,851,1833,1
853,854,1834,1
854,853,1835,1
854,855,1836,1
855,854,1837,1
855,856,1838,2
855,857,1839,1
856,855,1840,2
857,855,1841,1
857,858,1842,1
858,857,1843,1
858,859,1844,1
858,862,1845,1
859,858,1846,1
859,860,1847,1
860,859,1848,1
860,861,1849,1
861,860,1850,1
861,862,1851,1
862,858,1852,1
862,861,1853,1
862,863,1854,1
863,862,1855,1
863,864,1856,2
863,869,1857,1
864,863,1858,2
864,865,1859,1
865,864,1860,1
865,866,1861,2
866,865,1862,2
866,867,1863,1
866,868,1864,1
867,866,1865,1
868,866,1866,1
868,869,1867,2
869,863,1868,1
869,868,1869,2
870,871,1870,1
871,870,1871,1
871,872,1872,1
872,871,1873,1
872,873,1874,1
873,872,1875,1
873,874,1876,2
873,875,1877,1
874,873,1878,2
875,873,1879,1
875,876,1880,1
876,875,1881,1
876,877,1882,2
876,894,1883,1
877,876,1884,2
877,878,1885,1
878,877,1886,1
878,879,1887,2
879,878,1888,2
879,880,1889,1
880,879,1890,1
880,881,1891,1
880,894,1892,2
881,880,1893,1
881,882,1894,2
881,883,1895,1
882,881,1896,2
883,881,1897,1
883,884,1898,1
883,893,1899,1
884,883,1900,1
884,885,1901,1
885,884,1902,1
885,886,1903,1
886,885,1904,1
886,887,1905,1
887,886,1906,1
887,888,1907,1
887,893,1908,1
888,887,1909,1
888,889,1910,2
888,890,1911,1
889,888,1912,2
890,888,1913,1
890,891,1914,1
891,890,1915,1
891,892,1916,1
892,891,1917,1
893,883,1918,1
893,887,1919,1
894,876,1920,1
894,880,1921,2
895,896,1922,1
896,895,1923,1
896,897,1924,2
896,910,1925,1
897,896,1926,2
897,898,1927,1
898,897,1928,1
898,899,1929,2
899,898,1930,2
899,900,1931,1
900,899,1932,1
900,901,1933,1
900,910,1934,2
901,900,1935,1
901,902,1936,2
901,903,1937,1
902,901,1938,2
903,901,1939,1
903,904,1940,1
904,903,1941,1
904,905,1942,1
905,904,1943,1
905,906,1944,1
906,905,1945,1
906,907,1946,1
907,906,1947,1
907,908,1948,1
907,909,1949,1
908,907,1950,1
909,907,1951,1
910,896,1952,1
910,900,1953,2
910,911,1954,1
911,910,1955,1
911,912,1956,2
911,913,1957,1
912,911,1958,2
913,911,1959,1
914,915,1960,1
915,914,1961,1
915,916,1962,1
916,915,1963,1
916,917,1964,2
916,933,1965,1
917,916,1966,2
917,918,1967,1
918,917,1968,1
918,919,1969,1
918,920,1970,2
919,918,1971,1
920,918,1972,2
920,921,1973,1
920,932,1974,1
921,920,1975,1
921,922,1976,1
921,923,1977,1
922,921,1978,1
923,921,1979,1
923,924,1980,1
924,923,1981,1
924,925,1982,2
924,931,1983,1
925,924,1984,2
925,926,1985,1
926,925,1986,1
926,927,1987,2
927,926,1988,2
927,928,1989,1
927,930,1990,1
928,927,1991,1
928,929,1992,3
929,928,1993,3
930,927,1994,1
930,931,1995,2
931,924,1996,1
931,930,1997,2
932,920,1998,1
932,933,1999,2
933,916,2000,1
933,932,2001,2
933,934,2002,1
934,933,2003,1
934,935,2004,1
935,934,2005,1
