clique_id,atoms,bonds,clique_features
43,65;67,65:67;67:65,1
44,67;68,67:68;68:67,1
45,56,,3
46,65,,3
47,72;73;75;82;97,72:73;72:97;73:72;73:75;75:73;75:82;82:75;82:97;97:72;97:82,0
48,76;77;78;79;80;81,76:77;76:81;77:76;77:78;78:77;78:79;79:78;79:80;80:79;80:81;81:76;81:80,0
49,85;86;87;93;94;96,85:86;85:96;86:85;86:87;87:86;87:93;93:87;93:94;94:93;94:96;96:85;96:94,0
50,87;88;91;92;93,87:88;87:93;88:87;88:91;91:88;91:92;92:91;92:93;93:87;93:92,0
51,71;72,71:72;72:71,1
52,73;74,73:74;74:73,1
53,75;76,75:76;76:75,1
54,82;83,82:83;83:82,1
55,83;84,83:84;84:83,1
56,84;85,84:85;85:84,1
57,88;89,88:89;89:88,1
58,89;90,89:90;90:89,1
59,94;95,94:95;95:94,1
60,106;107;108;109;110;115,106:107;106:115;107:106;107:108;108:107;108:109;109:108;109:110;110:109;110:115;115:106;115:110,0
61,110;111;112;113;114;115,110:111;110:115;111:110;111:112;112:111;112:113;113:112;113:114;114:113;114:115;115:110;115:114,0
62,98;99,98:99;99:98,1
63,99;100,99:100;100:99,1
64,100;101,100:101;101:100,1
65,100;103,100:103;103:100,1
66,100;116,100:116;116:100,1
67,101;102,101:102;102:101,1
68,103;104,103:104;104:103,1
69,103;105,103:105;105:103,1
70,105;106,105:106;106:105,1
71,116;117,116:117;117:116,1
72,116;118,116:118;118:116,1
73,100,,3
74,103,,3
75,116,,3
76,126;127;128;129;135;136,126:127;126:136;127:126;127:128;128:127;128:129;129:128;129:135;135:129;135:136;136:126;136:135,0
77,130;131;132;133;134,130:131;130:134;131:130;131:132;132:131;132:133;133:132;133:134;134:130;134:133,0
78,137;138;139;140;141;142,137:138;137:142;138:137;138:139;139:138;139:140;140:139;140:141;141:140;141:142;142:137;142:141,0
79,119;120,119:120;120:119,1
80,120;121,120:121;121:120,1
81,120;137,120:137;137:120,1
82,121;122,121:122;122:121,1
83,122;123,122:123;123:122,1
84,122;124,122:124;124:122,1
85,124;125,124:125;125:124,1
86,125;126,125:126;126:125,1
87,129;130,129:130;130:129,1
88,142;143,142:143;143:142,1
89,143;144,143:144;144:143,1
90,143;145,143:145;145:143,1
91,143;146,143:146;146:143,1
92,120,,3
93,122,,3
94,143,,3
95,148;149;150;152;154,148:149;148:154;149:148;149:150;150:149;150:152;152:150;152:154;154:148;154:152,0
96,147;148,147:148;148:147,1
97,150;151,150:151;151:150,1
98,152;153,152:153;153:152,1
99,154;155,154:155;155:154,1
100,155;156,155:156;156:155,1
101,156;157,156:157;157:156,1
102,157;158,157:158;158:157,1
103,158;159,158:159;159:158,1
104,158;160,158:160;160:158,1
105,158;161,158:161;161:158,1
106,161;162,161:162;162:161,1
107,162;163,162:163;163:162,1
108,163;164,163:164;164:163,1
109,163;165,163:165;165:163,1
110,158,,3
111,163,,3
112,176;177;178;179;180;181,176:177;176:181;177:176;177:178;178:177;178:179;179:178;179:180;180:179;180:181;181:176;181:180,0
113,166;167,166:167;167:166,1
114,167;168,167:168;168:167,1
115,168;169,168:169;169:168,1
116,169;170,169:170;170:169,1
117,169;171,169:171;171:169,1
118,171;172,171:172;172:171,1
119,171;174,171:174;174:171,1
120,172;173,172:173;173:172,1
121,174;175,174:175;175:174,1
122,174;176,174:176;176:174,1
123,169,,3
124,171,,3
125,174,,3
126,193;194;195;196;203,193:194;193:203;194:193;194:195;195:194;195:196;196:195;196:203;203:193;203:196,0
127,197;198;199;200;201;202,197:198;197:202;198:197;198:199;199:198;199:200;200:199;200:201;201:200;201:202;202:197;202:201,0
128,182;183,182:183;183:182,1
129,183;184,183:184;184:183,1
130,183;185,183:185;185:183,1
131,185;186,185:186;186:185,1
132,185;187,185:187;187:185,1
133,187;188,187:188;188:187,1
134,188;189,188:189;189:188,1
135,189;190,189:190;190:189,1
136,190;191,190:191;191:190,1
137,190;192,190:192;192:190,1
138,192;193,192:193;193:192,1
139,196;197,196:197;197:196,1
140,183,,3
141,185,,3
142,190,,3
143,211;212;213;214;215;216,211:212;211:216;212:211;212:213;213:212;213:214;214:213;214:215;215:214;215:216;216:211;216:215,0
144,217;218;219;220;221,217:218;217:221;218:217;218:219;219:218;219:220;220:219;220:221;221:217;221:220,0
145,204;205,204:205;205:204,1
146,205;206,205:206;206:205,1
147,205;217,205:217;217:205,1
148,206;207,206:207;207:206,1
149,206;208,206:208;208:206,1
150,208;209,208:209;209:208,1
151,209;210,209:210;210:209,1
152,209;211,209:211;211:209,1
153,205,,3
154,206,,3
155,209,,3
156,224;225;226;227;228;244,224:225;224:244;225:224;225:226;226:225;226:227;227:226;227:228;228:227;228:244;244:224;244:228,0
157,235;236;237;238;239;240,235:236;235:240;236:235;236:237;237:236;237:238;238:237;238:239;239:238;239:240;240:235;240:239,0
158,222;223,222:223;223:222,1
159,223;224,223:224;224:223,1
160,228;229,228:229;229:228,1
161,229;230,229:230;230:229,1
162,229;241,229:241;241:229,1
163,230;231,230:231;231:230,1
164,230;232,230:232;232:230,1
165,232;233,232:233;233:232,1
166,233;234,233:234;234:233,1
167,234;235,234:235;235:234,1
168,241;242,241:242;242:241,1
169,241;243,241:243;243:241,1
170,229,,3
171,230,,3
172,241,,3
173,246;247;248;249;250;266,246:247;246:266;247:246;247:248;248:247;248:249;249:248;249:250;250:249;250:266;266:246;266:250,0
174,254;255;256;264;265,254:255;254:265;255:254;255:256;256:255;256:264;264:256;264:265;265:254;265:264,0
175,257;258;259;260;261;262,257:258;257:262;258:257;258:259;259:258;259:260;260:259;260:261;261:260;261:262;262:257;262:261,0
176,245;246,245:246;246:245,1
177,250;251,250:251;251:250,1
178,251;252,251:252;252:251,1
179,251;253,251:253;253:251,1
180,253;254,253:254;254:253,1
181,256;257,256:257;257:256,1
182,262;263,262:263;263:262,1
183,266;267,266:267;267:266,1
184,267;268,267:268;268:267,1
185,251,,3
186,272;273;274;275;277;278,272:273;272:278;273:272;273:274;274:273;274:275;275:274;275:277;277:275;277:278;278:272;278:277,0
187,280;281;282;283;284;285,280:281;280:285;281:280;281:282;282:281;282:283;283:282;283:284;284:283;284:285;285:280;285:284,0
188,269;270,269:270;270:269,1
189,270;271,270:271;271:270,1
190,270;280,270:280;280:270,1
191,271;272,271:272;272:271,1
192,275;276,275:276;276:275,1
193,278;279,278:279;279:278,1
194,270,,3
195,288;289;290;291;292;293,288:289;288:293;289:288;289:290;290:289;290:291;291:290;291:292;292:291;292:293;293:288;293:292,0
196,291;292;294;295;296;297,291:292;291:297;292:291;292:294;294:292;294:295;295:294;295:296;296:295;296:297;297:291;297:296,0
197,300;301;302,300:301;300:302;301:300;301:302;302:300;302:301,0
198,286;287,286:287;287:286,1
199,287;288,287:288;288:287,1
200,297;298,297:298;298:297,1
201,298;299,298:299;299:298,1
202,298;300,298:300;300:298,1
203,298,,3
204,309;310;311;319;320,309:310;309:320;310:309;310:311;311:310;311:319;319:311;319:320;320:309;320:319,0
205,311;312;313;317;318;319,311:312;311:319;312:311;312:313;313:312;313:317;317:313;317:318;318:317;318:319;319:311;319:318,0
206,303;304,303:304;304:303,1
207,304;305,304:305;305:304,1
208,305;306,305:306;306:305,1
209,306;307,306:307;307:306,1
210,306;308,306:308;308:306,1
211,308;309,308:309;309:308,1
212,313;314,313:314;314:313,1
213,314;315,314:315;315:314,1
214,314;316,314:316;316:314,1
215,306,,3
216,314,,3
217,324;325;327;328;329,324:325;324:329;325:324;325:327;327:325;327:328;328:327;328:329;329:324;329:328,0
218,330;331;332;333;334;335,330:331;330:335;331:330;331:332;332:331;332:333;333:332;333:334;334:333;334:335;335:330;335:334,0
219,339;340;343;344;350,339:340;339:350;340:339;340:343;343:340;343:344;344:343;344:350;350:339;350:344,0
220,343;344;345;346;348;349,343:344;343:349;344:343;344:345;345:344;345:346;346:345;346:348;348:346;348:349;349:343;349:348,0
221,321;322,321:322;322:321,1
222,322;323,322:323;323:322,1
223,322;336,322:336;336:322,1
224,323;324,323:324;324:323,1
225,325;326,325:326;326:325,1
226,329;330,329:330;330:329,1
227,336;337,336:337;337:336,1
228,336;338,336:338;338:336,1
229,338;339,338:339;339:338,1
230,340;341,340:341;341:340,1
231,341;342,341:342;342:341,1
232,346;347,346:347;347:346,1
233,322,,3
234,336,,3
235,355;356;357;358;375;376,355:356;355:376;356:355;356:357;357:356;357:358;358:357;358:375;375:358;375:376;376:355;376:375,0
236,359;360;361;362;374,359:360;359:374;360:359;360:361;361:360;361:362;362:361;362:374;374:359;374:362,0
237,362;363;365;372;374,362:363;362:374;363:362;363:365;365:363;365:372;372:365;372:374;374:362;374:372,0
238,366;367;368;369;370;371,366:367;366:371;367:366;367:368;368:367;368:369;369:368;369:370;370:369;370:371;371:366;371:370,0
239,351;352,351:352;352:351,1
240,352;353,352:353;353:352,1
241,353;354,353:354;354:353,1
242,353;355,353:355;355:353,1
243,358;359,358:359;359:358,1
244,363;364,363:364;364:363,1
245,365;366,365:366;366:365,1
246,372;373,372:373;373:372,1
247,353,,3
248,379;380;381;382;383;384,379:380;379:384;380:379;380:381;381:380;381:382;382:381;382:383;383:382;383:384;384:379;384:383,0
249,385;386;387;388;389;390,385:386;385:390;386:385;386:387;387:386;387:388;388:387;388:389;389:388;389:390;390:385;390:389,0
250,388;389;391;394;395,388:389;388:395;389:388;389:391;391:389;391:394;394:391;394:395;395:388;395:394,0
251,397;398;399;400;401;402,397:398;397:402;398:397;398:399;399:398;399:400;400:399;400:401;401:400;401:402;402:397;402:401,0
252,377;378,377:378;378:377,1
253,378;379,378:379;379:378,1
254,378;385,378:385;385:378,1
255,391;392,391:392;392:391,1
256,392;393,392:393;393:392,1
257,395;396,395:396;396:395,1
258,396;397,396:397;397:396,1
259,378,,3
260,408;409;410;420;421;422,408:409;408:422;409:408;409:410;410:409;410:420;420:410;420:421;421:420;421:422;422:408;422:421,0
261,414;415;416;417;419,414:415;414:419;415:414;415:416;416:415;416:417;417:416;417:419;419:414;419:417,0
262,403;404,403:404;404:403,1
263,404;405,404:405;405:404,1
264,405;406,405:406;406:405,1
265,405;407,405:407;407:405,1
266,405;408,405:408;408:405,1
267,410;411,410:411;411:410,1
268,411;412,411:412;412:411,1
269,411;413,411:413;413:411,1
270,413;414,413:414;414:413,1
271,417;418,417:418;418:417,1
272,422;423,422:423;423:422,1
273,405,,3
274,411,,3
275,425;426;427;428;429;430,425:426;425:430;426:425;426:427;427:426;427:428;428:427;428:429;429:428;429:430;430:425;430:429,0
276,439;440;441;442;444;445,439:440;439:445;440:439;440:441;441:440;441:442;442:441;442:444;444:442;444:445;445:439;445:444,0
277,427;428;432;446;447,427:428;427:447;428:427;428:432;432:428;432:446;446:432;446:447;447:427;447:446,0
278,424;425,424:425;425:424,1
279,430;431,430:431;431:430,1
280,432;433,432:433;433:432,1
281,433;434,433:434;434:433,1
282,434;435,434:435;435:434,1
283,434;436,434:436;436:434,1
284,436;437,436:437;437:436,1
285,437;438,437:438;438:437,1
286,438;439,438:439;439:438,1
287,442;443,442:443;443:442,1
288,434,,3
