clique_id,graph_id,atoms,bonds,clique_features
2,5,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
3,5,0;1,0:1;1:0,1
4,5,1;2,1:2;2:1,1
5,5,8;9,8:9;9:8,1
6,5,10;11,10:11;11:10,1
7,5,11;12,11:12;12:11,1
8,5,12;13,12:13;13:12,1
9,5,12;14,12:14;14:12,1
10,5,14;15,14:15;15:14,1
11,5,20;21,20:21;21:20,1
12,5,21;22,21:22;22:21,1
13,5,12,,3
0,6,2;3;4;5;15,2:3;2:15;3:2;3:4;4:3;4:5;5:4;5:15;15:2;15:5,0
1,6,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
2,6,9;10;11;12;13;14,9:10;9:14;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:9;14:13,0
3,6,0;1,0:1;1:0,1
4,6,1;2,1:2;2:1,1
5,6,8;9,8:9;9:8,1
0,7,4;5;6;11;12,4:5;4:12;5:4;5:6;6:5;6:11;11:6;11:12;12:4;12:11,0
1,7,6;7;8;9;10;11,6:7;6:11;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:11;11:6;11:10,0
2,7,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
3,7,0;1,0:1;1:0,1
4,7,1;2,1:2;2:1,1
5,7,2;3,2:3;3:2,1
6,7,2;4,2:4;4:2,1
7,7,12;13,12:13;13:12,1
8,7,13;14,13:14;14:13,1
9,7,13;15,13:15;15:13,1
10,7,13;16,13:16;16:13,1
11,7,2,,3
12,7,13,,3
0,8,2;3;4;5;16;17,2:3;2:17;3:2;3:4;4:3;4:5;5:4;5:16;16:5;16:17;17:2;17:16,0
1,8,6;7;8;14;15,6:7;6:15;7:6;7:8;8:7;8:14;14:8;14:15;15:6;15:14,0
2,8,8;9;10;11;13;14,8:9;8:14;9:8;9:10;10:9;10:11;11:10;11:13;13:11;13:14;14:8;14:13,0
3,8,0;1,0:1;1:0,1
4,8,1;2,1:2;2:1,1
5,8,5;6,5:6;6:5,1
6,8,11;12,11:12;12:11,1
0,9,4;5;6;7;11;12,4:5;4:12;5:4;5:6;6:5;6:7;7:6;7:11;11:7;11:12;12:4;12:11,0
1,9,15;16;17;18;19;20;21;22,15:16;15:22;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:15;22:21,0
2,9,0;1,0:1;1:0,1
3,9,1;2,1:2;2:1,1
4,9,1;14,1:14;14:1,1
5,9,2;3,2:3;3:2,1
6,9,3;4,3:4;4:3,1
7,9,7;8,7:8;8:7,1
8,9,8;9,8:9;9:8,1
9,9,8;10,8:10;10:8,1
10,9,12;13,12:13;13:12,1
11,9,14;15,14:15;15:14,1
12,9,1,,3
13,9,8,,3
0,10,6;7;8;9;10;24;25,6:7;6:25;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:24;24:10;24:25;25:6;25:24,0
1,10,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
2,10,0;1,0:1;1:0,1
3,10,1;2,1:2;2:1,1
4,10,1;3,1:3;3:1,1
5,10,1;4,1:4;4:1,1
6,10,4;5,4:5;5:4,1
7,10,4;6,4:6;6:4,1
8,10,10;11,10:11;11:10,1
9,10,11;12,11:12;12:11,1
10,10,12;13,12:13;13:12,1
11,10,12;14,12:14;14:12,1
12,10,14;15,14:15;15:14,1
13,10,15;16,15:16;16:15,1
14,10,16;17,16:17;17:16,1
15,10,22;23,22:23;23:22,1
16,10,1,,3
17,10,4,,3
18,10,12,,3
0,11,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,11,9;10;11;12;13;20,9:10;9:20;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:20;20:9;20:13,0
2,11,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
3,11,0;1,0:1;1:0,1
4,11,1;2,1:2;2:1,1
5,11,7;8,7:8;8:7,1
6,11,8;9,8:9;9:8,1
7,11,13;14,13:14;14:13,1
8,11,18;19,18:19;19:18,1
0,12,3;4;5;6;7;22,3:4;3:22;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:22;22:3;22:7,0
1,12,9;10;12;19;21,9:10;9:21;10:9;10:12;12:10;12:19;19:12;19:21;21:9;21:19,0
2,12,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
3,12,0;1,0:1;1:0,1
4,12,1;2,1:2;2:1,1
5,12,2;3,2:3;3:2,1
6,12,7;8,7:8;8:7,1
7,12,8;9,8:9;9:8,1
8,12,10;11,10:11;11:10,1
9,12,12;13,12:13;13:12,1
10,12,13;14,13:14;14:13,1
11,12,19;20,19:20;20:19,1
0,13,7;8;9;11;12,7:8;7:12;8:7;8:9;9:8;9:11;11:9;11:12;12:7;12:11,0
1,13,16;17;18;19;20;22,16:17;16:22;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:22;22:16;22:20,0
2,13,0;1,0:1;1:0,1
3,13,1;2,1:2;2:1,1
4,13,2;3,2:3;3:2,1
5,13,2;5,2:5;5:2,1
6,13,3;4,3:4;4:3,1
7,13,5;6,5:6;6:5,1
8,13,5;7,5:7;7:5,1
9,13,9;10,9:10;10:9,1
10,13,12;13,12:13;13:12,1
11,13,13;14,13:14;14:13,1
12,13,13;15,13:15;15:13,1
13,13,15;16,15:16;16:15,1
14,13,20;21,20:21;21:20,1
15,13,2,,3
16,13,5,,3
17,13,13,,3
0,14,1;2;3;5;6,1:2;1:6;2:1;2:3;3:2;3:5;5:3;5:6;6:1;6:5,0
1,14,7;8;9;10;24;25,7:8;7:25;8:7;8:9;9:8;9:10;10:9;10:24;24:10;24:25;25:7;25:24,0
2,14,16;17;18;19;20,16:17;16:20;17:16;17:18;18:17;18:19;19:18;19:20;20:16;20:19,0
3,14,0;1,0:1;1:0,1
4,14,3;4,3:4;4:3,1
5,14,6;7,6:7;7:6,1
6,14,10;11,10:11;11:10,1
7,14,11;12,11:12;12:11,1
8,14,12;13,12:13;13:12,1
9,14,13;14,13:14;14:13,1
10,14,13;15,13:15;15:13,1
11,14,15;16,15:16;16:15,1
12,14,20;21,20:21;21:20,1
13,14,21;22,21:22;22:21,1
14,14,21;23,21:23;23:21,1
15,14,13,,3
16,14,21,,3
0,15,4;5;6;7;8;13,4:5;4:13;5:4;5:6;6:5;6:7;7:6;7:8;8:7;8:13;13:4;13:8,0
1,15,14;15;16;17;26;27,14:15;14:27;15:14;15:16;16:15;16:17;17:16;17:26;26:17;26:27;27:14;27:26,0
2,15,21;22;23;24;25,21:22;21:25;22:21;22:23;23:22;23:24;24:23;24:25;25:21;25:24,0
3,15,0;1,0:1;1:0,1
4,15,1;2,1:2;2:1,1
5,15,1;14,1:14;14:1,1
6,15,2;3,2:3;3:2,1
7,15,3;4,3:4;4:3,1
8,15,8;9,8:9;9:8,1
9,15,9;10,9:10;10:9,1
10,15,9;11,9:11;11:9,1
11,15,9;12,9:12;12:9,1
12,15,17;18,17:18;18:17,1
13,15,18;19,18:19;19:18,1
14,15,18;20,18:20;20:18,1
15,15,18;21,18:21;21:18,1
16,15,1,,3
17,15,9,,3
18,15,18,,3
0,16,1;2;3;4;27;28,1:2;1:28;2:1;2:3;3:2;3:4;4:3;4:27;27:4;27:28;28:1;28:27,0
1,16,5;6;8;9;21,5:6;5:21;6:5;6:8;8:6;8:9;9:8;9:21;21:5;21:9,0
2,16,13;15;16;17;20,13:15;13:20;15:13;15:16;16:15;16:17;17:16;17:20;20:13;20:17,0
3,16,22;23;24;25;26,22:23;22:26;23:22;23:24;24:23;24:25;25:24;25:26;26:22;26:25,0
4,16,0;1,0:1;1:0,1
5,16,4;5,4:5;5:4,1
6,16,6;7,6:7;7:6,1
7,16,9;10,9:10;10:9,1
8,16,10;11,10:11;11:10,1
9,16,10;12,10:12;12:10,1
10,16,12;13,12:13;13:12,1
11,16,13;14,13:14;14:13,1
12,16,17;18,17:18;18:17,1
13,16,17;19,17:19;19:17,1
14,16,21;22,21:22;22:21,1
15,16,10,,3
16,16,13,,3
17,16,17,,3
0,17,1;2;3;4;24;25,1:2;1:25;2:1;2:3;3:2;3:4;4:3;4:24;24:4;24:25;25:1;25:24,0
1,17,9;10;11;16;17;18,9:10;9:18;10:9;10:11;11:10;11:16;16:11;16:17;17:16;17:18;18:9;18:17,0
2,17,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
3,17,19;20;21;22;23,19:20;19:23;20:19;20:21;21:20;21:22;22:21;22:23;23:19;23:22,0
4,17,0;1,0:1;1:0,1
5,17,4;5,4:5;5:4,1
6,17,5;6,5:6;6:5,1
7,17,5;7,5:7;7:5,1
8,17,5;8,5:8;8:5,1
9,17,8;9,8:9;9:8,1
10,17,18;19,18:19;19:18,1
11,17,5,,3
0,18,4;5;6;14;15,4:5;4:15;5:4;5:6;6:5;6:14;14:6;14:15;15:4;15:14,0
1,18,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,18,18;19;20;21;22,18:19;18:22;19:18;19:20;20:19;20:21;21:20;21:22;22:18;22:21,0
3,18,0;1,0:1;1:0,1
4,18,1;2,1:2;2:1,1
5,18,1;16,1:16;16:1,1
6,18,2;3,2:3;3:2,1
7,18,3;4,3:4;4:3,1
8,18,6;7,6:7;7:6,1
9,18,7;8,7:8;8:7,1
10,18,16;17,16:17;17:16,1
11,18,16;18,16:18;18:16,1
12,18,1,,3
13,18,16,,3
0,19,1;2;3;4;16;17,1:2;1:17;2:1;2:3;3:2;3:4;4:3;4:16;16:4;16:17;17:1;17:16,0
1,19,10;11;12;13;14,10:11;10:14;11:10;11:12;12:11;12:13;13:12;13:14;14:10;14:13,0
2,19,0;1,0:1;1:0,1
3,19,4;5,4:5;5:4,1
4,19,5;6,5:6;6:5,1
5,19,6;7,6:7;7:6,1
6,19,7;8,7:8;8:7,1
7,19,7;9,7:9;9:7,1
8,19,9;10,9:10;10:9,1
9,19,14;15,14:15;15:14,1
10,19,7,,3
