clique_id,graph_id,atoms,bonds,clique_features
3,83,14;15;16;17;22,14:15;14:22;15:14;15:16;16:15;16:17;17:16;17:22;22:14;22:17,0
4,83,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
5,83,0;1,0:1;1:0,1
6,83,3;4,3:4;4:3,1
7,83,6;7,6:7;7:6,1
8,83,12;13,12:13;13:12,1
9,83,13;14,13:14;14:13,1
0,84,1;2;3;4;24;26,1:2;1:26;2:1;2:3;3:2;3:4;4:3;4:24;24:4;24:26;26:1;26:24,0
1,84,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,84,5;6;14;15;16,5:6;5:16;6:5;6:14;14:6;14:15;15:14;15:16;16:5;16:15,0
3,84,18;19;20;21;22;23,18:19;18:23;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:23;23:18;23:22,0
4,84,0;1,0:1;1:0,1
5,84,4;5,4:5;5:4,1
6,84,6;7,6:7;7:6,1
7,84,7;8,7:8;8:7,1
8,84,16;17,16:17;17:16,1
9,84,17;18,17:18;18:17,1
10,84,24;25,24:25;25:24,1
0,85,2;3;4;5;6,2:3;2:6;3:2;3:4;4:3;4:5;5:4;5:6;6:2;6:5,0
1,85,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
2,85,0;1,0:1;1:0,1
3,85,1;2,1:2;2:1,1
4,85,6;7,6:7;7:6,1
5,85,7;8,7:8;8:7,1
6,85,8;9,8:9;9:8,1
7,85,9;10,9:10;10:9,1
8,85,9;11,9:11;11:9,1
9,85,11;12,11:12;12:11,1
10,85,12;13,12:13;13:12,1
11,85,13;14,13:14;14:13,1
12,85,13;15,13:15;15:13,1
13,85,20;21,20:21;21:20,1
14,85,21;22,21:22;22:21,1
15,85,9,,3
16,85,13,,3
0,86,4;5;6;8;10;11,4:5;4:11;5:4;5:6;6:5;6:8;8:6;8:10;10:8;10:11;11:4;11:10,0
1,86,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
2,86,0;1,0:1;1:0,1
3,86,1;2,1:2;2:1,1
4,86,2;3,2:3;3:2,1
5,86,2;4,2:4;4:2,1
6,86,6;7,6:7;7:6,1
7,86,8;9,8:9;9:8,1
8,86,11;12,11:12;12:11,1
9,86,12;13,12:13;13:12,1
10,86,2,,3
0,87,9;10;11;12;17;18,9:10;9:18;10:9;10:11;11:10;11:12;12:11;12:17;17:12;17:18;18:9;18:17,0
1,87,12;13;14;16;17,12:13;12:17;13:12;13:14;14:13;14:16;16:14;16:17;17:12;17:16,0
2,87,0;1,0:1;1:0,1
3,87,1;2,1:2;2:1,1
4,87,1;9,1:9;9:1,1
5,87,2;3,2:3;3:2,1
6,87,3;4,3:4;4:3,1
7,87,4;5,4:5;5:4,1
8,87,5;6,5:6;6:5,1
9,87,6;7,6:7;7:6,1
10,87,6;8,6:8;8:6,1
11,87,14;15,14:15;15:14,1
12,87,1,,3
13,87,6,,3
0,88,5;6;13;14;18;19,5:6;5:19;6:5;6:13;13:6;13:14;14:13;14:18;18:14;18:19;19:5;19:18,0
1,88,7;8;9;10;11;12,7:8;7:12;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:12;12:7;12:11,0
2,88,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
3,88,20;21;22;23;26;27,20:21;20:27;21:20;21:22;22:21;22:23;23:22;23:26;26:23;26:27;27:20;27:26,0
4,88,0;1,0:1;1:0,1
5,88,1;2,1:2;2:1,1
6,88,2;3,2:3;3:2,1
7,88,3;4,3:4;4:3,1
8,88,3;5,3:5;5:3,1
9,88,6;7,6:7;7:6,1
10,88,19;20,19:20;20:19,1
11,88,23;24,23:24;24:23,1
12,88,24;25,24:25;25:24,1
13,88,3,,3
0,89,1;2;3;18;19;20,1:2;1:20;2:1;2:3;3:2;3:18;18:3;18:19;19:18;19:20;20:1;20:19,0
1,89,9;10;11;12;17,9:10;9:17;10:9;10:11;11:10;11:12;12:11;12:17;17:9;17:12,0
2,89,0;1,0:1;1:0,1
3,89,3;4,3:4;4:3,1
4,89,4;5,4:5;5:4,1
5,89,5;6,5:6;6:5,1
6,89,5;7,5:7;7:5,1
7,89,7;8,7:8;8:7,1
8,89,8;9,8:9;9:8,1
9,89,12;13,12:13;13:12,1
10,89,13;14,13:14;14:13,1
11,89,13;15,13:15;15:13,1
12,89,13;16,13:16;16:13,1
13,89,20;21,20:21;21:20,1
14,89,5,,3
15,89,13,,3
0,90,2;3;8;16;17;19,2:3;2:19;3:2;3:8;8:3;8:16;16:8;16:17;17:16;17:19;19:2;19:17,0
1,90,9;10;11;12;13;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:15;15:9;15:13,0
2,90,0;1,0:1;1:0,1
3,90,1;2,1:2;2:1,1
4,90,3;4,3:4;4:3,1
5,90,4;5,4:5;5:4,1
6,90,4;6,4:6;6:4,1
7,90,6;7,6:7;7:6,1
8,90,8;9,8:9;9:8,1
9,90,13;14,13:14;14:13,1
10,90,17;18,17:18;18:17,1
11,90,4,,3
0,91,2;3;4;5;18;19,2:3;2:19;3:2;3:4;4:3;4:5;5:4;5:18;18:5;18:19;19:2;19:18,0
1,91,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
2,91,0;1,0:1;1:0,1
3,91,1;2,1:2;2:1,1
4,91,5;6,5:6;6:5,1
5,91,6;7,6:7;7:6,1
6,91,7;8,7:8;8:7,1
7,91,7;9,7:9;9:7,1
8,91,7;10,7:10;10:7,1
9,91,10;11,10:11;11:10,1
10,91,11;12,11:12;12:11,1
11,91,7,,3
0,92,2;3;4;25;26,2:3;2:26;3:2;3:4;4:3;4:25;25:4;25:26;26:2;26:25,0
1,92,7;8;9;10;23;24,7:8;7:24;8:7;8:9;9:8;9:10;10:9;10:23;23:10;23:24;24:7;24:23,0
2,92,11;12;13;14;21,11:12;11:21;12:11;12:13;13:12;13:14;14:13;14:21;21:11;21:14,0
3,92,16;17;18;19;20,16:17;16:20;17:16;17:18;18:17;18:19;19:18;19:20;20:16;20:19,0
4,92,0;1,0:1;1:0,1
5,92,1;2,1:2;2:1,1
6,92,4;5,4:5;5:4,1
7,92,5;6,5:6;6:5,1
8,92,5;7,5:7;7:5,1
9,92,10;11,10:11;11:10,1
10,92,14;15,14:15;15:14,1
11,92,15;16,15:16;16:15,1
12,92,21;22,21:22;22:21,1
13,92,5,,3
0,93,1;2;3;4;8;9,1:2;1:9;2:1;2:3;3:2;3:4;4:3;4:8;8:4;8:9;9:1;9:8,0
1,93,12;13;14;15;16,12:13;12:16;13:12;13:14;14:13;14:15;15:14;15:16;16:12;16:15,0
2,93,0;1,0:1;1:0,1
3,93,4;5,4:5;5:4,1
4,93,5;6,5:6;6:5,1
5,93,5;7,5:7;7:5,1
6,93,9;10,9:10;10:9,1
7,93,10;11,10:11;11:10,1
8,93,10;12,10:12;12:10,1
9,93,5,,3
10,93,10,,3
0,94,1;2;3;4;5,1:2;1:5;2:1;2:3;3:2;3:4;4:3;4:5;5:1;5:4,0
1,94,6;7;8;9;10,6:7;6:10;7:6;7:8;8:7;8:9;9:8;9:10;10:6;10:9,0
2,94,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
3,94,0;1,0:1;1:0,1
4,94,5;6,5:6;6:5,1
5,94,10;11,10:11;11:10,1
0,95,4;5;6;7;19;20,4:5;4:20;5:4;5:6;6:5;6:7;7:6;7:19;19:7;19:20;20:4;20:19,0
1,95,13;14;15;16;17;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:13;18:17,0
2,95,0;1,0:1;1:0,1
3,95,1;2,1:2;2:1,1
4,95,1;3,1:3;3:1,1
5,95,3;4,3:4;4:3,1
6,95,7;8,7:8;8:7,1
7,95,8;9,8:9;9:8,1
8,95,8;10,8:10;10:8,1
9,95,10;11,10:11;11:10,1
10,95,11;12,11:12;12:11,1
11,95,11;13,11:13;13:11,1
12,95,1,,3
13,95,8,,3
14,95,11,,3
0,96,10;11;12;13;17;18,10:11;10:18;11:10;11:12;12:11;12:13;13:12;13:17;17:13;17:18;18:10;18:17,0
1,96,0;1,0:1;1:0,1
2,96,1;2,1:2;2:1,1
3,96,2;3,2:3;3:2,1
4,96,3;4,3:4;4:3,1
5,96,4;5,4:5;5:4,1
6,96,4;6,4:6;6:4,1
7,96,6;7,6:7;7:6,1
8,96,6;9,6:9;9:6,1
9,96,7;8,7:8;8:7,1
10,96,9;10,9:10;10:9,1
11,96,13;14,13:14;14:13,1
12,96,14;15,14:15;15:14,1
13,96,15;16,15:16;16:15,1
14,96,4,,3
15,96,6,,3
0,97,3;4;5;10;11;12,3:4;3:12;4:3;4:5;5:4;5:10;10:5;10:11;11:10;11:12;12:3;12:11,0
1,97,5;6;7;8;9;10,5:6;5:10;6:5;6:7;7:6;7:8;8:7;8:9;9:8;9:10;10:5;10:9,0
2,97,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
3,97,0;1,0:1;1:0,1
4,97,1;2,1:2;2:1,1
5,97,1;14,1:14;14:1,1
6,97,2;3,2:3;3:2,1
7,97,12;13,12:13;13:12,1
8,97,14;15,14:15;15:14,1
9,97,14;16,14:16;16:14,1
10,97,1,,3
11,97,14,,3
0,98,1;3;4;5;6,1:3;1:6;3:1;3:4;4:3;4:5;5:4;5:6;6:1;6:5,0
1,98,8;9;10;11;15;16,8:9;8:16;9:8;9:10;10:9;10:11;11:10;11:15;15:11;15:16;16:8;16:15,0
2,98,0;1,0:1;1:0,1
3,98,1;2,1:2;2:1,1
4,98,6;7,6:7;7:6,1
5,98,7;8,7:8;8:7,1
6,98,11;12,11:12;12:11,1
7,98,12;13,12:13;13:12,1
8,98,12;14,12:14;14:12,1
9,98,16;17,16:17;17:16,1
10,98,1,,3
11,98,12,,3
0,99,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,99,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
2,99,0;1,0:1;1:0,1
3,99,1;2,1:2;2:1,1
4,99,7;8,7:8;8:7,1
5,99,8;9,8:9;9:8,1
6,99,9;10,9:10;10:9,1
7,99,9;11,9:11;11:9,1
8,99,11;12,11:12;12:11,1
9,99,9,,3
