clique_id,graph_id,atoms,bonds,clique_features
4,226,3;4,3:4;4:3,1
5,226,3;5,3:5;5:3,1
6,226,5;6,5:6;6:5,1
7,226,6;7,6:7;7:6,1
8,226,6;8,6:8;8:6,1
9,226,8;9,8:9;9:8,1
10,226,9;10,9:10;10:9,1
11,226,9;13,9:13;13:9,1
12,226,10;11,10:11;11:10,1
13,226,10;12,10:12;12:10,1
14,226,3,,3
15,226,6,,3
16,226,9,,3
17,226,10,,3
0,227,1;2;3;4;5;6,1:2;1:6;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:6;6:1;6:5,0
1,227,8;9;10;11;12,8:9;8:12;9:8;9:10;10:9;10:11;11:10;11:12;12:8;12:11,0
2,227,13;14;15;16;17;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:13;18:17,0
3,227,19;20;21;22;29;30,19:20;19:30;20:19;20:21;21:20;21:22;22:21;22:29;29:22;29:30;30:19;30:29,0
4,227,23;24;25;26;27;28,23:24;23:28;24:23;24:25;25:24;25:26;26:25;26:27;27:26;27:28;28:23;28:27,0
5,227,0;1,0:1;1:0,1
6,227,6;7,6:7;7:6,1
7,227,7;8,7:8;8:7,1
8,227,7;19,7:19;19:7,1
9,227,12;13,12:13;13:12,1
10,227,22;23,22:23;23:22,1
11,227,7,,3
0,228,3;4;5;6;8;9,3:4;3:9;4:3;4:5;5:4;5:6;6:5;6:8;8:6;8:9;9:3;9:8,0
1,228,10;11;12;13;16,10:11;10:16;11:10;11:12;12:11;12:13;13:12;13:16;16:10;16:13,0
2,228,0;1,0:1;1:0,1
3,228,1;2,1:2;2:1,1
4,228,2;3,2:3;3:2,1
5,228,2;10,2:10;10:2,1
6,228,6;7,6:7;7:6,1
7,228,13;14,13:14;14:13,1
8,228,13;15,13:15;15:13,1
9,228,2,,3
10,228,13,,3
0,229,5;6;7;8;9;27,5:6;5:27;6:5;6:7;7:6;7:8;8:7;8:9;9:8;9:27;27:5;27:9,0
1,229,10;11;12;13;14;25,10:11;10:25;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:25;25:10;25:14,0
2,229,19;20;21;22;23;24,19:20;19:24;20:19;20:21;21:20;21:22;22:21;22:23;23:22;23:24;24:19;24:23,0
3,229,0;1,0:1;1:0,1
4,229,1;2,1:2;2:1,1
5,229,2;3,2:3;3:2,1
6,229,3;4,3:4;4:3,1
7,229,3;5,3:5;5:3,1
8,229,9;10,9:10;10:9,1
9,229,14;15,14:15;15:14,1
10,229,15;16,15:16;16:15,1
11,229,16;17,16:17;17:16,1
12,229,17;18,17:18;18:17,1
13,229,17;19,17:19;19:17,1
14,229,25;26,25:26;26:25,1
15,229,3,,3
16,229,17,,3
0,230,11;12;13;14;15,11:12;11:15;12:11;12:13;13:12;13:14;14:13;14:15;15:11;15:14,0
1,230,3;4;5;6;8;9,3:4;3:9;4:3;4:5;5:4;5:6;6:5;6:8;8:6;8:9;9:3;9:8,0
2,230,18;19;20;21;22;23;24;25;26;27,18:19;18:26;18:27;19:18;19:20;20:19;20:21;20:25;21:20;21:22;22:21;22:23;22:27;23:22;23:24;24:23;24:25;24:26;25:20;25:24;26:18;26:24;27:18;27:22,2
3,230,0;1,0:1;1:0,1
4,230,1;2,1:2;2:1,1
5,230,1;11,1:11;11:1,1
6,230,2;3,2:3;3:2,1
7,230,6;7,6:7;7:6,1
8,230,9;10,9:10;10:9,1
9,230,15;16,15:16;16:15,1
10,230,16;17,16:17;17:16,1
11,230,16;18,16:18;18:16,1
12,230,1,,3
13,230,16,,3
0,231,1;2;3;4;20;22,1:2;1:22;2:1;2:3;3:2;3:4;4:3;4:20;20:4;20:22;22:1;22:20,0
1,231,12;13;14;15;17;19,12:13;12:19;13:12;13:14;14:13;14:15;15:14;15:17;17:15;17:19;19:12;19:17,0
2,231,0;1,0:1;1:0,1
3,231,4;5,4:5;5:4,1
4,231,5;6,5:6;6:5,1
5,231,6;7,6:7;7:6,1
6,231,6;8,6:8;8:6,1
7,231,8;9,8:9;9:8,1
8,231,8;10,8:10;10:8,1
9,231,10;11,10:11;11:10,1
10,231,11;12,11:12;12:11,1
11,231,15;16,15:16;16:15,1
12,231,17;18,17:18;18:17,1
13,231,20;21,20:21;21:20,1
14,231,6,,3
15,231,8,,3
0,232,10;11;12;15;18;19,10:11;10:19;11:10;11:12;12:11;12:15;15:12;15:18;18:15;18:19;19:10;19:18,0
1,232,0;1,0:1;1:0,1
2,232,1;2,1:2;2:1,1
3,232,2;3,2:3;3:2,1
4,232,2;4,2:4;4:2,1
5,232,4;5,4:5;5:4,1
6,232,4;6,4:6;6:4,1
7,232,6;7,6:7;7:6,1
8,232,6;8,6:8;8:6,1
9,232,8;9,8:9;9:8,1
10,232,9;10,9:10;10:9,1
11,232,12;13,12:13;13:12,1
12,232,13;14,13:14;14:13,1
13,232,15;16,15:16;16:15,1
14,232,16;17,16:17;17:16,1
15,232,19;20,19:20;20:19,1
16,232,2,,3
17,232,4,,3
18,232,6,,3
0,233,1;2;3;4;17;18,1:2;1:18;2:1;2:3;3:2;3:4;4:3;4:17;17:4;17:18;18:1;18:17,0
1,233,8;9;10;11;12,8:9;8:12;9:8;9:10;10:9;10:11;11:10;11:12;12:8;12:11,0
2,233,7;13;14;15;16,7:13;7:16;13:7;13:14;14:13;14:15;15:14;15:16;16:7;16:15,0
3,233,0;1,0:1;1:0,1
4,233,4;5,4:5;5:4,1
5,233,5;6,5:6;6:5,1
6,233,5;7,5:7;7:5,1
7,233,7;8,7:8;8:7,1
8,233,18;19,18:19;19:18,1
9,233,5,,3
10,233,7,,3
0,234,3;4;5;6;7;19,3:4;3:19;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:19;19:3;19:7,0
1,234,10;11;12;17;18,10:11;10:18;11:10;11:12;12:11;12:17;17:12;17:18;18:10;18:17,0
2,234,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
3,234,0;1,0:1;1:0,1
4,234,1;2,1:2;2:1,1
5,234,1;3,1:3;3:1,1
6,234,7;8,7:8;8:7,1
7,234,8;9,8:9;9:8,1
8,234,9;10,9:10;10:9,1
9,234,1,,3
0,235,2;3;5;6;7;19,2:3;2:19;3:2;3:5;5:3;5:6;6:5;6:7;7:6;7:19;19:2;19:7,0
1,235,12;13;14;15;17;18,12:13;12:18;13:12;13:14;14:13;14:15;15:14;15:17;17:15;17:18;18:12;18:17,0
2,235,0;1,0:1;1:0,1
3,235,1;2,1:2;2:1,1
4,235,3;4,3:4;4:3,1
5,235,7;8,7:8;8:7,1
6,235,8;9,8:9;9:8,1
7,235,9;10,9:10;10:9,1
8,235,9;11,9:11;11:9,1
9,235,11;12,11:12;12:11,1
10,235,15;16,15:16;16:15,1
11,235,19;20,19:20;20:19,1
12,235,9,,3
0,236,3;4;5;20;21;22,3:4;3:22;4:3;4:5;5:4;5:20;20:5;20:21;21:20;21:22;22:3;22:21,0
1,236,9;10;11;12;13;18,9:10;9:18;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:18;18:9;18:13,0
2,236,0;1,0:1;1:0,1
3,236,1;2,1:2;2:1,1
4,236,2;3,2:3;3:2,1
5,236,5;6,5:6;6:5,1
6,236,6;7,6:7;7:6,1
7,236,6;8,6:8;8:6,1
8,236,8;9,8:9;9:8,1
9,236,13;14,13:14;14:13,1
10,236,14;15,14:15;15:14,1
11,236,14;16,14:16;16:14,1
12,236,14;17,14:17;17:14,1
13,236,18;19,18:19;19:18,1
14,236,6,,3
15,236,14,,3
0,237,3;4;5;6;12,3:4;3:12;4:3;4:5;5:4;5:6;6:5;6:12;12:3;12:6,0
1,237,7;8;9;10;11,7:8;7:11;8:7;8:9;9:8;9:10;10:9;10:11;11:7;11:10,0
2,237,16;17;18;26;27;28,16:17;16:28;17:16;17:18;18:17;18:26;26:18;26:27;27:26;27:28;28:16;28:27,0
3,237,20;21;22;23;24;25,20:21;20:25;21:20;21:22;22:21;22:23;23:22;23:24;24:23;24:25;25:20;25:24,0
4,237,0;1,0:1;1:0,1
5,237,1;2,1:2;2:1,1
6,237,1;14,1:14;14:1,1
7,237,2;3,2:3;3:2,1
8,237,6;7,6:7;7:6,1
9,237,12;13,12:13;13:12,1
10,237,14;15,14:15;15:14,1
11,237,15;16,15:16;16:15,1
12,237,18;19,18:19;19:18,1
13,237,19;20,19:20;20:19,1
14,237,1,,3
0,238,7;8;9;10;11;14,7:8;7:14;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:14;14:7;14:11,0
1,238,0;1,0:1;1:0,1
2,238,1;2,1:2;2:1,1
3,238,2;3,2:3;3:2,1
4,238,3;4,3:4;4:3,1
5,238,3;7,3:7;7:3,1
6,238,4;5,4:5;5:4,1
7,238,5;6,5:6;6:5,1
8,238,11;12,11:12;12:11,1
9,238,12;13,12:13;13:12,1
10,238,3,,3
0,239,5;6;7;8;23;24,5:6;5:24;6:5;6:7;7:6;7:8;8:7;8:23;23:8;23:24;24:5;24:23,0
1,239,9;10;11;12;21;22,9:10;9:22;10:9;10:11;11:10;11:12;12:11;12:21;21:12;21:22;22:9;22:21,0
2,239,14;15;16;17;19;20,14:15;14:20;15:14;15:16;16:15;16:17;17:16;17:19;19:17;19:20;20:14;20:19,0
3,239,0;1,0:1;1:0,1
4,239,1;2,1:2;2:1,1
5,239,2;3,2:3;3:2,1
6,239,3;4,3:4;4:3,1
7,239,3;5,3:5;5:3,1
8,239,8;9,8:9;9:8,1
9,239,12;13,12:13;13:12,1
10,239,13;14,13:14;14:13,1
11,239,17;18,17:18;18:17,1
12,239,3,,3
