clique_id,graph_id,atoms,bonds,clique_features
11,323,15;16,15:16;16:15,1
12,323,1,,3
13,323,8,,3
0,324,3;4;5;6;23,3:4;3:23;4:3;4:5;5:4;5:6;6:5;6:23;23:3;23:6,0
1,324,16;17;18;19;21;22,16:17;16:22;17:16;17:18;18:17;18:19;19:18;19:21;21:19;21:22;22:16;22:21,0
2,324,0;1,0:1;1:0,1
3,324,1;2,1:2;2:1,1
4,324,2;3,2:3;3:2,1
5,324,6;7,6:7;7:6,1
6,324,7;8,7:8;8:7,1
7,324,8;9,8:9;9:8,1
8,324,8;10,8:10;10:8,1
9,324,10;11,10:11;11:10,1
10,324,10;12,10:12;12:10,1
11,324,12;13,12:13;13:12,1
12,324,13;14,13:14;14:13,1
13,324,14;15,14:15;15:14,1
14,324,14;16,14:16;16:14,1
15,324,19;20,19:20;20:19,1
16,324,8,,3
17,324,10,,3
18,324,14,,3
0,325,6;7;8;9;19;20,6:7;6:20;7:6;7:8;8:7;8:9;9:8;9:19;19:9;19:20;20:6;20:19,0
1,325,10;11;12;17;18,10:11;10:18;11:10;11:12;12:11;12:17;17:12;17:18;18:10;18:17,0
2,325,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
3,325,0;1,0:1;1:0,1
4,325,1;2,1:2;2:1,1
5,325,2;3,2:3;3:2,1
6,325,3;4,3:4;4:3,1
7,325,4;5,4:5;5:4,1
8,325,4;6,4:6;6:4,1
9,325,9;10,9:10;10:9,1
10,325,4,,3
0,326,1;2;3;4;27;28,1:2;1:28;2:1;2:3;3:2;3:4;4:3;4:27;27:4;27:28;28:1;28:27,0
1,326,4;5;6;25;26;27,4:5;4:27;5:4;5:6;6:5;6:25;25:6;25:26;26:25;26:27;27:4;27:26,0
2,326,13;14;15;16;23;24,13:14;13:24;14:13;14:15;15:14;15:16;16:15;16:23;23:16;23:24;24:13;24:23,0
3,326,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
4,326,0;1,0:1;1:0,1
5,326,6;7,6:7;7:6,1
6,326,7;8,7:8;8:7,1
7,326,7;9,7:9;9:7,1
8,326,7;10,7:10;10:7,1
9,326,10;11,10:11;11:10,1
10,326,11;12,11:12;12:11,1
11,326,12;13,12:13;13:12,1
12,326,16;17,16:17;17:16,1
13,326,7,,3
0,327,11;12;13;14;16;18,11:12;11:18;12:11;12:13;13:12;13:14;14:13;14:16;16:14;16:18;18:11;18:16,0
1,327,0;1,0:1;1:0,1
2,327,1;2,1:2;2:1,1
3,327,2;3,2:3;3:2,1
4,327,3;4,3:4;4:3,1
5,327,4;5,4:5;5:4,1
6,327,4;6,4:6;6:4,1
7,327,6;7,6:7;7:6,1
8,327,6;8,6:8;8:6,1
9,327,8;9,8:9;9:8,1
10,327,9;10,9:10;10:9,1
11,327,9;11,9:11;11:9,1
12,327,14;15,14:15;15:14,1
13,327,16;17,16:17;17:16,1
14,327,4,,3
15,327,6,,3
16,327,9,,3
0,328,6;7;8;9;10;25,6:7;6:25;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:25;25:6;25:10,0
1,328,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
2,328,15;22;23;24,15:22;15:24;22:15;22:23;23:22;23:24;24:15;24:23,0
3,328,0;1,0:1;1:0,1
4,328,1;2,1:2;2:1,1
5,328,2;3,2:3;3:2,1
6,328,3;4,3:4;4:3,1
7,328,3;5,3:5;5:3,1
8,328,5;6,5:6;6:5,1
9,328,10;11,10:11;11:10,1
10,328,11;12,11:12;12:11,1
11,328,12;13,12:13;13:12,1
12,328,12;14,12:14;14:12,1
13,328,14;15,14:15;15:14,1
14,328,15;16,15:16;16:15,1
15,328,3,,3
16,328,12,,3
17,328,15,,3
0,329,1;2;3;18;19,1:2;1:19;2:1;2:3;3:2;3:18;18:3;18:19;19:1;19:18,0
1,329,5;6;7;8;9;10,5:6;5:10;6:5;6:7;7:6;7:8;8:7;8:9;9:8;9:10;10:5;10:9,0
2,329,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
3,329,0;1,0:1;1:0,1
4,329,3;4,3:4;4:3,1
5,329,4;5,4:5;5:4,1
6,329,10;11,10:11;11:10,1
7,329,11;12,11:12;12:11,1
8,329,11;13,11:13;13:11,1
9,329,11,,3
0,330,3;4;17;18;19,3:4;3:19;4:3;4:17;17:4;17:18;18:17;18:19;19:3;19:18,0
1,330,10;11;12;13;15;16,10:11;10:16;11:10;11:12;12:11;12:13;13:12;13:15;15:13;15:16;16:10;16:15,0
2,330,20;21;22;23;25;26,20:21;20:26;21:20;21:22;22:21;22:23;23:22;23:25;25:23;25:26;26:20;26:25,0
3,330,0;1,0:1;1:0,1
4,330,1;2,1:2;2:1,1
5,330,2;3,2:3;3:2,1
6,330,4;5,4:5;5:4,1
7,330,5;6,5:6;6:5,1
8,330,6;7,6:7;7:6,1
9,330,6;8,6:8;8:6,1
10,330,8;9,8:9;9:8,1
11,330,8;10,8:10;10:8,1
12,330,13;14,13:14;14:13,1
13,330,19;20,19:20;20:19,1
14,330,23;24,23:24;24:23,1
15,330,6,,3
16,330,8,,3
0,331,1;2;3;4;5,1:2;1:5;2:1;2:3;3:2;3:4;4:3;4:5;5:1;5:4,0
1,331,10;11;12;13;18,10:11;10:18;11:10;11:12;12:11;12:13;13:12;13:18;18:10;18:13,0
2,331,0;1,0:1;1:0,1
3,331,5;6,5:6;6:5,1
4,331,6;7,6:7;7:6,1
5,331,6;8,6:8;8:6,1
6,331,8;9,8:9;9:8,1
7,331,9;10,9:10;10:9,1
8,331,13;14,13:14;14:13,1
9,331,14;15,14:15;15:14,1
10,331,14;16,14:16;16:14,1
11,331,14;17,14:17;17:14,1
12,331,6,,3
13,331,14,,3
0,332,10;11;12;17;18;19,10:11;10:19;11:10;11:12;12:11;12:17;17:12;17:18;18:17;18:19;19:10;19:18,0
1,332,0;1,0:1;1:0,1
2,332,1;2,1:2;2:1,1
3,332,1;3,1:3;3:1,1
4,332,3;4,3:4;4:3,1
5,332,4;5,4:5;5:4,1
6,332,5;6,5:6;6:5,1
7,332,6;7,6:7;7:6,1
8,332,7;8,7:8;8:7,1
9,332,7;9,7:9;9:7,1
10,332,9;10,9:10;10:9,1
11,332,12;13,12:13;13:12,1
12,332,13;14,13:14;14:13,1
13,332,14;15,14:15;15:14,1
14,332,14;16,14:16;16:14,1
15,332,19;20,19:20;20:19,1
16,332,1,,3
17,332,7,,3
18,332,14,,3
0,333,1;2;3;5;6;7,1:2;1:7;2:1;2:3;3:2;3:5;5:3;5:6;6:5;6:7;7:1;7:6,0
1,333,14;15;16;17;23,14:15;14:23;15:14;15:16;16:15;16:17;17:16;17:23;23:14;23:17,0
2,333,17;18;20;21;22;23,17:18;17:23;18:17;18:20;20:18;20:21;21:20;21:22;22:21;22:23;23:17;23:22,0
3,333,0;1,0:1;1:0,1
4,333,3;4,3:4;4:3,1
5,333,7;8,7:8;8:7,1
6,333,8;9,8:9;9:8,1
7,333,9;10,9:10;10:9,1
8,333,10;11,10:11;11:10,1
9,333,11;12,11:12;12:11,1
10,333,11;13,11:13;13:11,1
11,333,13;14,13:14;14:13,1
12,333,18;19,18:19;19:18,1
13,333,11,,3
0,334,1;2;3;4;5;20,1:2;1:20;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:20;20:1;20:5,0
1,334,12;14;15;16;19,12:14;12:19;14:12;14:15;15:14;15:16;16:15;16:19;19:12;19:16,0
2,334,0;1,0:1;1:0,1
3,334,5;6,5:6;6:5,1
4,334,6;7,6:7;7:6,1
5,334,7;8,7:8;8:7,1
6,334,7;9,7:9;9:7,1
7,334,9;10,9:10;10:9,1
8,334,9;11,9:11;11:9,1
9,334,11;12,11:12;12:11,1
10,334,12;13,12:13;13:12,1
11,334,16;17,16:17;17:16,1
12,334,16;18,16:18;18:16,1
13,334,7,,3
14,334,9,,3
15,334,12,,3
16,334,16,,3
0,335,13;14;15;16;21;22,13:14;13:22;14:13;14:15;15:14;15:16;16:15;16:21;21:16;21:22;22:13;22:21,0
1,335,0;1,0:1;1:0,1
2,335,1;2,1:2;2:1,1
3,335,1;13,1:13;13:1,1
4,335,2;3,2:3;3:2,1
5,335,3;4,3:4;4:3,1
6,335,3;5,3:5;5:3,1
7,335,5;6,5:6;6:5,1
8,335,6;7,6:7;7:6,1
9,335,7;8,7:8;8:7,1
10,335,7;9,7:9;9:7,1
11,335,9;10,9:10;10:9,1
12,335,10;11,10:11;11:10,1
13,335,10;12,10:12;12:10,1
14,335,16;17,16:17;17:16,1
15,335,17;18,17:18;18:17,1
16,335,17;19,17:19;19:17,1
17,335,17;20,17:20;20:17,1
18,335,1,,3
19,335,3,,3
20,335,7,,3
21,335,10,,3
22,335,17,,3
0,336,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
1,336,0;1,0:1;1:0,1
2,336,1;2,1:2;2:1,1
3,336,2;3,2:3;3:2,1
4,336,3;4,3:4;4:3,1
5,336,4;5,4:5;5:4,1
6,336,4;7,4:7;7:4,1
7,336,5;6,5:6;6:5,1
8,336,7;8,7:8;8:7,1
9,336,4,,3
0,337,1;2;3;4;21;22,1:2;1:22;2:1;2:3;3:2;3:4;4:3;4:21;21:4;21:22;22:1;22:21,0
1,337,14;15;17;18;19,14:15;14:19;15:14;15:17;17:15;17:18;18:17;18:19;19:14;19:18,0
2,337,0;1,0:1;1:0,1
3,337,4;5,4:5;5:4,1
4,337,5;6,5:6;6:5,1
5,337,6;7,6:7;7:6,1
6,337,6;8,6:8;8:6,1
7,337,8;9,8:9;9:8,1
8,337,9;10,9:10;10:9,1
9,337,9;11,9:11;11:9,1
10,337,11;12,11:12;12:11,1
11,337,11;13,11:13;13:11,1
12,337,13;14,13:14;14:13,1
13,337,15;16,15:16;16:15,1
14,337,19;20,19:20;20:19,1
15,337,6,,3
16,337,9,,3
17,337,11,,3
0,338,4;5;6;23;24,4:5;4:24;5:4;5:6;6:5;6:23;23:6;23:24;24:4;24:23,0
1,338,12;13;14;16;18;20,12:13;12:20;13:12;13:14;14:13;14:16;16:14;16:18;18:16;18:20;20:12;20:18,0
2,338,0;1,0:1;1:0,1
3,338,1;2,1:2;2:1,1
4,338,2;3,2:3;3:2,1
5,338,3;4,3:4;4:3,1
6,338,6;7,6:7;7:6,1
7,338,7;8,7:8;8:7,1
8,338,8;9,8:9;9:8,1
9,338,8;10,8:10;10:8,1
10,338,10;11,10:11;11:10,1
11,338,11;12,11:12;12:11,1
12,338,14;15,14:15;15:14,1
13,338,16;17,16:17;17:16,1
14,338,18;19,18:19;19:18,1
15,338,20;21,20:21;21:20,1
16,338,21;22,21:22;22:21,1
17,338,8,,3
0,339,10;11;12;13;14,10:11;10:14;11:10;11:12;12:11;12:13;13:12;13:14;14:10;14:13,0
1,339,15;16;17;18;20;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:20;20:18;20:21;21:15;21:20,0
2,339,0;1,0:1;1:0,1
3,339,1;2,1:2;2:1,1
4,339,2;3,2:3;3:2,1
5,339,3;4,3:4;4:3,1
6,339,4;5,4:5;5:4,1
7,339,5;6,5:6;6:5,1
8,339,5;7,5:7;7:5,1
9,339,7;8,7:8;8:7,1
10,339,7;9,7:9;9:7,1
11,339,9;10,9:10;10:9,1
12,339,14;15,14:15;15:14,1
13,339,18;19,18:19;19:18,1
14,339,5,,3
15,339,7,,3
