clique_id,graph_id,atoms,bonds,clique_features
3,342,1;2,1:2;2:1,1
4,342,1;3,1:3;3:1,1
5,342,3;4,3:4;4:3,1
6,342,4;5,4:5;5:4,1
7,342,4;11,4:11;11:4,1
8,342,4;17,4:17;17:4,1
9,342,17;18,17:18;18:17,1
10,342,17;19,17:19;19:17,1
11,342,17;20,17:20;20:17,1
12,342,1,,3
13,342,4,,3
14,342,17,,3
0,343,2;3;4;5;7;22,2:3;2:22;3:2;3:4;4:3;4:5;5:4;5:7;7:5;7:22;22:2;22:7,0
1,343,10;11;12;13;14;21,10:11;10:21;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:21;21:10;21:14,0
2,343,14;15;18;19;20;21,14:15;14:21;15:14;15:18;18:15;18:19;19:18;19:20;20:19;20:21;21:14;21:20,0
3,343,0;1,0:1;1:0,1
4,343,1;2,1:2;2:1,1
5,343,5;6,5:6;6:5,1
6,343,7;8,7:8;8:7,1
7,343,8;9,8:9;9:8,1
8,343,9;10,9:10;10:9,1
9,343,15;16,15:16;16:15,1
10,343,16;17,16:17;17:16,1
0,344,3;4;5;6;7;8,3:4;3:8;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:8;8:3;8:7,0
1,344,12;13;14;15;18,12:13;12:18;13:12;13:14;14:13;14:15;15:14;15:18;18:12;18:15,0
2,344,0;1,0:1;1:0,1
3,344,1;2,1:2;2:1,1
4,344,1;9,1:9;9:1,1
5,344,2;3,2:3;3:2,1
6,344,9;10,9:10;10:9,1
7,344,10;11,10:11;11:10,1
8,344,10;19,10:19;19:10,1
9,344,11;12,11:12;12:11,1
10,344,15;16,15:16;16:15,1
11,344,15;17,15:17;17:15,1
12,344,19;20,19:20;20:19,1
13,344,19;21,19:21;21:19,1
14,344,19;22,19:22;22:19,1
15,344,1,,3
16,344,10,,3
17,344,15,,3
18,344,19,,3
0,345,1;2;3;4;5;6;7,1:2;1:7;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:1;7:6,0
1,345,6;7;8;9;10;19,6:7;6:19;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:19;19:6;19:10,0
2,345,10;11;12;17;18;19,10:11;10:19;11:10;11:12;12:11;12:17;17:12;17:18;18:17;18:19;19:10;19:18,0
3,345,0;1,0:1;1:0,1
4,345,12;13,12:13;13:12,1
5,345,13;14,13:14;14:13,1
6,345,13;15,13:15;15:13,1
7,345,13;16,13:16;16:13,1
8,345,13,,3
0,346,2;3;4;5;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:7;7:2;7:5,0
1,346,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
2,346,0;1,0:1;1:0,1
3,346,1;2,1:2;2:1,1
4,346,5;6,5:6;6:5,1
5,346,7;8,7:8;8:7,1
6,346,8;9,8:9;9:8,1
7,346,9;10,9:10;10:9,1
8,346,9;17,9:17;17:9,1
9,346,10;11,10:11;11:10,1
10,346,17;18,17:18;18:17,1
11,346,17;19,17:19;19:17,1
12,346,9,,3
13,346,17,,3
0,347,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
1,347,18;19;20;21;25;26,18:19;18:26;19:18;19:20;20:19;20:21;21:20;21:25;25:21;25:26;26:18;26:25,0
2,347,21;22;23;24;25,21:22;21:25;22:21;22:23;23:22;23:24;24:23;24:25;25:21;25:24,0
3,347,0;1,0:1;1:0,1
4,347,1;2,1:2;2:1,1
5,347,1;7,1:7;7:1,1
6,347,2;3,2:3;3:2,1
7,347,3;4,3:4;4:3,1
8,347,4;5,4:5;5:4,1
9,347,4;6,4:6;6:4,1
10,347,7;8,7:8;8:7,1
11,347,7;9,7:9;9:7,1
12,347,9;10,9:10;10:9,1
13,347,15;16,15:16;16:15,1
14,347,16;17,16:17;17:16,1
15,347,16;18,16:18;18:16,1
16,347,1,,3
17,347,4,,3
18,347,7,,3
19,347,16,,3
0,348,3;4;5;6;17,3:4;3:17;4:3;4:5;5:4;5:6;6:5;6:17;17:3;17:6,0
1,348,8;9;10;11;12;16,8:9;8:16;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:16;16:8;16:12,0
2,348,12;13;14;15;16,12:13;12:16;13:12;13:14;14:13;14:15;15:14;15:16;16:12;16:15,0
3,348,0;1,0:1;1:0,1
4,348,1;2,1:2;2:1,1
5,348,1;3,1:3;3:1,1
6,348,6;7,6:7;7:6,1
7,348,7;8,7:8;8:7,1
8,348,1,,3
0,349,9;10;11;12;14;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:14;14:12;14:15;15:9;15:14,0
1,349,0;1,0:1;1:0,1
2,349,1;2,1:2;2:1,1
3,349,2;3,2:3;3:2,1
4,349,3;4,3:4;4:3,1
5,349,4;5,4:5;5:4,1
6,349,4;6,4:6;6:4,1
7,349,6;7,6:7;7:6,1
8,349,6;8,6:8;8:6,1
9,349,8;9,8:9;9:8,1
10,349,12;13,12:13;13:12,1
11,349,15;16,15:16;16:15,1
12,349,4,,3
13,349,6,,3
0,350,1;2;3;4;5;23,1:2;1:23;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:23;23:1;23:5,0
1,350,5;6;8;21;22;23,5:6;5:23;6:5;6:8;8:6;8:21;21:8;21:22;22:21;22:23;23:5;23:22,0
2,350,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
3,350,0;1,0:1;1:0,1
4,350,6;7,6:7;7:6,1
5,350,8;9,8:9;9:8,1
6,350,9;10,9:10;10:9,1
7,350,9;11,9:11;11:9,1
8,350,11;12,11:12;12:11,1
9,350,12;13,12:13;13:12,1
10,350,17;18,17:18;18:17,1
11,350,18;19,18:19;19:18,1
12,350,18;20,18:20;20:18,1
13,350,9,,3
14,350,18,,3
0,351,1;2;3;4;6;23,1:2;1:23;2:1;2:3;3:2;3:4;4:3;4:6;6:4;6:23;23:1;23:6,0
1,351,8;9;10;11;21;22,8:9;8:22;9:8;9:10;10:9;10:11;11:10;11:21;21:11;21:22;22:8;22:21,0
2,351,14;15;16;17;18;19,14:15;14:19;15:14;15:16;16:15;16:17;17:16;17:18;18:17;18:19;19:14;19:18,0
3,351,0;1,0:1;1:0,1
4,351,4;5,4:5;5:4,1
5,351,6;7,6:7;7:6,1
6,351,7;8,7:8;8:7,1
7,351,11;12,11:12;12:11,1
8,351,12;13,12:13;13:12,1
9,351,12;14,12:14;14:12,1
10,351,19;20,19:20;20:19,1
11,351,12,,3
0,352,1;3;4;5;9;26,1:3;1:26;3:1;3:4;4:3;4:5;5:4;5:9;9:5;9:26;26:1;26:9,0
1,352,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
2,352,12;13;14;15;24;25,12:13;12:25;13:12;13:14;14:13;14:15;15:14;15:24;24:15;24:25;25:12;25:24,0
3,352,18;19;20;21;22;23,18:19;18:23;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:23;23:18;23:22,0
4,352,0;1,0:1;1:0,1
5,352,1;2,1:2;2:1,1
6,352,9;10,9:10;10:9,1
7,352,10;11,10:11;11:10,1
8,352,11;12,11:12;12:11,1
9,352,15;16,15:16;16:15,1
10,352,16;17,16:17;17:16,1
11,352,17;18,17:18;18:17,1
12,352,1,,3
0,353,1;2;3;5;21;26,1:2;1:26;2:1;2:3;3:2;3:5;5:3;5:21;21:5;21:26;26:1;26:21,0
1,353,9;10;11;12;13;20,9:10;9:20;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:20;20:9;20:13,0
2,353,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
3,353,21;22;23;24;25;26,21:22;21:26;22:21;22:23;23:22;23:24;24:23;24:25;25:24;25:26;26:21;26:25,0
4,353,0;1,0:1;1:0,1
5,353,3;4,3:4;4:3,1
6,353,5;6,5:6;6:5,1
7,353,6;7,6:7;7:6,1
8,353,7;8,7:8;8:7,1
9,353,7;9,7:9;9:7,1
10,353,13;14,13:14;14:13,1
11,353,18;19,18:19;19:18,1
12,353,7,,3
0,354,1;3;4;18;19;20,1:3;1:20;3:1;3:4;4:3;4:18;18:4;18:19;19:18;19:20;20:1;20:19,0
1,354,5;6;7;11;12;17,5:6;5:17;6:5;6:7;7:6;7:11;11:7;11:12;12:11;12:17;17:5;17:12,0
2,354,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
3,354,0;1,0:1;1:0,1
4,354,1;2,1:2;2:1,1
5,354,4;5,4:5;5:4,1
6,354,7;8,7:8;8:7,1
7,354,8;9,8:9;9:8,1
8,354,8;10,8:10;10:8,1
9,354,20;21,20:21;21:20,1
10,354,1,,3
11,354,8,,3
0,355,9;10;11;12;13;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:15;15:9;15:13,0
1,355,0;1,0:1;1:0,1
2,355,1;2,1:2;2:1,1
3,355,1;3,1:3;3:1,1
4,355,3;4,3:4;4:3,1
5,355,3;5,3:5;5:3,1
6,355,5;6,5:6;6:5,1
7,355,6;7,6:7;7:6,1
8,355,7;8,7:8;8:7,1
9,355,8;9,8:9;9:8,1
10,355,13;14,13:14;14:13,1
11,355,1,,3
12,355,3,,3
0,356,7;8;9;10;11;26,7:8;7:26;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:26;26:7;26:11,0
1,356,19;20;21;22;23;25,19:20;19:25;20:19;20:21;21:20;21:22;22:21;22:23;23:22;23:25;25:19;25:23,0
2,356,0;1,0:1;1:0,1
3,356,1;2,1:2;2:1,1
4,356,2;3,2:3;3:2,1
5,356,2;4,2:4;4:2,1
6,356,4;5,4:5;5:4,1
7,356,4;6,4:6;6:4,1
8,356,6;7,6:7;7:6,1
9,356,11;12,11:12;12:11,1
10,356,12;13,12:13;13:12,1
11,356,13;14,13:14;14:13,1
12,356,14;15,14:15;15:14,1
13,356,14;16,14:16;16:14,1
14,356,16;17,16:17;17:16,1
15,356,16;18,16:18;18:16,1
16,356,18;19,18:19;19:18,1
17,356,23;24,23:24;24:23,1
18,356,2,,3
19,356,4,,3
20,356,14,,3
21,356,16,,3
0,357,2;3;4;5;21;24,2:3;2:24;3:2;3:4;4:3;4:5;5:4;5:21;21:5;21:24;24:2;24:21,0
1,357,9;10;11;12;19;20,9:10;9:20;10:9;10:11;11:10;11:12;12:11;12:19;19:12;19:20;20:9;20:19,0
2,357,12;13;15;16;18;19,12:13;12:19;13:12;13:15;15:13;15:16;16:15;16:18;18:16;18:19;19:12;19:18,0
3,357,0;1,0:1;1:0,1
4,357,1;2,1:2;2:1,1
5,357,5;6,5:6;6:5,1
6,357,6;7,6:7;7:6,1
7,357,6;8,6:8;8:6,1
8,357,8;9,8:9;9:8,1
9,357,13;14,13:14;14:13,1
10,357,16;17,16:17;17:16,1
11,357,21;22,21:22;22:21,1
12,357,22;23,22:23;23:22,1
13,357,6,,3
0,358,3;4;5;6;30;31,3:4;3:31;4:3;4:5;5:4;5:6;6:5;6:30;30:6;30:31;31:3;31:30,0
1,358,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
2,358,23;24;25;26;28;29,23:24;23:29;24:23;24:25;25:24;25:26;26:25;26:28;28:26;28:29;29:23;29:28,0
3,358,0;1,0:1;1:0,1
4,358,1;2,1:2;2:1,1
5,358,1;3,1:3;3:1,1
6,358,6;7,6:7;7:6,1
7,358,7;8,7:8;8:7,1
8,358,7;23,7:23;23:7,1
9,358,8;9,8:9;9:8,1
10,358,9;10,9:10;10:9,1
11,358,10;11,10:11;11:10,1
12,358,10;12,10:12;12:10,1
13,358,12;13,12:13;13:12,1
14,358,12;14,12:14;14:12,1
15,358,14;15,14:15;15:14,1
16,358,20;21,20:21;21:20,1
17,358,21;22,21:22;22:21,1
18,358,26;27,26:27;27:26,1
19,358,1,,3
20,358,7,,3
21,358,10,,3
22,358,12,,3
0,359,3;4;5;8;9;11,3:4;3:11;4:3;4:5;5:4;5:8;8:5;8:9;9:8;9:11;11:3;11:9,0
1,359,14;15;16;17;18;19,14:15;14:19;15:14;15:16;16:15;16:17;17:16;17:18;18:17;18:19;19:14;19:18,0
2,359,0;1,0:1;1:0,1
3,359,1;2,1:2;2:1,1
4,359,2;3,2:3;3:2,1
5,359,5;6,5:6;6:5,1
6,359,6;7,6:7;7:6,1
7,359,9;10,9:10;10:9,1
8,359,11;12,11:12;12:11,1
9,359,12;13,12:13;13:12,1
10,359,13;14,13:14;14:13,1
11,359,19;20,19:20;20:19,1
