clique_id,graph_id,atoms,bonds,clique_features
1,245,13;14;15;16;17,13:14;13:17;14:13;14:15;15:14;15:16;16:15;16:17;17:13;17:16,0
2,245,0;1,0:1;1:0,1
3,245,1;2,1:2;2:1,1
4,245,2;3,2:3;3:2,1
5,245,3;4,3:4;4:3,1
6,245,4;5,4:5;5:4,1
7,245,5;6,5:6;6:5,1
8,245,5;7,5:7;7:5,1
9,245,7;8,7:8;8:7,1
10,245,12;13,12:13;13:12,1
11,245,17;18,17:18;18:17,1
12,245,5,,3
0,246,1;2;3;4;28;29,1:2;1:29;2:1;2:3;3:2;3:4;4:3;4:28;28:4;28:29;29:1;29:28,0
1,246,5;6;7;8;12;13,5:6;5:13;6:5;6:7;7:6;7:8;8:7;8:12;12:8;12:13;13:5;13:12,0
2,246,18;19;20;21;26;27,18:19;18:27;19:18;19:20;20:19;20:21;21:20;21:26;26:21;26:27;27:18;27:26,0
3,246,21;22;23;24;25;26,21:22;21:26;22:21;22:23;23:22;23:24;24:23;24:25;25:24;25:26;26:21;26:25,0
4,246,0;1,0:1;1:0,1
5,246,4;5,4:5;5:4,1
6,246,8;9,8:9;9:8,1
7,246,9;10,9:10;10:9,1
8,246,9;11,9:11;11:9,1
9,246,13;14,13:14;14:13,1
10,246,14;15,14:15;15:14,1
11,246,14;16,14:16;16:14,1
12,246,16;17,16:17;17:16,1
13,246,17;18,17:18;18:17,1
14,246,9,,3
15,246,14,,3
0,247,6;7;8;9;24,6:7;6:24;7:6;7:8;8:7;8:9;9:8;9:24;24:6;24:9,0
1,247,12;13;14;22;23,12:13;12:23;13:12;13:14;14:13;14:22;22:14;22:23;23:12;23:22,0
2,247,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
3,247,0;1,0:1;1:0,1
4,247,1;2,1:2;2:1,1
5,247,2;3,2:3;3:2,1
6,247,3;4,3:4;4:3,1
7,247,3;5,3:5;5:3,1
8,247,3;6,3:6;6:3,1
9,247,9;10,9:10;10:9,1
10,247,10;11,10:11;11:10,1
11,247,10;12,10:12;12:10,1
12,247,14;15,14:15;15:14,1
13,247,20;21,20:21;21:20,1
14,247,3,,3
15,247,10,,3
0,248,6;7;8;9;24;25,6:7;6:25;7:6;7:8;8:7;8:9;9:8;9:24;24:9;24:25;25:6;25:24,0
1,248,10;11;12;13;22;23,10:11;10:23;11:10;11:12;12:11;12:13;13:12;13:22;22:13;22:23;23:10;23:22,0
2,248,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
3,248,0;1,0:1;1:0,1
4,248,1;2,1:2;2:1,1
5,248,2;3,2:3;3:2,1
6,248,3;4,3:4;4:3,1
7,248,4;5,4:5;5:4,1
8,248,4;6,4:6;6:4,1
9,248,9;10,9:10;10:9,1
10,248,13;14,13:14;14:13,1
11,248,14;15,14:15;15:14,1
12,248,15;16,15:16;16:15,1
13,248,4,,3
0,249,2;3;4;5;7;8,2:3;2:8;3:2;3:4;4:3;4:5;5:4;5:7;7:5;7:8;8:2;8:7,0
1,249,13;14;15;17;18;19,13:14;13:19;14:13;14:15;15:14;15:17;17:15;17:18;18:17;18:19;19:13;19:18,0
2,249,0;1,0:1;1:0,1
3,249,1;2,1:2;2:1,1
4,249,5;6,5:6;6:5,1
5,249,8;9,8:9;9:8,1
6,249,9;10,9:10;10:9,1
7,249,10;11,10:11;11:10,1
8,249,10;12,10:12;12:10,1
9,249,12;13,12:13;13:12,1
10,249,15;16,15:16;16:15,1
11,249,19;20,19:20;20:19,1
12,249,19;21,19:21;21:19,1
13,249,10,,3
14,249,19,,3
0,250,5;6;8;9;10,5:6;5:10;6:5;6:8;8:6;8:9;9:8;9:10;10:5;10:9,0
1,250,13;14;15;16;25,13:14;13:25;14:13;14:15;15:14;15:16;16:15;16:25;25:13;25:16,0
2,250,17;18;20;21;22;23,17:18;17:23;18:17;18:20;20:18;20:21;21:20;21:22;22:21;22:23;23:17;23:22,0
3,250,0;1,0:1;1:0,1
4,250,1;2,1:2;2:1,1
5,250,1;12,1:12;12:1,1
6,250,2;3,2:3;3:2,1
7,250,3;4,3:4;4:3,1
8,250,4;5,4:5;5:4,1
9,250,6;7,6:7;7:6,1
10,250,10;11,10:11;11:10,1
11,250,12;13,12:13;13:12,1
12,250,16;17,16:17;17:16,1
13,250,18;19,18:19;19:18,1
14,250,23;24,23:24;24:23,1
15,250,1,,3
0,251,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,251,12;13;14;15;16;31,12:13;12:31;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:31;31:12;31:16,0
2,251,15;16;17;18;19;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:21;21:15;21:19,0
3,251,26;27;28;29;30,26:27;26:30;27:26;27:28;28:27;28:29;29:28;29:30;30:26;30:29,0
4,251,0;1,0:1;1:0,1
5,251,1;2,1:2;2:1,1
6,251,7;8,7:8;8:7,1
7,251,8;9,8:9;9:8,1
8,251,9;10,9:10;10:9,1
9,251,10;11,10:11;11:10,1
10,251,10;12,10:12;12:10,1
11,251,19;20,19:20;20:19,1
12,251,21;22,21:22;22:21,1
13,251,22;23,22:23;23:22,1
14,251,23;24,23:24;24:23,1
15,251,24;25,24:25;25:24,1
16,251,24;26,24:26;26:24,1
17,251,10,,3
18,251,24,,3
0,252,7;8;9;10;11;15,7:8;7:15;8:7;8:9;9:8;9:10;10:9;10:11;11:10;11:15;15:7;15:11,0
1,252,16;17;18;19;20;22,16:17;16:22;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:22;22:16;22:20,0
2,252,0;1,0:1;1:0,1
3,252,1;2,1:2;2:1,1
4,252,1;16,1:16;16:1,1
5,252,2;3,2:3;3:2,1
6,252,2;4,2:4;4:2,1
7,252,4;5,4:5;5:4,1
8,252,5;6,5:6;6:5,1
9,252,6;7,6:7;7:6,1
10,252,11;12,11:12;12:11,1
11,252,12;13,12:13;13:12,1
12,252,12;14,12:14;14:12,1
13,252,20;21,20:21;21:20,1
14,252,1,,3
15,252,2,,3
16,252,12,,3
0,253,1;2;3;4;17;21,1:2;1:21;2:1;2:3;3:2;3:4;4:3;4:17;17:4;17:21;21:1;21:17,0
1,253,9;10;11;12;13;16,9:10;9:16;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:16;16:9;16:13,0
2,253,0;1,0:1;1:0,1
3,253,4;5,4:5;5:4,1
4,253,5;6,5:6;6:5,1
5,253,6;7,6:7;7:6,1
6,253,6;8,6:8;8:6,1
7,253,8;9,8:9;9:8,1
8,253,13;14,13:14;14:13,1
9,253,13;15,13:15;15:13,1
10,253,17;18,17:18;18:17,1
11,253,18;19,18:19;19:18,1
12,253,18;20,18:20;20:18,1
13,253,6,,3
14,253,13,,3
15,253,18,,3
0,254,2;3;4;5;7;9,2:3;2:9;3:2;3:4;4:3;4:5;5:4;5:7;7:5;7:9;9:2;9:7,0
1,254,16;17;18;19;24;25,16:17;16:25;17:16;17:18;18:17;18:19;19:18;19:24;24:19;24:25;25:16;25:24,0
2,254,0;1,0:1;1:0,1
3,254,1;2,1:2;2:1,1
4,254,1;10,1:10;10:1,1
5,254,5;6,5:6;6:5,1
6,254,7;8,7:8;8:7,1
7,254,10;11,10:11;11:10,1
8,254,10;12,10:12;12:10,1
9,254,12;13,12:13;13:12,1
10,254,12;14,12:14;14:12,1
11,254,14;15,14:15;15:14,1
12,254,15;16,15:16;16:15,1
13,254,19;20,19:20;20:19,1
14,254,20;21,20:21;21:20,1
15,254,21;22,21:22;22:21,1
16,254,22;23,22:23;23:22,1
17,254,1,,3
18,254,10,,3
19,254,12,,3
0,255,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
1,255,18;19;20;21;22;23,18:19;18:23;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:23;23:18;23:22,0
2,255,0;1,0:1;1:0,1
3,255,1;2,1:2;2:1,1
4,255,2;3,2:3;3:2,1
5,255,3;4,3:4;4:3,1
6,255,4;5,4:5;5:4,1
7,255,4;6,4:6;6:4,1
8,255,6;7,6:7;7:6,1
9,255,7;8,7:8;8:7,1
10,255,7;9,7:9;9:7,1
11,255,9;10,9:10;10:9,1
12,255,15;16,15:16;16:15,1
13,255,16;17,16:17;17:16,1
14,255,16;18,16:18;18:16,1
15,255,4,,3
16,255,7,,3
17,255,16,,3
0,256,1;2;3;4;19;20,1:2;1:20;2:1;2:3;3:2;3:4;4:3;4:19;19:4;19:20;20:1;20:19,0
1,256,9;10;11;12;14;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:14;14:12;14:15;15:9;15:14,0
2,256,19;20;21;22;25,19:20;19:25;20:19;20:21;21:20;21:22;22:21;22:25;25:19;25:22,0
3,256,0;1,0:1;1:0,1
4,256,4;5,4:5;5:4,1
5,256,5;6,5:6;6:5,1
6,256,6;7,6:7;7:6,1
7,256,6;8,6:8;8:6,1
8,256,6;9,6:9;9:6,1
9,256,12;13,12:13;13:12,1
10,256,15;16,15:16;16:15,1
11,256,16;17,16:17;17:16,1
12,256,16;18,16:18;18:16,1
13,256,22;23,22:23;23:22,1
14,256,22;24,22:24;24:22,1
15,256,6,,3
16,256,16,,3
17,256,22,,3
0,257,1;2;3;4;5;18,1:2;1:18;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:18;18:1;18:5,0
1,257,10;11;13;14;15;16,10:11;10:16;11:10;11:13;13:11;13:14;14:13;14:15;15:14;15:16;16:10;16:15,0
2,257,0;1,0:1;1:0,1
3,257,5;6,5:6;6:5,1
4,257,6;7,6:7;7:6,1
5,257,6;8,6:8;8:6,1
6,257,8;9,8:9;9:8,1
7,257,9;10,9:10;10:9,1
8,257,11;12,11:12;12:11,1
9,257,16;17,16:17;17:16,1
10,257,6,,3
0,258,2;3;4;5;22;23,2:3;2:23;3:2;3:4;4:3;4:5;5:4;5:22;22:5;22:23;23:2;23:22,0
1,258,5;6;7;8;9;22,5:6;5:22;6:5;6:7;7:6;7:8;8:7;8:9;9:8;9:22;22:5;22:9,0
2,258,15;16;17;18;19;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:21;21:15;21:19,0
3,258,0;1,0:1;1:0,1
4,258,1;2,1:2;2:1,1
5,258,9;10,9:10;10:9,1
6,258,10;11,10:11;11:10,1
7,258,10;12,10:12;12:10,1
8,258,12;13,12:13;13:12,1
9,258,13;14,13:14;14:13,1
10,258,13;15,13:15;15:13,1
11,258,19;20,19:20;20:19,1
12,258,10,,3
13,258,13,,3
0,259,3;4;5;6;7;8,3:4;3:8;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:8;8:3;8:7,0
1,259,9;10;11;12;13;27,9:10;9:27;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:27;27:9;27:13,0
2,259,14;15;16;17;25;26,14:15;14:26;15:14;15:16;16:15;16:17;17:16;17:25;25:17;25:26;26:14;26:25,0
3,259,16;17;18;19;20,16:17;16:20;17:16;17:18;18:17;18:19;19:18;19:20;20:16;20:19,0
4,259,0;1,0:1;1:0,1
5,259,1;2,1:2;2:1,1
6,259,1;9,1:9;9:1,1
7,259,2;3,2:3;3:2,1
8,259,13;14,13:14;14:13,1
9,259,20;21,20:21;21:20,1
10,259,21;22,21:22;22:21,1
11,259,21;23,21:23;23:21,1
12,259,21;24,21:24;24:21,1
13,259,1,,3
14,259,21,,3
