clique_id,graph_id,atoms,bonds,clique_features
2,268,11;12;13;19;20,11:12;11:20;12:11;12:13;13:12;13:19;19:13;19:20;20:11;20:19,0
3,268,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
4,268,0;1,0:1;1:0,1
5,268,4;5,4:5;5:4,1
6,268,5;6,5:6;6:5,1
7,268,5;7,5:7;7:5,1
8,268,7;8,7:8;8:7,1
9,268,13;14,13:14;14:13,1
10,268,5,,3
0,269,11;12;14;18;19,11:12;11:19;12:11;12:14;14:12;14:18;18:14;18:19;19:11;19:18,0
1,269,0;1,0:1;1:0,1
2,269,1;2,1:2;2:1,1
3,269,2;3,2:3;3:2,1
4,269,3;4,3:4;4:3,1
5,269,4;5,4:5;5:4,1
6,269,5;6,5:6;6:5,1
7,269,5;7,5:7;7:5,1
8,269,5;8,5:8;8:5,1
9,269,8;9,8:9;9:8,1
10,269,9;10,9:10;10:9,1
11,269,9;11,9:11;11:9,1
12,269,12;13,12:13;13:12,1
13,269,14;15,14:15;15:14,1
14,269,15;16,15:16;16:15,1
15,269,15;17,15:17;17:15,1
16,269,5,,3
17,269,9,,3
18,269,15,,3
0,270,7;8;9;10;23;24,7:8;7:24;8:7;8:9;9:8;9:10;10:9;10:23;23:10;23:24;24:7;24:23,0
1,270,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
2,270,0;1,0:1;1:0,1
3,270,1;2,1:2;2:1,1
4,270,1;3,1:3;3:1,1
5,270,3;4,3:4;4:3,1
6,270,4;5,4:5;5:4,1
7,270,4;6,4:6;6:4,1
8,270,4;7,4:7;7:4,1
9,270,10;11,10:11;11:10,1
10,270,11;12,11:12;12:11,1
11,270,11;13,11:13;13:11,1
12,270,13;14,13:14;14:13,1
13,270,14;15,14:15;15:14,1
14,270,14;16,14:16;16:14,1
15,270,21;22,21:22;22:21,1
16,270,1,,3
17,270,4,,3
18,270,11,,3
19,270,14,,3
0,271,1;2;3;7;8;9,1:2;1:9;2:1;2:3;3:2;3:7;7:3;7:8;8:7;8:9;9:1;9:8,0
1,271,14;15;16;17;18;23,14:15;14:23;15:14;15:16;16:15;16:17;17:16;17:18;18:17;18:23;23:14;23:18,0
2,271,0;1,0:1;1:0,1
3,271,3;4,3:4;4:3,1
4,271,4;5,4:5;5:4,1
5,271,4;6,4:6;6:4,1
6,271,9;10,9:10;10:9,1
7,271,10;11,10:11;11:10,1
8,271,11;12,11:12;12:11,1
9,271,11;13,11:13;13:11,1
10,271,13;14,13:14;14:13,1
11,271,18;19,18:19;19:18,1
12,271,19;20,19:20;20:19,1
13,271,19;21,19:21;21:19,1
14,271,19;22,19:22;22:19,1
15,271,4,,3
16,271,11,,3
17,271,19,,3
0,272,4;5;6;7;23;24,4:5;4:24;5:4;5:6;6:5;6:7;7:6;7:23;23:7;23:24;24:4;24:23,0
1,272,11;12;13;14;15,11:12;11:15;12:11;12:13;13:12;13:14;14:13;14:15;15:11;15:14,0
2,272,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
3,272,0;1,0:1;1:0,1
4,272,1;2,1:2;2:1,1
5,272,1;3,1:3;3:1,1
6,272,1;4,1:4;4:1,1
7,272,7;8,7:8;8:7,1
8,272,8;9,8:9;9:8,1
9,272,9;10,9:10;10:9,1
10,272,9;11,9:11;11:9,1
11,272,15;16,15:16;16:15,1
12,272,16;17,16:17;17:16,1
13,272,1,,3
14,272,9,,3
0,273,2;3;4;6;19;20,2:3;2:20;3:2;3:4;4:3;4:6;6:4;6:19;19:6;19:20;20:2;20:19,0
1,273,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
2,273,0;1,0:1;1:0,1
3,273,1;2,1:2;2:1,1
4,273,4;5,4:5;5:4,1
5,273,6;7,6:7;7:6,1
6,273,7;8,7:8;8:7,1
7,273,7;9,7:9;9:7,1
8,273,9;10,9:10;10:9,1
9,273,10;11,10:11;11:10,1
10,273,10;12,10:12;12:10,1
11,273,12;13,12:13;13:12,1
12,273,13;14,13:14;14:13,1
13,273,20;21,20:21;21:20,1
14,273,21;22,21:22;22:21,1
15,273,7,,3
16,273,10,,3
0,274,2;3;4;5;19;20,2:3;2:20;3:2;3:4;4:3;4:5;5:4;5:19;19:5;19:20;20:2;20:19,0
1,274,12;13;15;16;17,12:13;12:17;13:12;13:15;15:13;15:16;16:15;16:17;17:12;17:16,0
2,274,0;1,0:1;1:0,1
3,274,1;2,1:2;2:1,1
4,274,5;6,5:6;6:5,1
5,274,6;7,6:7;7:6,1
6,274,7;8,7:8;8:7,1
7,274,8;9,8:9;9:8,1
8,274,9;10,9:10;10:9,1
9,274,9;11,9:11;11:9,1
10,274,11;12,11:12;12:11,1
11,274,13;14,13:14;14:13,1
12,274,17;18,17:18;18:17,1
13,274,9,,3
0,275,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
1,275,9;10;11;12;14;16,9:10;9:16;10:9;10:11;11:10;11:12;12:11;12:14;14:12;14:16;16:9;16:14,0
2,275,0;1,0:1;1:0,1
3,275,1;2,1:2;2:1,1
4,275,1;3,1:3;3:1,1
5,275,3;4,3:4;4:3,1
6,275,8;9,8:9;9:8,1
7,275,12;13,12:13;13:12,1
8,275,14;15,14:15;15:14,1
9,275,1,,3
0,276,2;3;4;5;19;20,2:3;2:20;3:2;3:4;4:3;4:5;5:4;5:19;19:5;19:20;20:2;20:19,0
1,276,7;8;9;10;18,7:8;7:18;8:7;8:9;9:8;9:10;10:9;10:18;18:7;18:10,0
2,276,0;1,0:1;1:0,1
3,276,1;2,1:2;2:1,1
4,276,5;6,5:6;6:5,1
5,276,6;7,6:7;7:6,1
6,276,10;11,10:11;11:10,1
7,276,10;15,10:15;15:10,1
8,276,11;12,11:12;12:11,1
9,276,12;13,12:13;13:12,1
10,276,12;14,12:14;14:12,1
11,276,15;16,15:16;16:15,1
12,276,15;17,15:17;17:15,1
13,276,10,,3
14,276,12,,3
15,276,15,,3
0,277,2;3;4;5;18;19,2:3;2:19;3:2;3:4;4:3;4:5;5:4;5:18;18:5;18:19;19:2;19:18,0
1,277,5;6;7;9;18,5:6;5:18;6:5;6:7;7:6;7:9;9:7;9:18;18:5;18:9,0
2,277,12;13;14;16;17,12:13;12:17;13:12;13:14;14:13;14:16;16:14;16:17;17:12;17:16,0
3,277,0;1,0:1;1:0,1
4,277,1;2,1:2;2:1,1
5,277,7;8,7:8;8:7,1
6,277,9;10,9:10;10:9,1
7,277,10;11,10:11;11:10,1
8,277,11;12,11:12;12:11,1
9,277,14;15,14:15;15:14,1
0,278,1;2;3;4;21;22,1:2;1:22;2:1;2:3;3:2;3:4;4:3;4:21;21:4;21:22;22:1;22:21,0
1,278,13;14;15;17;18;20,13:14;13:20;14:13;14:15;15:14;15:17;17:15;17:18;18:17;18:20;20:13;20:18,0
2,278,0;1,0:1;1:0,1
3,278,4;5,4:5;5:4,1
4,278,5;6,5:6;6:5,1
5,278,6;7,6:7;7:6,1
6,278,6;8,6:8;8:6,1
7,278,8;9,8:9;9:8,1
8,278,9;10,9:10;10:9,1
9,278,9;11,9:11;11:9,1
10,278,11;12,11:12;12:11,1
11,278,11;13,11:13;13:11,1
12,278,15;16,15:16;16:15,1
13,278,18;19,18:19;19:18,1
14,278,6,,3
15,278,9,,3
16,278,11,,3
0,279,1;2;3;4;5,1:2;1:5;2:1;2:3;3:2;3:4;4:3;4:5;5:1;5:4,0
1,279,3;4;6;7;9;29,3:4;3:29;4:3;4:6;6:4;6:7;7:6;7:9;9:7;9:29;29:3;29:9,0
2,279,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
3,279,23;24;25;26;27;28,23:24;23:28;24:23;24:25;25:24;25:26;26:25;26:27;27:26;27:28;28:23;28:27,0
4,279,0;1,0:1;1:0,1
5,279,7;8,7:8;8:7,1
6,279,9;10,9:10;10:9,1
7,279,10;11,10:11;11:10,1
8,279,11;12,11:12;12:11,1
9,279,12;13,12:13;13:12,1
10,279,12;14,12:14;14:12,1
11,279,14;15,14:15;15:14,1
12,279,15;16,15:16;16:15,1
13,279,16;17,16:17;17:16,1
14,279,16;23,16:23;23:16,1
15,279,29;30,29:30;30:29,1
16,279,12,,3
17,279,16,,3
