clique_id,graph_id,atoms,bonds,clique_features
7,143,5;6,5:6;6:5,1
8,143,6;7,6:7;7:6,1
9,143,8;9,8:9;9:8,1
10,143,12;13,12:13;13:12,1
11,143,17;18,17:18;18:17,1
12,143,23;24,23:24;24:23,1
13,143,27;28,27:28;28:27,1
14,143,28;29,28:29;29:28,1
15,143,29;30,29:30;30:29,1
16,143,29;31,29:31;31:29,1
17,143,29;32,29:32;32:29,1
18,143,29,,3
0,144,2;3;4;5;8;18,2:3;2:18;3:2;3:4;4:3;4:5;5:4;5:8;8:5;8:18;18:2;18:8,0
1,144,12;13;14;15;16,12:13;12:16;13:12;13:14;14:13;14:15;15:14;15:16;16:12;16:15,0
2,144,0;1,0:1;1:0,1
3,144,1;2,1:2;2:1,1
4,144,5;6,5:6;6:5,1
5,144,6;7,6:7;7:6,1
6,144,8;9,8:9;9:8,1
7,144,9;10,9:10;10:9,1
8,144,9;11,9:11;11:9,1
9,144,11;12,11:12;12:11,1
10,144,16;17,16:17;17:16,1
11,144,9,,3
0,145,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,145,9;10;11;27;28;29,9:10;9:29;10:9;10:11;11:10;11:27;27:11;27:28;28:27;28:29;29:9;29:28,0
2,145,16;17;18;19;26,16:17;16:26;17:16;17:18;18:17;18:19;19:18;19:26;26:16;26:19,0
3,145,20;21;22;23;24;25,20:21;20:25;21:20;21:22;22:21;22:23;23:22;23:24;24:23;24:25;25:20;25:24,0
4,145,0;1,0:1;1:0,1
5,145,1;2,1:2;2:1,1
6,145,7;8,7:8;8:7,1
7,145,8;9,8:9;9:8,1
8,145,11;12,11:12;12:11,1
9,145,12;13,12:13;13:12,1
10,145,12;14,12:14;14:12,1
11,145,14;15,14:15;15:14,1
12,145,15;16,15:16;16:15,1
13,145,19;20,19:20;20:19,1
14,145,29;30,29:30;30:29,1
15,145,12,,3
0,146,2;3;4;5;21;22,2:3;2:22;3:2;3:4;4:3;4:5;5:4;5:21;21:5;21:22;22:2;22:21,0
1,146,11;12;14;18;20,11:12;11:20;12:11;12:14;14:12;14:18;18:14;18:20;20:11;20:18,0
2,146,15;16;17,15:16;15:17;16:15;16:17;17:15;17:16,0
3,146,0;1,0:1;1:0,1
4,146,1;2,1:2;2:1,1
5,146,5;6,5:6;6:5,1
6,146,6;7,6:7;7:6,1
7,146,7;8,7:8;8:7,1
8,146,8;9,8:9;9:8,1
9,146,9;10,9:10;10:9,1
10,146,9;11,9:11;11:9,1
11,146,12;13,12:13;13:12,1
12,146,14;15,14:15;15:14,1
13,146,18;19,18:19;19:18,1
14,146,22;23,22:23;23:22,1
15,146,23;24,23:24;24:23,1
16,146,9,,3
0,147,2;3;5;6;8,2:3;2:8;3:2;3:5;5:3;5:6;6:5;6:8;8:2;8:6,0
1,147,9;10;11;12;19;20,9:10;9:20;10:9;10:11;11:10;11:12;12:11;12:19;19:12;19:20;20:9;20:19,0
2,147,13;14;15;16;17;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:13;18:17,0
3,147,0;1,0:1;1:0,1
4,147,1;2,1:2;2:1,1
5,147,1;9,1:9;9:1,1
6,147,3;4,3:4;4:3,1
7,147,6;7,6:7;7:6,1
8,147,12;13,12:13;13:12,1
9,147,1,,3
0,148,1;2;3;4;19,1:2;1:19;2:1;2:3;3:2;3:4;4:3;4:19;19:1;19:4,0
1,148,9;10;14;16;18,9:10;9:18;10:9;10:14;14:10;14:16;16:14;16:18;18:9;18:16,0
2,148,0;1,0:1;1:0,1
3,148,4;5,4:5;5:4,1
4,148,5;6,5:6;6:5,1
5,148,6;7,6:7;7:6,1
6,148,6;8,6:8;8:6,1
7,148,8;9,8:9;9:8,1
8,148,10;11,10:11;11:10,1
9,148,11;12,11:12;12:11,1
10,148,11;13,11:13;13:11,1
11,148,14;15,14:15;15:14,1
12,148,16;17,16:17;17:16,1
13,148,6,,3
14,148,11,,3
0,149,2;3;16;17;19;22,2:3;2:22;3:2;3:16;16:3;16:17;17:16;17:19;19:17;19:22;22:2;22:19,0
1,149,9;10;11;12;13;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:15;15:9;15:13,0
2,149,22;23;24;25;26;27,22:23;22:27;23:22;23:24;24:23;24:25;25:24;25:26;26:25;26:27;27:22;27:26,0
3,149,0;1,0:1;1:0,1
4,149,1;2,1:2;2:1,1
5,149,3;4,3:4;4:3,1
6,149,4;5,4:5;5:4,1
7,149,5;6,5:6;6:5,1
8,149,6;7,6:7;7:6,1
9,149,6;8,6:8;8:6,1
10,149,8;9,8:9;9:8,1
11,149,13;14,13:14;14:13,1
12,149,17;18,17:18;18:17,1
13,149,19;20,19:20;20:19,1
14,149,20;21,20:21;21:20,1
15,149,6,,3
0,150,9;10;11;12;13;14,9:10;9:14;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:9;14:13,0
1,150,16;17;18;19;22;23,16:17;16:23;17:16;17:18;18:17;18:19;19:18;19:22;22:19;22:23;23:16;23:22,0
2,150,0;1,0:1;1:0,1
3,150,1;2,1:2;2:1,1
4,150,2;3,2:3;3:2,1
5,150,2;16,2:16;16:2,1
6,150,3;4,3:4;4:3,1
7,150,4;5,4:5;5:4,1
8,150,4;6,4:6;6:4,1
9,150,6;7,6:7;7:6,1
10,150,6;8,6:8;8:6,1
11,150,8;9,8:9;9:8,1
12,150,14;15,14:15;15:14,1
13,150,19;20,19:20;20:19,1
14,150,20;21,20:21;21:20,1
15,150,2,,3
16,150,4,,3
17,150,6,,3
0,151,1;2;3;4;16;17,1:2;1:17;2:1;2:3;3:2;3:4;4:3;4:16;16:4;16:17;17:1;17:16,0
1,151,11;12;13;14;15,11:12;11:15;12:11;12:13;13:12;13:14;14:13;14:15;15:11;15:14,0
2,151,0;1,0:1;1:0,1
3,151,4;5,4:5;5:4,1
4,151,4;7,4:7;7:4,1
5,151,5;6,5:6;6:5,1
6,151,7;8,7:8;8:7,1
7,151,8;9,8:9;9:8,1
8,151,8;10,8:10;10:8,1
9,151,10;11,10:11;11:10,1
10,151,4,,3
11,151,8,,3
0,152,5;6;7;8;18;25,5:6;5:25;6:5;6:7;7:6;7:8;8:7;8:18;18:8;18:25;25:5;25:18,0
1,152,7;8;9;10;15;16,7:8;7:16;8:7;8:9;9:8;9:10;10:9;10:15;15:10;15:16;16:7;16:15,0
2,152,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
3,152,20;21;22;23;24,20:21;20:24;21:20;21:22;22:21;22:23;23:22;23:24;24:20;24:23,0
4,152,29;30;31;32;33;34,29:30;29:34;30:29;30:31;31:30;31:32;32:31;32:33;33:32;33:34;34:29;34:33,0
5,152,0;1,0:1;1:0,1
6,152,1;2,1:2;2:1,1
7,152,2;3,2:3;3:2,1
8,152,3;4,3:4;4:3,1
9,152,3;5,3:5;5:3,1
10,152,16;17,16:17;17:16,1
11,152,18;19,18:19;19:18,1
12,152,19;20,19:20;20:19,1
13,152,25;26,25:26;26:25,1
14,152,26;27,26:27;27:26,1
15,152,27;28,27:28;28:27,1
16,152,27;29,27:29;29:27,1
17,152,34;35,34:35;35:34,1
18,152,3,,3
19,152,27,,3
0,153,2;3;4;18;19;22,2:3;2:22;3:2;3:4;4:3;4:18;18:4;18:19;19:18;19:22;22:2;22:19,0
1,153,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
2,153,0;1,0:1;1:0,1
3,153,1;2,1:2;2:1,1
4,153,4;5,4:5;5:4,1
5,153,5;6,5:6;6:5,1
6,153,6;7,6:7;7:6,1
7,153,6;8,6:8;8:6,1
8,153,8;9,8:9;9:8,1
9,153,8;10,8:10;10:8,1
10,153,10;11,10:11;11:10,1
11,153,16;17,16:17;17:16,1
12,153,19;20,19:20;20:19,1
13,153,20;21,20:21;21:20,1
14,153,6,,3
15,153,8,,3
0,154,5;6;7;8;9,5:6;5:9;6:5;6:7;7:6;7:8;8:7;8:9;9:5;9:8,0
1,154,14;15;16;17;21;22,14:15;14:22;15:14;15:16;16:15;16:17;17:16;17:21;21:17;21:22;22:14;22:21,0
2,154,17;18;19;20;21,17:18;17:21;18:17;18:19;19:18;19:20;20:19;20:21;21:17;21:20,0
3,154,0;1,0:1;1:0,1
4,154,1;2,1:2;2:1,1
5,154,1;14,1:14;14:1,1
6,154,2;3,2:3;3:2,1
7,154,3;4,3:4;4:3,1
8,154,3;5,3:5;5:3,1
9,154,9;10,9:10;10:9,1
10,154,10;11,10:11;11:10,1
11,154,10;12,10:12;12:10,1
12,154,10;13,10:13;13:10,1
13,154,1,,3
14,154,3,,3
15,154,10,,3
0,155,1;2;14;15;16,1:2;1:16;2:1;2:14;14:2;14:15;15:14;15:16;16:1;16:15,0
1,155,11;12;13,11:12;11:13;12:11;12:13;13:11;13:12,0
2,155,17;18;19;20;25;26,17:18;17:26;18:17;18:19;19:18;19:20;20:19;20:25;25:20;25:26;26:17;26:25,0
3,155,20;21;22;23;24;25,20:21;20:25;21:20;21:22;22:21;22:23;23:22;23:24;24:23;24:25;25:20;25:24,0
4,155,0;1,0:1;1:0,1
5,155,2;3,2:3;3:2,1
6,155,3;4,3:4;4:3,1
7,155,3;5,3:5;5:3,1
8,155,5;6,5:6;6:5,1
9,155,5;7,5:7;7:5,1
10,155,7;8,7:8;8:7,1
11,155,8;9,8:9;9:8,1
12,155,9;10,9:10;10:9,1
13,155,10;11,10:11;11:10,1
14,155,16;17,16:17;17:16,1
15,155,3,,3
16,155,5,,3
0,156,1;2;3;5;6;24,1:2;1:24;2:1;2:3;3:2;3:5;5:3;5:6;6:5;6:24;24:1;24:6,0
1,156,13;14;16;21;22,13:14;13:22;14:13;14:16;16:14;16:21;21:16;21:22;22:13;22:21,0
2,156,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
3,156,0;1,0:1;1:0,1
4,156,3;4,3:4;4:3,1
5,156,6;7,6:7;7:6,1
6,156,7;8,7:8;8:7,1
7,156,8;9,8:9;9:8,1
8,156,8;10,8:10;10:8,1
9,156,10;11,10:11;11:10,1
10,156,11;12,11:12;12:11,1
11,156,12;13,12:13;13:12,1
12,156,14;15,14:15;15:14,1
13,156,22;23,22:23;23:22,1
14,156,8,,3
0,157,4;5;6;7;21;22,4:5;4:22;5:4;5:6;6:5;6:7;7:6;7:21;21:7;21:22;22:4;22:21,0
1,157,8;9;10;11;19;20,8:9;8:20;9:8;9:10;10:9;10:11;11:10;11:19;19:11;19:20;20:8;20:19,0
2,157,12;13;14;15;16;17;18,12:13;12:18;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:12;18:17,0
3,157,23;24;25;26;28;29,23:24;23:29;24:23;24:25;25:24;25:26;26:25;26:28;28:26;28:29;29:23;29:28,0
4,157,0;1,0:1;1:0,1
5,157,1;2,1:2;2:1,1
6,157,1;3,1:3;3:1,1
7,157,1;23,1:23;23:1,1
8,157,3;4,3:4;4:3,1
9,157,7;8,7:8;8:7,1
10,157,11;12,11:12;12:11,1
11,157,26;27,26:27;27:26,1
12,157,29;30,29:30;30:29,1
13,157,1,,3
0,158,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
1,158,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
2,158,14;15;19;20;21;22,14:15;14:22;15:14;15:19;19:15;19:20;20:19;20:21;21:20;21:22;22:14;22:21,0
3,158,0;1,0:1;1:0,1
4,158,1;2,1:2;2:1,1
5,158,2;3,2:3;3:2,1
6,158,2;9,2:9;9:2,1
7,158,3;4,3:4;4:3,1
8,158,9;10,9:10;10:9,1
9,158,9;11,9:11;11:9,1
10,158,11;12,11:12;12:11,1
11,158,17;18,17:18;18:17,1
12,158,2,,3
13,158,9,,3
0,159,4;5;6;7;9;28,4:5;4:28;5:4;5:6;6:5;6:7;7:6;7:9;9:7;9:28;28:4;28:9,0
1,159,7;9;10;11;12;27,7:9;7:27;9:7;9:10;10:9;10:11;11:10;11:12;12:11;12:27;27:7;27:12,0
2,159,13;14;15;17;23,13:14;13:23;14:13;14:15;15:14;15:17;17:15;17:23;23:13;23:17,0
3,159,12;13;23;25;26;27,12:13;12:27;13:12;13:23;23:13;23:25;25:23;25:26;26:25;26:27;27:12;27:26,0
4,159,0;1,0:1;1:0,1
5,159,1;2,1:2;2:1,1
6,159,1;3,1:3;3:1,1
7,159,3;4,3:4;4:3,1
8,159,7;8,7:8;8:7,1
9,159,15;16,15:16;16:15,1
10,159,17;18,17:18;18:17,1
11,159,17;20,17:20;20:17,1
12,159,18;19,18:19;19:18,1
13,159,20;21,20:21;21:20,1
14,159,20;22,20:22;22:20,1
15,159,23;24,23:24;24:23,1
16,159,1,,3
17,159,17,,3
18,159,20,,3
