clique_id,graph_id,atoms,bonds,clique_features
0,63,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
1,63,11;12;13;19;20,11:12;11:20;12:11;12:13;13:12;13:19;19:13;19:20;20:11;20:19,0
2,63,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
3,63,0;1,0:1;1:0,1
4,63,1;2,1:2;2:1,1
5,63,1;9,1:9;9:1,1
6,63,2;3,2:3;3:2,1
7,63,3;4,3:4;4:3,1
8,63,9;10,9:10;10:9,1
9,63,10;11,10:11;11:10,1
10,63,13;14,13:14;14:13,1
11,63,1,,3
0,64,3;4;5;8;13,3:4;3:13;4:3;4:5;5:4;5:8;8:5;8:13;13:3;13:8,0
1,64,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,64,21;22;23;24;26;27,21:22;21:27;22:21;22:23;23:22;23:24;24:23;24:26;26:24;26:27;27:21;27:26,0
3,64,0;1,0:1;1:0,1
4,64,1;2,1:2;2:1,1
5,64,1;14,1:14;14:1,1
6,64,2;3,2:3;3:2,1
7,64,5;6,5:6;6:5,1
8,64,5;7,5:7;7:5,1
9,64,14;15,14:15;15:14,1
10,64,14;16,14:16;16:14,1
11,64,16;17,16:17;17:16,1
12,64,17;18,17:18;18:17,1
13,64,18;19,18:19;19:18,1
14,64,18;20,18:20;20:18,1
15,64,20;21,20:21;21:20,1
16,64,24;25,24:25;25:24,1
17,64,1,,3
18,64,5,,3
19,64,14,,3
20,64,18,,3
0,65,1;2;3;4;5;6,1:2;1:6;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:6;6:1;6:5,0
1,65,10;11;12;13;17;18,10:11;10:18;11:10;11:12;12:11;12:13;13:12;13:17;17:13;17:18;18:10;18:17,0
2,65,0;1,0:1;1:0,1
3,65,6;7,6:7;7:6,1
4,65,7;8,7:8;8:7,1
5,65,7;9,7:9;9:7,1
6,65,7;10,7:10;10:7,1
7,65,13;14,13:14;14:13,1
8,65,14;15,14:15;15:14,1
9,65,15;16,15:16;16:15,1
10,65,7,,3
0,66,1;2;3;24;26,1:2;1:26;2:1;2:3;3:2;3:24;24:3;24:26;26:1;26:24,0
1,66,4;5;6;21;23,4:5;4:23;5:4;5:6;6:5;6:21;21:6;21:23;23:4;23:21,0
2,66,8;9;10;11;18;20,8:9;8:20;9:8;9:10;10:9;10:11;11:10;11:18;18:11;18:20;20:8;20:18,0
3,66,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
4,66,0;1,0:1;1:0,1
5,66,3;4,3:4;4:3,1
6,66,6;7,6:7;7:6,1
7,66,7;8,7:8;8:7,1
8,66,11;12,11:12;12:11,1
9,66,18;19,18:19;19:18,1
10,66,21;22,21:22;22:21,1
11,66,24;25,24:25;25:24,1
0,67,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
1,67,11;12;13;15;19;20,11:12;11:20;12:11;12:13;13:12;13:15;15:13;15:19;19:15;19:20;20:11;20:19,0
2,67,15;16;17;18;19,15:16;15:19;16:15;16:17;17:16;17:18;18:17;18:19;19:15;19:18,0
3,67,0;1,0:1;1:0,1
4,67,1;2,1:2;2:1,1
5,67,1;3,1:3;3:1,1
6,67,3;4,3:4;4:3,1
7,67,8;9,8:9;9:8,1
8,67,9;10,9:10;10:9,1
9,67,10;11,10:11;11:10,1
10,67,13;14,13:14;14:13,1
11,67,1,,3
0,68,2;3;4;5;18,2:3;2:18;3:2;3:4;4:3;4:5;5:4;5:18;18:2;18:5,0
1,68,12;13;14;15;16;17,12:13;12:17;13:12;13:14;14:13;14:15;15:14;15:16;16:15;16:17;17:12;17:16,0
2,68,0;1,0:1;1:0,1
3,68,1;2,1:2;2:1,1
4,68,5;6,5:6;6:5,1
5,68,6;7,6:7;7:6,1
6,68,6;8,6:8;8:6,1
7,68,6;9,6:9;9:6,1
8,68,9;10,9:10;10:9,1
9,68,10;11,10:11;11:10,1
10,68,10;12,10:12;12:10,1
11,68,18;19,18:19;19:18,1
12,68,6,,3
13,68,10,,3
0,69,2;3;4;12;13,2:3;2:13;3:2;3:4;4:3;4:12;12:4;12:13;13:2;13:12,0
1,69,5;6;7;8;11,5:6;5:11;6:5;6:7;7:6;7:8;8:7;8:11;11:5;11:8,0
2,69,14;15;16;17;18,14:15;14:18;15:14;15:16;16:15;16:17;17:16;17:18;18:14;18:17,0
3,69,0;1,0:1;1:0,1
4,69,1;2,1:2;2:1,1
5,69,4;5,4:5;5:4,1
6,69,8;9,8:9;9:8,1
7,69,8;10,8:10;10:8,1
8,69,13;14,13:14;14:13,1
9,69,8,,3
0,70,2;3;4;5;26;27,2:3;2:27;3:2;3:4;4:3;4:5;5:4;5:26;26:5;26:27;27:2;27:26,0
1,70,7;8;10;11;25,7:8;7:25;8:7;8:10;10:8;10:11;11:10;11:25;25:7;25:11,0
2,70,15;16;17;18;23;24,15:16;15:24;16:15;16:17;17:16;17:18;18:17;18:23;23:18;23:24;24:15;24:23,0
3,70,18;19;20;21;22;23,18:19;18:23;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:23;23:18;23:22,0
4,70,0;1,0:1;1:0,1
5,70,1;2,1:2;2:1,1
6,70,5;6,5:6;6:5,1
7,70,6;7,6:7;7:6,1
8,70,8;9,8:9;9:8,1
9,70,11;12,11:12;12:11,1
10,70,12;13,12:13;13:12,1
11,70,13;14,13:14;14:13,1
12,70,13;15,13:15;15:13,1
13,70,13,,3
0,71,2;3;6;8;9;10,2:3;2:10;3:2;3:6;6:3;6:8;8:6;8:9;9:8;9:10;10:2;10:9,0
1,71,9;10;11;13;24,9:10;9:24;10:9;10:11;11:10;11:13;13:11;13:24;24:9;24:13,0
2,71,16;17;18;19;21;23,16:17;16:23;17:16;17:18;18:17;18:19;19:18;19:21;21:19;21:23;23:16;23:21,0
3,71,0;1,0:1;1:0,1
4,71,1;2,1:2;2:1,1
5,71,3;4,3:4;4:3,1
6,71,4;5,4:5;5:4,1
7,71,6;7,6:7;7:6,1
8,71,11;12,11:12;12:11,1
9,71,13;14,13:14;14:13,1
10,71,14;15,14:15;15:14,1
11,71,14;16,14:16;16:14,1
12,71,19;20,19:20;20:19,1
13,71,21;22,21:22;22:21,1
14,71,14,,3
0,72,2;3;4;20;21;22,2:3;2:22;3:2;3:4;4:3;4:20;20:4;20:21;21:20;21:22;22:2;22:21,0
1,72,7;8;9;13;18;19,7:8;7:19;8:7;8:9;9:8;9:13;13:9;13:18;18:13;18:19;19:7;19:18,0
2,72,13;14;15;16;17;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:13;18:17,0
3,72,0;1,0:1;1:0,1
4,72,1;2,1:2;2:1,1
5,72,4;5,4:5;5:4,1
6,72,5;6,5:6;6:5,1
7,72,6;7,6:7;7:6,1
8,72,9;10,9:10;10:9,1
9,72,10;11,10:11;11:10,1
10,72,10;12,10:12;12:10,1
11,72,22;23,22:23;23:22,1
12,72,23;24,23:24;24:23,1
13,72,24;25,24:25;25:24,1
14,72,25;26,25:26;26:25,1
15,72,25;27,25:27;27:25,1
16,72,10,,3
17,72,25,,3
0,73,1;2;3;4;5;21,1:2;1:21;2:1;2:3;3:2;3:4;4:3;4:5;5:4;5:21;21:1;21:5,0
1,73,9;10;12;13;14,9:10;9:14;10:9;10:12;12:10;12:13;13:12;13:14;14:9;14:13,0
2,73,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
3,73,0;1,0:1;1:0,1
4,73,5;6,5:6;6:5,1
5,73,6;7,6:7;7:6,1
6,73,6;15,6:15;15:6,1
7,73,7;8,7:8;8:7,1
8,73,8;9,8:9;9:8,1
9,73,10;11,10:11;11:10,1
10,73,6,,3
0,74,2;3;4;5;6;20,2:3;2:20;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:20;20:2;20:6,0
1,74,12;13;15;17;18,12:13;12:18;13:12;13:15;15:13;15:17;17:15;17:18;18:12;18:17,0
2,74,0;1,0:1;1:0,1
3,74,1;2,1:2;2:1,1
4,74,6;7,6:7;7:6,1
5,74,7;8,7:8;8:7,1
6,74,8;9,8:9;9:8,1
7,74,8;10,8:10;10:8,1
8,74,10;11,10:11;11:10,1
9,74,11;12,11:12;12:11,1
10,74,13;14,13:14;14:13,1
11,74,15;16,15:16;16:15,1
12,74,18;19,18:19;19:18,1
13,74,8,,3
0,75,5;6;11;12;13,5:6;5:13;6:5;6:11;11:6;11:12;12:11;12:13;13:5;13:12,0
1,75,12;13;14;15;16,12:13;12:16;13:12;13:14;14:13;14:15;15:14;15:16;16:12;16:15,0
2,75,15;16;17;19;21;23,15:16;15:23;16:15;16:17;17:16;17:19;19:17;19:21;21:19;21:23;23:15;23:21,0
3,75,0;1,0:1;1:0,1
4,75,1;2,1:2;2:1,1
5,75,2;3,2:3;3:2,1
6,75,3;4,3:4;4:3,1
7,75,4;5,4:5;5:4,1
8,75,6;7,6:7;7:6,1
9,75,7;8,7:8;8:7,1
10,75,7;9,7:9;9:7,1
11,75,7;10,7:10;10:7,1
12,75,17;18,17:18;18:17,1
13,75,19;20,19:20;20:19,1
14,75,21;22,21:22;22:21,1
15,75,23;24,23:24;24:23,1
16,75,7,,3
0,76,2;3;4;5;18;19,2:3;2:19;3:2;3:4;4:3;4:5;5:4;5:18;18:5;18:19;19:2;19:18,0
1,76,9;10;11;15;16;17,9:10;9:17;10:9;10:11;11:10;11:15;15:11;15:16;16:15;16:17;17:9;17:16,0
2,76,11;12;13;14;15,11:12;11:15;12:11;12:13;13:12;13:14;14:13;14:15;15:11;15:14,0
3,76,0;1,0:1;1:0,1
4,76,1;2,1:2;2:1,1
5,76,5;6,5:6;6:5,1
6,76,6;7,6:7;7:6,1
7,76,6;9,6:9;9:6,1
8,76,7;8,7:8;8:7,1
9,76,6,,3
0,77,4;5;6;7;9;22,4:5;4:22;5:4;5:6;6:5;6:7;7:6;7:9;9:7;9:22;22:4;22:9,0
1,77,15;16;17;18;19;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:21;21:15;21:19,0
2,77,0;1,0:1;1:0,1
3,77,1;2,1:2;2:1,1
4,77,1;3,1:3;3:1,1
5,77,1;4,1:4;4:1,1
6,77,7;8,7:8;8:7,1
7,77,9;10,9:10;10:9,1
8,77,10;11,10:11;11:10,1
9,77,11;12,11:12;12:11,1
10,77,11;13,11:13;13:11,1
11,77,13;14,13:14;14:13,1
12,77,14;15,14:15;15:14,1
13,77,19;20,19:20;20:19,1
14,77,1,,3
15,77,11,,3
0,78,2;3;4;5;17;18,2:3;2:18;3:2;3:4;4:3;4:5;5:4;5:17;17:5;17:18;18:2;18:17,0
1,78,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
2,78,0;1,0:1;1:0,1
3,78,1;2,1:2;2:1,1
4,78,5;6,5:6;6:5,1
5,78,6;7,6:7;7:6,1
6,78,7;8,7:8;8:7,1
7,78,8;9,8:9;9:8,1
8,78,9;10,9:10;10:9,1
9,78,9;11,9:11;11:9,1
10,78,9,,3
0,79,5;6;7;8;9;10,5:6;5:10;6:5;6:7;7:6;7:8;8:7;8:9;9:8;9:10;10:5;10:9,0
1,79,3;11;12;13;14,3:11;3:14;11:3;11:12;12:11;12:13;13:12;13:14;14:3;14:13,0
2,79,0;1,0:1;1:0,1
3,79,1;2,1:2;2:1,1
4,79,1;3,1:3;3:1,1
5,79,3;4,3:4;4:3,1
6,79,4;5,4:5;5:4,1
7,79,1,,3
8,79,3,,3
